codigo_entidad,nombre_entidad,departamento_sigep,tipo,grupo_eta,presupuesto_total,key,depto_key,nivel,departamento_pop,provincia,municipio,area,poblacion_2001,poblacion_2012,poblacion_2024,hombres_2024,mujeres_2024,presupuesto_per_capita
1705,Gobierno Autónomo Municipal de El Torno,Santa Cruz,municipal,GAM,91566756.0,el torno,santa cruz,Municipio/TIOC,Santa Cruz,Andrés Ibáñez,El Torno,El Torno,37961,49652,55697.0,28264,27433,1644.015943408083
1706,Gobierno Autónomo Municipal de Warnes,Santa Cruz,municipal,GAM,359415375.0,warnes,santa cruz,Municipio/TIOC,Santa Cruz,Warnes,Warnes,Warnes,45318,96406,151248.0,76819,74429,2376.3314225642653
1707,Gobierno Autónomo Municipal de San Ignacio (San Ignacio de Velasco),Santa Cruz,municipal,GAM,77924456.0,san ignacio,santa cruz,Municipio/TIOC,Santa Cruz,Velasco,San Ignacio,San Ignacio,41412,52362,67103.0,35121,31982,1161.2663517279407
1708,Gobierno Autónomo Municipal de San Miguel (San Miguel de Velasco),Santa Cruz,municipal,GAM,21771696.0,san miguel,santa cruz,Municipio/TIOC,Santa Cruz,Velasco,San Miguel,San Miguel,10273,11327,15239.0,8164,7075,1428.6827219633835
1709,Gobierno Autónomo Municipal de San Rafael,Santa Cruz,municipal,GAM,14731530.0,san rafael,santa cruz,Municipio/TIOC,Santa Cruz,Velasco,San Rafael,San Rafael,5017,6139,8842.0,4934,3908,1666.0857272110381
1710,Gobierno Autónomo Municipal de Buena Vista,Santa Cruz,municipal,GAM,26553990.0,buena vista,santa cruz,Municipio/TIOC,Santa Cruz,Ichilo,Buena Vista,Buena Vista,13273,12879,13651.0,7381,6270,1945.2047469049887
1711,Gobierno Autónomo Municipal de San Carlos,Santa Cruz,municipal,GAM,25580506.0,san carlos,santa cruz,Municipio/TIOC,Santa Cruz,Ichilo,San Carlos,San Carlos,16502,20093,18942.0,9807,9135,1350.4648928307465
1712,Gobierno Autónomo Municipal de Yapacaní,Santa Cruz,municipal,GAM,82374547.0,yapacani,santa cruz,Municipio/TIOC,Santa Cruz,Ichilo,Yapacaní,Yapacaní,31538,50558,57794.0,31127,26667,1425.3131293905942
1713,Gobierno Autónomo Municipal de San José,Santa Cruz,municipal,GAM,51078195.0,san jose,santa cruz,Municipio/TIOC,Santa Cruz,Chiquitos,San José,San José,16599,28922,40974.0,21959,19015,1246.6001610777566
1714,Gobierno Autónomo Municipal de Pailón,Santa Cruz,municipal,GAM,85183116.0,pailon,santa cruz,Municipio/TIOC,Santa Cruz,Chiquitos,Pailón,Pailón,28520,37866,54495.0,28647,25848,1563.136361134049
1715,Gobierno Autónomo Municipal de Roboré,Santa Cruz,municipal,GAM,20940824.0,robore,santa cruz,Municipio/TIOC,Santa Cruz,Chiquitos,Roboré,Roboré,15240,15641,18763.0,10024,8739,1116.0701380376272
1716,Gobierno Autónomo Municipal de Portachuelo,Santa Cruz,municipal,GAM,28807102.0,portachuelo,santa cruz,Municipio/TIOC,Santa Cruz,Sara,Portachuelo,Portachuelo,16408,17885,20743.0,10641,10102,1388.7625705057128
1718,Gobierno Autónomo Municipal de Lagunillas,Santa Cruz,municipal,GAM,9443826.0,lagunillas,santa cruz,Municipio/TIOC,Santa Cruz,Cordillera,Lagunillas,Lagunillas,5283,5366,5946.0,3083,2863,1588.2653884964682
1720,Gobierno Autónomo Municipal de Cabezas,Santa Cruz,municipal,GAM,35215475.0,cabezas,santa cruz,Municipio/TIOC,Santa Cruz,Cordillera,Cabezas,Cabezas,22296,26434,32961.0,17494,15467,1068.398258547981
1721,Gobierno Autónomo Municipal de Cuevo,Santa Cruz,municipal,GAM,4926870.0,cuevo,santa cruz,Municipio/TIOC,Santa Cruz,Cordillera,Cuevo,Cuevo,3406,5052,5335.0,2859,2476,923.4995313964387
1723,Gobierno Autónomo Municipal de Camiri,Santa Cruz,municipal,GAM,41500000.0,camiri,santa cruz,Municipio/TIOC,Santa Cruz,Cordillera,Camiri,Camiri,30897,33838,32285.0,15739,16546,1285.4266687316092
1724,Gobierno Autónomo Municipal de Boyuibe,Santa Cruz,municipal,GAM,5737583.0,boyuibe,santa cruz,Municipio/TIOC,Santa Cruz,Cordillera,Boyuibe,Boyuibe,4031,5087,5612.0,2980,2632,1022.377583749109
1725,Gobierno Autónomo Municipal de Vallegrande,Santa Cruz,municipal,GAM,31403432.0,vallegrande,santa cruz,Municipio/TIOC,Santa Cruz,Valle Grande,Vallegrande,Vallegrande,16837,17208,17249.0,8787,8462,1820.5943532958433
1726,Gobierno Autónomo Municipal de Trigal,Santa Cruz,municipal,GAM,2451369.0,trigal,santa cruz,Municipio/TIOC,Santa Cruz,Valle Grande,Trigal,Trigal,2133,2135,2359.0,1197,1162,1039.1559983043662
1729,Gobierno Autónomo Municipal de Pucara,Santa Cruz,municipal,GAM,2055912.0,pucara,santa cruz,Municipio/TIOC,Santa Cruz,Valle Grande,Pucará,Pucará,2548,2076,2015.0,1097,918,1020.3037220843672
1730,Gobierno Autónomo Municipal de Samaipata,Santa Cruz,municipal,GAM,19597083.0,samaipata,santa cruz,Municipio/TIOC,Santa Cruz,Florida,Samaipata,Samaipata,9739,10472,11843.0,6247,5596,1654.7397618846576
1732,Gobierno Autónomo Municipal de Mairana,Santa Cruz,municipal,GAM,15445949.0,mairana,santa cruz,Municipio/TIOC,Santa Cruz,Florida,Mairana,Mairana,7747,10177,12735.0,6635,6100,1212.8738908519827
1733,Gobierno Autónomo Municipal de Quirusillas,Santa Cruz,municipal,GAM,3096414.0,quirusillas,santa cruz,Municipio/TIOC,Santa Cruz,Florida,Quirusillas,Quirusillas,2028,2995,3086.0,1560,1526,1003.3745949449125
1734,Gobierno Autónomo Municipal de Montero,Santa Cruz,municipal,GAM,216889857.0,montero,santa cruz,Municipio/TIOC,Santa Cruz,Obispo Santisteban,Montero,Montero,80341,109518,126886.0,63754,63132,1709.3285074791545
1736,Gobierno Autónomo Municipal de Mineros,Santa Cruz,municipal,GAM,33974300.0,mineros,santa cruz,Municipio/TIOC,Santa Cruz,Obispo Santisteban,Mineros,Mineros,19846,23251,23110.0,11768,11342,1470.1125054089139
1737,Gobierno Autónomo Municipal de Concepción,Santa Cruz,municipal,GAM,40278991.0,concepcion,santa cruz,Municipio/TIOC,Santa Cruz,Ñuflo de Chávez,Concepción,Concepción,14522,18800,30118.0,16297,13821,1337.3727007105385
1738,Gobierno Autónomo Municipal de San Javier,Santa Cruz,municipal,GAM,19413631.0,san javier,santa cruz,Municipio/TIOC,Santa Cruz,Ñuflo de Chávez,San Javier,San Javier,11316,13620,14888.0,7733,7155,1303.9784390112843
1739,Gobierno Autónomo Municipal de San Julián,Santa Cruz,municipal,GAM,105893072.0,san julian,santa cruz,Municipio/TIOC,Santa Cruz,Ñuflo de Chávez,San Julián,San Julián,38027,47416,44909.0,22834,22075,2357.94767195885
1740,Gobierno Autónomo Municipal de San Matías,Santa Cruz,municipal,GAM,15400060.0,san matias,santa cruz,Municipio/TIOC,Santa Cruz,Ángel Sandoval,San Matías,San Matías,13073,14470,15378.0,8051,7327,1001.4345168422421
1741,Gobierno Autónomo Municipal de Comarapa,Santa Cruz,municipal,GAM,24151388.0,comarapa,santa cruz,Municipio/TIOC,Santa Cruz,Manuel María Caballero,Comarapa,Comarapa,14660,15919,17195.0,8813,8382,1404.5587670834545
1742,Gobierno Autónomo Municipal de Saipina,Santa Cruz,municipal,GAM,7443749.0,saipina,santa cruz,Municipio/TIOC,Santa Cruz,Manuel María Caballero,Saipina,Saipina,5350,7390,6048.0,3111,2937,1230.7786044973545
1743,Gobierno Autónomo Municipal de Puerto Suárez,Santa Cruz,municipal,GAM,25197005.0,puerto suarez,santa cruz,Municipio/TIOC,Santa Cruz,Germán Busch,Puerto Suárez,Puerto Suárez,15209,19829,17417.0,9424,7993,1446.690302577941
1744,Gobierno Autónomo Municipal de Puerto Quijarro,Santa Cruz,municipal,GAM,45697585.0,puerto quijarro,santa cruz,Municipio/TIOC,Santa Cruz,Germán Busch,Puerto Quijarro,Puerto Quijarro,12903,16659,17974.0,9381,8593,2542.4271169467006
1745,Gobierno Autónomo Municipal de Ascención de Guarayos,Santa Cruz,municipal,GAM,41847791.0,ascencion de guarayos,santa cruz,Municipio/TIOC,Santa Cruz,Guarayos,Ascención de Guarayos,Ascención de Guarayos,16984,27070,34079.0,18178,15901,1227.9641714839051
1746,Gobierno Autónomo Municipal de Urubicha,Santa Cruz,municipal,GAM,6477432.0,urubicha,santa cruz,Municipio/TIOC,Santa Cruz,Guarayos,Urubichá,Urubichá,5960,7026,6555.0,3351,3204,988.166590389016
1747,Gobierno Autónomo Municipal de El Puente,Santa Cruz,municipal,GAM,20523153.0,el puente,santa cruz,Municipio/TIOC,Santa Cruz,Guarayos,El Puente,El Puente,8633,14205,17290.0,9824,7466,1186.9955465587045
1748,Gobierno Autónomo Municipal de Okinawa Uno,Santa Cruz,municipal,GAM,13560292.0,okinawa uno,santa cruz,Municipio/TIOC,Santa Cruz,Warnes,Okinawa Uno,Okinawa Uno,11661,12482,10665.0,5502,5163,1271.4760431317393
1749,Gobierno Autónomo Municipal de San Antonio de Lomerio,Santa Cruz,municipal,GAM,6095105.0,san antonio de lomerio,santa cruz,Municipio/TIOC,Santa Cruz,Ñuflo de Chávez,San Antonio de Lomerio,San Antonio de Lomerio,6293,6481,6364.0,3271,3093,957.747485857951
1750,Gobierno Autónomo Municipal de San Ramón,Santa Cruz,municipal,GAM,20231199.0,san ramon,santa cruz,Municipio/TIOC,Santa Cruz,Ñuflo de Chávez,San Ramón,San Ramón,5660,7490,8541.0,4523,4018,2368.7154899894626
1751,Gobierno Autónomo Municipal de El Carmen Rivero Tórrez,Santa Cruz,municipal,GAM,20922082.0,el carmen rivero torrez,santa cruz,Municipio/TIOC,Santa Cruz,Germán Busch,El Carmen Rivero Tórrez,El Carmen Rivero Tórrez,4894,6342,8816.0,4690,4126,2373.1944192377496
1752,Gobierno Autónomo Municipal de San Juan,Santa Cruz,municipal,GAM,18896749.0,san juan,santa cruz,Municipio/TIOC,Santa Cruz,Ichilo,San Juan,San Juan,9131,9191,10200.0,5485,4715,1852.6224509803922
1753,Gobierno Autónomo Municipal de Fernández Alonso,Santa Cruz,municipal,GAM,19507502.0,fernandez alonso,santa cruz,Municipio/TIOC,Santa Cruz,Obispo Santisteban,Fernández Alonso,Fernández Alonso,11363,15117,14610.0,8283,6327,1335.215742642026
1754,Gobierno Autónomo Municipal de San Pedro,Santa Cruz,municipal,GAM,20019625.0,san pedro,santa cruz,Municipio/TIOC,Santa Cruz,Obispo Santisteban,San Pedro,San Pedro,14644,19103,15246.0,8358,6888,1313.1067165158074
1755,Gobierno Autónomo Municipal de Cuatro Cañadas,Santa Cruz,municipal,GAM,54863501.0,cuatro canadas,santa cruz,Municipio/TIOC,Santa Cruz,Ñuflo de Chávez,Cuatro Cañadas,Cuatro Cañadas,17574,22845,25258.0,13007,12251,2172.1237231768155
1756,Gobierno Autónomo Municipal de Colpa Bélgica,Santa Cruz,municipal,GAM,26049039.0,colpa belgica,santa cruz,Municipio/TIOC,Santa Cruz,Sara,Colpa Bélgica,Colpa Bélgica,6273,6069,6007.0,3111,2896,4336.447311469951
1801,Gobierno Autónomo Municipal de Trinidad,Beni,municipal,GAM,233143669.0,trinidad,beni,Municipio/TIOC,Beni,Cercado,Trinidad,Trinidad,79963,106596,128589.0,64655,63934,1813.0918585571083
1802,Gobierno Autónomo Municipal de San Javier,Beni,municipal,GAM,10934259.0,san javier,beni,Municipio/TIOC,Beni,Cercado,San Javier,San Javier,2690,5277,7913.0,4485,3428,1381.809553898648
1803,Gobierno Autónomo Municipal de Riberalta,Beni,municipal,GAM,161898609.0,riberalta,beni,Municipio/TIOC,Beni,Vaca Diez,Riberalta,Riberalta,75977,89022,110302.0,55544,54758,1467.7758245544053
1805,Gobierno Autónomo Municipal de Puerto Guayaramerín,Beni,municipal,GAM,57405738.0,guayaramerin,beni,Municipio/TIOC,Beni,Vaca Diez,Guayaramerín,Guayaramerín,40444,41814,42031.0,21563,20468,1365.7951987818515
1806,Gobierno Autónomo Municipal de Reyes,Beni,municipal,GAM,13754130.0,reyes,beni,Municipio/TIOC,Beni,General José Ballivián,Reyes,Reyes,11127,13246,11478.0,5999,5479,1198.3037114479876
1808,Gobierno Autónomo Municipal de San Borja,Beni,municipal,GAM,60852061.0,san borja,beni,Municipio/TIOC,Beni,General José Ballivián,San Borja,San Borja,34363,40864,45798.0,23472,22326,1328.7056421677803
1809,Gobierno Autónomo Municipal de Santa Rosa,Beni,municipal,GAM,16814311.0,santa rosa,beni,Municipio/TIOC,Beni,General José Ballivián,Santa Rosa,Santa Rosa,9016,9478,11122.0,5846,5276,1511.8064197086856
1810,Gobierno Autónomo Municipal de Santa Ana,Beni,municipal,GAM,40087242.0,santa ana,beni,Municipio/TIOC,Beni,Yacuma,Santa Ana,Santa Ana,21663,17069,18088.0,9371,8717,2216.234077841663
1811,Gobierno Autónomo Municipal de San Ignacio,Beni,municipal,GAM,30289005.0,san ignacio,beni,Municipio/TIOC,Beni,Moxos,San Ignacio,San Ignacio,19250,19252,21584.0,11305,10279,1403.308237583395
1812,Gobierno Autónomo Municipal de Loreto,Beni,municipal,GAM,4921799.0,loreto,beni,Municipio/TIOC,Beni,Marbán,Loreto,Loreto,3859,3828,4269.0,2247,2022,1152.9161396111501
1813,Gobierno Autónomo Municipal de San Andrés,Beni,municipal,GAM,18999033.0,san andres,beni,Municipio/TIOC,Beni,Marbán,San Andrés,San Andrés,10595,12503,15570.0,8769,6801,1220.2333333333333
1814,Gobierno Autónomo Municipal de San Joaquín,Beni,municipal,GAM,9478989.0,san joaquin,beni,Municipio/TIOC,Beni,Mamoré,San Joaquín,San Joaquín,5452,6917,6808.0,3668,3140,1392.3309341950646
1815,Gobierno Autónomo Municipal de San Ramón,Beni,municipal,GAM,7378760.0,san ramon,beni,Municipio/TIOC,Beni,Mamoré,San Ramón,San Ramón,5927,4955,5489.0,2938,2551,1344.281289852432
1816,Gobierno Autónomo Municipal de Puerto Síles,Beni,municipal,GAM,1357064.0,puerto siles,beni,Municipio/TIOC,Beni,Mamoré,Puerto Siles,Puerto Siles,1018,945,1091.0,599,492,1243.87167736022
1817,Gobierno Autónomo Municipal de Magdalena,Beni,municipal,GAM,27504517.0,magdalena,beni,Municipio/TIOC,Beni,Iténez,Magdalena,Magdalena,9908,11377,12785.0,6742,6043,2151.3114587407117
1818,Gobierno Autónomo Municipal de Baures,Beni,municipal,GAM,11125645.0,baures,beni,Municipio/TIOC,Beni,Iténez,Baures,Baures,5264,5965,7488.0,4309,3179,1485.796607905983
1819,Gobierno Autónomo Municipal de Huacaraje,Beni,municipal,GAM,5701760.0,huacaraje,beni,Municipio/TIOC,Beni,Iténez,Huacaraje,Huacaraje,3706,4111,4630.0,2527,2103,1231.4816414686825
1820,Gobierno Autónomo Municipal de Exaltación,Beni,municipal,GAM,12319645.0,exaltacion,beni,Municipio/TIOC,Beni,Yacuma,Exaltación,Exaltación,6618,6362,8012.0,4413,3599,1537.6491512730904
1901,Gobierno Autónomo Municipal de Cobija,Pando,municipal,GAM,146104616.0,cobija,pando,Municipio/TIOC,Pando,Nicolás Suárez,Cobija,Cobija,22324,46267,55114.0,28121,26993,2650.9528613419457
1902,Gobierno Autónomo Municipal de Porvenir,Pando,municipal,GAM,19023658.0,porvenir,pando,Municipio/TIOC,Pando,Nicolás Suárez,Porvenir,Porvenir,3713,7948,9353.0,4654,4699,2033.9632203571048
1903,Gobierno Autónomo Municipal de Bolpebra,Pando,municipal,GAM,4903243.0,bolpebra,pando,Municipio/TIOC,Pando,Nicolás Suárez,Bolpebra,Bolpebra,1194,2173,2437.0,1394,1043,2011.9995896594173
1904,Gobierno Autónomo Municipal de Bella Flor,Pando,municipal,GAM,7706692.0,bella flor,pando,Municipio/TIOC,Pando,Nicolás Suárez,Bella Flor,Bella Flor,2305,3909,3630.0,2107,1523,2123.05564738292
1905,Gobierno Autónomo Municipal de Puerto Rico,Pando,municipal,GAM,14377762.0,puerto rico,pando,Municipio/TIOC,Pando,Manuripi,Puerto Rico,Puerto Rico,4003,6239,7367.0,4099,3268,1951.6440885027828
1906,Gobierno Autónomo Municipal de San Pedro,Pando,municipal,GAM,6312128.0,san pedro,pando,Municipio/TIOC,Pando,Manuripi,San Pedro,San Pedro,1082,2991,3518.0,1811,1707,1794.2376350198977
1907,Gobierno Autónomo Municipal de Filadelfia,Pando,municipal,GAM,15802755.0,filadelfia,pando,Municipio/TIOC,Pando,Manuripi,Filadelfia,Filadelfia,3145,5756,8045.0,4487,3558,1964.2952144188937
1908,Gobierno Autónomo Municipal de Puerto Gonzalo Moreno,Pando,municipal,GAM,23407860.0,puerto gonzalo moreno,pando,Municipio/TIOC,Pando,Madre de Dios,Puerto Gonzalo Moreno,Puerto Gonzalo Moreno,3810,8160,12431.0,6549,5882,1883.0230874426836
1909,Gobierno Autónomo Municipal de San Lorenzo,Pando,municipal,GAM,17803025.0,san lorenzo,pando,Municipio/TIOC,Pando,Madre de Dios,San Lorenzo,San Lorenzo,3471,7652,9832.0,5261,4571,1810.7226403580146
1910,Gobierno Autónomo Municipal de Sena,Pando,municipal,GAM,28703798.0,sena,pando,Municipio/TIOC,Pando,Madre de Dios,Sena,Sena,2240,8258,10522.0,5683,4839,2727.979281505417
1912,Gobierno Autónomo Municipal de Ingavi (Humaita),Pando,municipal,GAM,5060458.0,ingavi,pando,Municipio/TIOC,Pando,Abuná,Ingavi,Ingavi,899,1654,2600.0,1500,1100,1946.33
1913,Gobierno Autónomo Municipal de Nueva Esperanza,Pando,municipal,GAM,2799727.0,nueva esperanza,pando,Municipio/TIOC,Pando,Federico Román,Nueva Esperanza,Nueva Esperanza,740,2068,1598.0,874,724,1752.0193992490613
1914,Gobierno Autónomo Municipal de Villa Nueva (Loma Alta),Pando,municipal,GAM,4971902.0,villa nueva,pando,Municipio/TIOC,Pando,Federico Román,Villa Nueva,Villa Nueva,993,2801,2511.0,1346,1165,1980.0485862206292
1915,Gobierno Autónomo Municipal de Santos Mercado,Pando,municipal,GAM,4257745.0,santos mercado,pando,Municipio/TIOC,Pando,Federico Román,Santos Mercado,Santos Mercado,509,2165,2347.0,1306,1041,1814.1222837665105
