;;;;;;;;;;;;;No Pobre;;;Pobre;;
N°;NIVEL;DEPARTAMENTO;PROVINCIA;MUNICIPIO / TIOC;ÁREA;Inadecuados Materiales de la Vivienda;Insuficientes Espacios en la Vivienda;Inadecuados Servicios de Agua y Saneamiento;Inadecuados Insumos Energéticos;Insuficiencia en educación;Inadecuada atención en salud;Total Población No Pobre;Necesidades Básicas Satisfechas;Umbral;Total Población Pobre;Moderada;Indigente;Marginal
1225;Municipio;SANTA CRUZ ;Germán Busch;Puerto Suárez;Puerto Suárez;2.345;11.749;3.618;1.570;4.140;1.009;82,3;22,1;60,2;17,7;16,2;1,5;0
1226;Municipio;SANTA CRUZ ;Germán Busch;Puerto Suárez;Urbana;1.330;8.047;2.625;405;2.228;569;88;24;63,9;12;11,5;0,4;0,1
1227;Municipio;SANTA CRUZ ;Germán Busch;Puerto Suárez;Rural;1.015;3.702;993;1.165;1.912;440;69,1;17,6;51,6;30,9;26,9;4;0
1228;Municipio;SANTA CRUZ ;Germán Busch;Puerto Quijarro;Puerto Quijarro;1.540;12.488;4.615;609;3.776;1.740;83,2;22,9;60,3;16,8;16,3;0,4;0
1229;Municipio;SANTA CRUZ ;Germán Busch;Puerto Quijarro;Urbana;1.483;12.285;4.558;487;3.594;1.708;83,7;23,1;60,5;16,3;16;0,3;0
1230;Municipio;SANTA CRUZ ;Germán Busch;Puerto Quijarro;Rural;57;203;57;122;182;32;55,9;9,3;46,6;44,1;36,4;7,7;0
1231;Municipio;SANTA CRUZ ;Germán Busch;El Carmen Rivero Tórrez;El Carmen Rivero Tórrez;2.792;6.282;1.990;3.215;3.184;1.179;57,9;10,4;47,4;42,1;37,9;4,1;0,1
1232;Municipio;SANTA CRUZ ;Germán Busch;El Carmen Rivero Tórrez;Urbana;800;2.965;480;688;1.057;243;80,4;17,3;63,1;19,6;19,3;0,4;0
1233;Municipio;SANTA CRUZ ;Germán Busch;El Carmen Rivero Tórrez;Rural;1.992;3.317;1.510;2.527;2.127;936;39,5;4,9;34,7;60,5;53,1;7,1;0,2
1234;Provincia;SANTA CRUZ ;Guarayos;;Guarayos;27.070;42.383;27.625;21.019;25.349;7.644;45,6;8,6;37,1;54,4;48,1;6,1;0,1
1235;Provincia;SANTA CRUZ ;Guarayos;;Urbana;11.481;24.820;14.734;7.729;12.623;4.233;54,3;10,5;43,7;45,7;43,2;2,5;0
1236;Provincia;SANTA CRUZ ;Guarayos;;Rural;15.589;17.563;12.891;13.290;12.726;3.411;35;6,2;28,8;65;54,2;10,6;0,2
1237;Municipio;SANTA CRUZ ;Guarayos;Ascención de Guarayos;Ascención de Guarayos;15.045;25.123;16.866;10.559;14.679;4.981;47,4;9,7;37,7;52,6;47;5,5;0,1
1238;Municipio;SANTA CRUZ ;Guarayos;Ascención de Guarayos;Urbana;8.308;18.256;11.594;4.997;9.471;3.527;53,3;11,5;41,8;46,7;43,8;2,9;0
1239;Municipio;SANTA CRUZ ;Guarayos;Ascención de Guarayos;Rural;6.737;6.867;5.272;5.562;5.208;1.454;34,4;5,7;28,7;65,6;54,3;11,2;0,1
1240;Municipio;SANTA CRUZ ;Guarayos;Urubichá;Urubichá;2.878;5.007;2.294;3.154;2.402;625;51,9;6,5;45,3;48,1;44,6;3,3;0,2
1241;Municipio;SANTA CRUZ ;Guarayos;Urubichá;Urbana;2.274;4.216;1.714;2.343;1.954;441;56,9;7,4;49,4;43,1;41,4;1,7;0
1242;Municipio;SANTA CRUZ ;Guarayos;Urubichá;Rural;604;791;580;811;448;184;25,1;1,7;23,4;74,9;62,1;11,7;1,1
1243;Municipio;SANTA CRUZ ;Guarayos;El Puente;El Puente;9.147;12.253;8.465;7.306;8.268;2.038;39,9;7,2;32,7;60,1;51,4;8,5;0,2
1244;Municipio;SANTA CRUZ ;Guarayos;El Puente;Urbana;899;2.348;1.426;389;1.198;265;57,5;8,7;48,7;42,5;41,3;1,2;0
1245;Municipio;SANTA CRUZ ;Guarayos;El Puente;Rural;8.248;9.905;7.039;6.917;7.070;1.773;36,2;6,9;29,4;63,8;53,5;10;0,3
1246;Departamento;BENI;;;BENI;205.418;374.526;222.596;115.011;127.638;56.522;56,3;17,4;39;43,7;38,7;4,5;0,4
1247;Departamento;BENI;;;Urbana;122.796;273.039;147.065;26.618;71.597;34.691;66,5;22,1;44,4;33,5;32,4;1;0
1248;Departamento;BENI;;;Rural;82.622;101.487;75.531;88.393;56.041;21.831;27,9;4,2;23,8;72,1;56,3;14,2;1,7
1249;Provincia;BENI;Cercado;;Cercado;43.999;106.961;49.513;8.892;23.835;14.695;69;27,2;41,8;31;29,4;1,5;0
1250;Provincia;BENI;Cercado;;Urbana;37.266;96.306;44.488;3.294;18.353;12.464;71,5;29,1;42,4;28,5;27,6;0,9;0
1251;Provincia;BENI;Cercado;;Rural;6.733;10.655;5.025;5.598;5.482;2.231;46,1;9,5;36,6;53,9;46,2;7,5;0,2
1252;Municipio;BENI;Cercado;Trinidad;Trinidad;39.698;100.873;45.734;4.616;20.266;12.933;71,1;28,3;42,8;28,9;27,9;0,9;0
1253;Municipio;BENI;Cercado;Trinidad;Urbana;37.266;96.306;44.488;3.294;18.353;12.464;71,5;29,1;42,4;28,5;27,6;0,9;0
1254;Municipio;BENI;Cercado;Trinidad;Rural;2.432;4.567;1.246;1.322;1.913;469;62;10,2;51,8;38;35,4;2,5;0,1
1255;Municipio;BENI;Cercado;San Javier;San Javier;4.301;6.088;3.779;4.276;3.569;1.762;35;9;26;65;53,8;10,9;0,3
1256;Municipio;BENI;Cercado;San Javier;Urbana;0;0;0;0;0;0;0;0;0;0;0;0;0
1257;Municipio;BENI;Cercado;San Javier;Rural;4.301;6.088;3.779;4.276;3.569;1.762;35;9;26;65;53,8;10,9;0,3
1258;Provincia;BENI;Vaca Diez;;Vaca Diez;57.683;114.194;82.393;23.499;33.664;14.731;58,2;18;40,1;41,8;40,1;1,7;0
1259;Provincia;BENI;Vaca Diez;;Urbana;47.602;100.976;70.877;12.296;27.602;13.348;62;19,9;42,1;38;36,8;1,2;0
1260;Provincia;BENI;Vaca Diez;;Rural;10.081;13.218;11.516;11.203;6.062;1.383;27,9;3;24,9;72,1;66,6;5,4;0,1
1261;Municipio;BENI;Vaca Diez;Riberalta;Riberalta;46.496;83.860;71.571;18.110;24.923;11.089;52,8;16,4;36,3;47,2;45,3;1,9;0
1262;Municipio;BENI;Vaca Diez;Riberalta;Urbana;39.393;75.271;63.470;10.248;20.893;10.189;56,1;18;38,1;43,9;42,5;1,5;0
1263;Municipio;BENI;Vaca Diez;Riberalta;Rural;7.103;8.589;8.101;7.862;4.030;900;22,9;2,5;20,3;77,1;71,2;5,9;0,1
1264;Municipio;BENI;Vaca Diez;Guayaramerín;Guayaramerín;11.187;30.334;10.822;5.389;8.741;3.642;73;22,4;50,5;27;26;1,1;0
1265;Municipio;BENI;Vaca Diez;Guayaramerín;Urbana;8.209;25.705;7.407;2.048;6.709;3.159;79;25,6;53,4;21;20,5;0,5;0
1266;Municipio;BENI;Vaca Diez;Guayaramerín;Rural;2.978;4.629;3.415;3.341;2.032;483;37,4;3,9;33,5;62,6;57,9;4,6;0
1267;Provincia;BENI;General José Ballivián;;General José Ballivián;46.168;68.251;42.914;36.022;31.499;12.839;45,2;10;35,1;54,8;43,1;10,6;1,1
1268;Provincia;BENI;General José Ballivián;;Urbana;17.592;36.002;16.345;4.452;12.548;5.073;66,2;16;50,2;33,8;32,8;1;0
1269;Provincia;BENI;General José Ballivián;;Rural;28.576;32.249;26.569;31.570;18.951;7.766;19,3;2,6;16,7;80,7;55,8;22,4;2,5
1270;Municipio;BENI;General José Ballivián;Reyes;Reyes;5.590;8.723;6.878;4.772;3.548;2.023;41,8;8,8;33;58,2;49,2;8,9;0,1
1271;Municipio;BENI;General José Ballivián;Reyes;Urbana;2.236;5.055;3.256;790;1.710;549;62,7;14;48,7;37,3;36,3;1;0
1272;Municipio;BENI;General José Ballivián;Reyes;Rural;3.354;3.668;3.622;3.982;1.838;1.474;11,3;1,2;10,1;88,7;68,1;20,4;0,3
1273;Municipio;BENI;General José Ballivián;San Borja;San Borja;26.103;35.156;24.459;21.489;18.347;7.400;39;8,5;30,5;61;43,1;15,8;2,1
1274;Municipio;BENI;General José Ballivián;San Borja;Urbana;8.572;16.121;7.592;2.084;6.352;2.550;64,4;15,4;49;35,6;34,3;1,3;0
1275;Municipio;BENI;General José Ballivián;San Borja;Rural;17.531;19.035;16.867;19.405;11.995;4.850;13,5;1,6;11,9;86,5;51,9;30,3;4,2
1276;Municipio;BENI;General José Ballivián;Santa Rosa;Santa Rosa;5.081;8.843;3.607;3.989;3.679;1.236;54,1;9,2;45;45,9;43,3;2,5;0,1
1277;Municipio;BENI;General José Ballivián;Santa Rosa;Urbana;1.936;4.410;1.499;369;1.497;483;71,4;13,1;58,3;28,6;28,1;0,5;0,1
1278;Municipio;BENI;General José Ballivián;Santa Rosa;Rural;3.145;4.433;2.108;3.620;2.182;753;36,8;5,2;31,5;63,2;58,7;4,5;0
1279;Municipio;BENI;General José Ballivián;Puerto Menor de Rurrenabaque;Puerto Menor de Rurrenabaque;9.394;15.529;7.970;5.772;5.925;2.180;55,7;14,4;41,2;44,3;39,7;4,5;0,2
1280;Municipio;BENI;General José Ballivián;Puerto Menor de Rurrenabaque;Urbana;4.848;10.416;3.998;1.209;2.989;1.491;68,6;19,1;49,5;31,4;30,5;0,9;0
1281;Municipio;BENI;General José Ballivián;Puerto Menor de Rurrenabaque;Rural;4.546;5.113;3.972;4.563;2.936;689;29,6;5;24,6;70,4;58,2;11,7;0,4
1282;Provincia;BENI;Yacuma;;Yacuma;14.107;21.178;11.658;10.087;10.001;4.280;46,4;11,6;34,8;53,6;43,2;7,8;2,6
1283;Provincia;BENI;Yacuma;;Urbana;6.424;12.501;3.820;1.122;4.661;1.303;65,6;18,2;47,4;34,4;33,3;1,2;0
1284;Provincia;BENI;Yacuma;;Rural;7.683;8.677;7.838;8.965;5.340;2.977;19,6;2,4;17,2;80,4;57,2;17,1;6,2
1285;Municipio;BENI;Yacuma;Santa Ana;Santa Ana;9.109;14.551;6.513;4.738;6.986;2.894;54,9;15,9;39;45,1;34,2;7,4;3,5
1286;Municipio;BENI;Yacuma;Santa Ana;Urbana;5.719;10.671;3.108;750;3.968;1.090;67,5;20,5;47,1;32,5;31,3;1,1;0
1287;Municipio;BENI;Yacuma;Santa Ana;Rural;3.390;3.880;3.405;3.988;3.018;1.804;21,5;3,8;17,7;78,5;41,7;24,2;12,6
1288;Municipio;BENI;Yacuma;Exaltación;Exaltación;4.998;6.627;5.145;5.349;3.015;1.386;26,7;1,6;25,1;73,3;64,1;8,7;0,6
1289;Municipio;BENI;Yacuma;Exaltación;Urbana;705;1.830;712;372;693;213;52,5;2,9;49,6;47,5;45,9;1,5;0,1
1290;Municipio;BENI;Yacuma;Exaltación;Rural;4.293;4.797;4.433;4.977;2.322;1.173;17,9;1,2;16,7;82,1;70,2;11,1;0,7
1291;Provincia;BENI;Moxos;;Moxos;12.775;17.166;8.413;9.487;8.404;3.344;45,6;12,1;33,5;54,4;45,4;8,3;0,8
1292;Provincia;BENI;Moxos;;Urbana;5.108;8.152;2.236;1.136;2.909;828;67,8;20;47,8;32,2;31,3;0,9;0
1293;Provincia;BENI;Moxos;;Rural;7.667;9.014;6.177;8.351;5.495;2.516;24,8;4,7;20,1;75,2;58,5;15,1;1,6
1294;Municipio;BENI;Moxos;San Ignacio;San Ignacio;12.775;17.166;8.413;9.487;8.404;3.344;45,6;12,1;33,5;54,4;45,4;8,3;0,8
1295;Municipio;BENI;Moxos;San Ignacio;Urbana;5.108;8.152;2.236;1.136;2.909;828;67,8;20;47,8;32,2;31,3;0,9;0
1296;Municipio;BENI;Moxos;San Ignacio;Rural;7.667;9.014;6.177;8.351;5.495;2.516;24,8;4,7;20,1;75,2;58,5;15,1;1,6
1297;Provincia;BENI;Marbán;;Marbán;12.066;14.994;9.367;10.558;7.736;2.664;37,4;5,7;31,7;62,6;52,2;10;0,5
1298;Provincia;BENI;Marbán;;Urbana;1.123;1.912;1.057;177;760;229;60,7;9;51,7;39,3;39;0,3;0
1299;Provincia;BENI;Marbán;;Rural;10.943;13.082;8.310;10.381;6.976;2.435;34;5,2;28,8;66;54,1;11,4;0,5
1300;Municipio;BENI;Marbán;Loreto;Loreto;2.413;3.595;2.181;2.710;1.863;592;37,5;7,6;30;62,5;50,3;11,7;0,5
1301;Municipio;BENI;Marbán;Loreto;Urbana;0;0;0;0;0;0;0;0;0;0;0;0;0
1302;Municipio;BENI;Marbán;Loreto;Rural;2.413;3.595;2.181;2.710;1.863;592;37,5;7,6;30;62,5;50,3;11,7;0,5
1303;Municipio;BENI;Marbán;San Andrés;San Andrés;9.653;11.399;7.186;7.848;5.873;2.072;37,4;5,1;32,2;62,6;52,7;9,5;0,5
1304;Municipio;BENI;Marbán;San Andrés;Urbana;1.123;1.912;1.057;177;760;229;60,7;9;51,7;39,3;39;0,3;0
1305;Municipio;BENI;Marbán;San Andrés;Rural;8.530;9.487;6.129;7.671;5.113;1.843;32,8;4,4;28,4;67,2;55,4;11,3;0,5
1306;Provincia;BENI;Mamoré;;Mamoré;4.736;9.897;4.001;3.656;3.836;1.068;62,4;14,2;48,2;37,6;34,7;2,9;0
1307;Provincia;BENI;Mamoré;;Urbana;2.521;6.489;1.974;901;2.012;576;74,4;18,5;55,8;25,6;25,1;0,5;0
1308;Provincia;BENI;Mamoré;;Rural;2.215;3.408;2.027;2.755;1.824;492;40,2;6,1;34,1;59,8;52,5;7,3;0,1
1309;Municipio;BENI;Mamoré;San Joaquín;San Joaquín;2.151;5.085;1.999;1.564;2.002;455;63,9;14,3;49,6;36,1;33,5;2,7;0
1310;Municipio;BENI;Mamoré;San Joaquín;Urbana;1.120;3.524;1.151;378;1.089;246;76,7;18,3;58,4;23,3;22,9;0,5;0
1311;Municipio;BENI;Mamoré;San Joaquín;Rural;1.031;1.561;848;1.186;913;209;33,8;4,8;29;66,2;58,4;7,8;0
1312;Municipio;BENI;Mamoré;San Ramón;San Ramón;2.129;3.944;1.609;1.734;1.479;549;62;15;46,9;38;34,8;3,2;0,1
1313;Municipio;BENI;Mamoré;San Ramón;Urbana;1.401;2.965;823;523;923;330;71,7;18,8;52,9;28,3;27,7;0,6;0
1314;Municipio;BENI;Mamoré;San Ramón;Rural;728;979;786;1.211;556;219;36,9;5,3;31,6;63,1;53,1;9,8;0,2
1315;Municipio;BENI;Mamoré;Puerto Siles;Puerto Siles;456;868;393;358;355;64;55,6;9,3;46,3;44,4;41,6;2,8;0
1316;Municipio;BENI;Mamoré;Puerto Siles;Urbana;0;0;0;0;0;0;0;0;0;0;0;0;0
1317;Municipio;BENI;Mamoré;Puerto Siles;Rural;456;868;393;358;355;64;55,6;9,3;46,3;44,4;41,6;2,8;0
1318;Provincia;BENI;Iténez;;Iténez;10.599;18.570;12.330;9.309;6.545;2.041;53;9,5;43,5;47;43,6;3,4;0
1319;Provincia;BENI;Iténez;;Urbana;5.160;10.701;6.268;3.240;2.752;870;64,2;13;51,2;35,8;35;0,8;0
1320;Provincia;BENI;Iténez;;Rural;5.439;7.869;6.062;6.069;3.793;1.171;37,5;4,5;33;62,5;55,4;7;0,1
1321;Municipio;BENI;Iténez;Magdalena;Magdalena;5.315;9.728;6.425;4.109;2.763;976;56,5;11;45,5;43,5;41,9;1,6;0
1322;Municipio;BENI;Iténez;Magdalena;Urbana;3.791;7.592;4.557;2.175;1.867;685;61,9;13,3;48,6;38,1;37,2;1;0
1323;Municipio;BENI;Iténez;Magdalena;Rural;1.524;2.136;1.868;1.934;896;291;37,6;3,2;34,4;62,4;58,8;3,6;0
1324;Municipio;BENI;Iténez;Baures;Baures;3.442;5.197;4.088;3.389;2.372;716;46,5;7,3;39,2;53,5;45,7;7,7;0,1
1325;Municipio;BENI;Iténez;Baures;Urbana;807;1.446;882;494;404;49;70,7;12,2;58,4;29,3;29,2;0,1;0
1326;Municipio;BENI;Iténez;Baures;Rural;2.635;3.751;3.206;2.895;1.968;667;36,3;5,2;31,2;63,7;52,7;10,9;0,1
1327;Municipio;BENI;Iténez;Huacaraje;Huacaraje;1.842;3.645;1.817;1.811;1.410;349;53,8;8,6;45,1;46,2;44,6;1,6;0
1328;Municipio;BENI;Iténez;Huacaraje;Urbana;562;1.663;829;571;481;136;68,1;12,9;55,2;31,9;31,3;0,6;0
1329;Municipio;BENI;Iténez;Huacaraje;Rural;1.280;1.982;988;1.240;929;213;39,9;4,5;35,4;60,1;57,5;2,6;0
1330;Provincia;BENI;Territorio Indígena Multiétnico;;Territorio Indígena Multiétnico;3.285;3.315;2.007;3.501;2.118;860;22,1;2,5;19,6;77,9;56,9;17,8;3,2
1331;Provincia;BENI;Territorio Indígena Multiétnico;;Urbana;0;0;0;0;0;0;0;0;0;0;0;0;0
1332;Provincia;BENI;Territorio Indígena Multiétnico;;Rural;3.285;3.315;2.007;3.501;2.118;860;22,1;2,5;19,6;77,9;56,9;17,8;3,2
1333;Municipio;BENI;Territorio Indígena Multiétnico;TIOC-Territorio Indígena Multiétnico;TIOC-Territorio Indígena Multiétnico;3.285;3.315;2.007;3.501;2.118;860;22,1;2,5;19,6;77,9;56,9;17,8;3,2
1334;Municipio;BENI;Territorio Indígena Multiétnico;TIOC-Territorio Indígena Multiétnico;Urbana;0;0;0;0;0;0;0;0;0;0;0;0;0
1335;Municipio;BENI;Territorio Indígena Multiétnico;TIOC-Territorio Indígena Multiétnico;Rural;3.285;3.315;2.007;3.501;2.118;860;22,1;2,5;19,6;77,9;56,9;17,8;3,2
1336;Departamento;PANDO;;;PANDO;36.458;101.235;65.864;33.411;32.087;10.708;59,2;17,9;41,2;40,8;38,3;2,5;0
1337;Departamento;PANDO;;;Urbana;8.393;50.515;22.131;3.067;11.488;5.379;80,7;30,6;50,1;19,3;18,7;0,6;0
1338;Departamento;PANDO;;;Rural;28.065;50.720;43.733;30.344;20.599;5.329;35,1;3,8;31,3;64,9;60,1;4,7;0,1
1339;Provincia;PANDO;Nicolás Suárez;;Nicolás Suárez;5.382;49.802;20.425;5.033;12.181;5.514;81,9;30,9;51;18,1;17,6;0,6;0
1340;Provincia;PANDO;Nicolás Suárez;;Urbana;4.653;42.931;15.446;1.643;8.800;4.697;85,6;34,1;51,6;14,4;14;0,3;0
1341;Provincia;PANDO;Nicolás Suárez;;Rural;729;6.871;4.979;3.390;3.381;817;58;10,8;47,2;42;39,9;2,1;0
1342;Municipio;PANDO;Nicolás Suárez;Cobija;Cobija;4.011;38.656;13.966;1.626;7.576;4.459;85,6;36,2;49,4;14,4;14,1;0,3;0
1343;Municipio;PANDO;Nicolás Suárez;Cobija;Urbana;3.892;37.512;13.271;1.178;7.059;4.360;86,1;36,8;49,2;13,9;13,7;0,3;0
1344;Municipio;PANDO;Nicolás Suárez;Cobija;Rural;119;1.144;695;448;517;99;70,3;16,3;53,9;29,7;28,5;1,2;0
1345;Municipio;PANDO;Nicolás Suárez;Porvenir;Porvenir;961;7.016;3.186;1.173;2.470;514;76,3;12,5;63,7;23,7;22,5;1,2;0
1346;Municipio;PANDO;Nicolás Suárez;Porvenir;Urbana;761;5.419;2.175;465;1.741;337;82,6;13,9;68,8;17,4;16,7;0,7;0
1347;Municipio;PANDO;Nicolás Suárez;Porvenir;Rural;200;1.597;1.011;708;729;177;52,3;7,4;44,9;47,7;44,3;3,5;0
1348;Municipio;PANDO;Nicolás Suárez;Bolpebra;Bolpebra;121;1.739;1.515;1.133;851;218;50,9;7,9;43;49,1;48,1;1;0
1349;Municipio;PANDO;Nicolás Suárez;Bolpebra;Urbana;0;0;0;0;0;0;0;0;0;0;0;0;0
1350;Municipio;PANDO;Nicolás Suárez;Bolpebra;Rural;121;1.739;1.515;1.133;851;218;50,9;7,9;43;49,1;48,1;1;0
1351;Municipio;PANDO;Nicolás Suárez;Bella Flor;Bella Flor;289;2.391;1.758;1.101;1.284;323;60,4;12,2;48,3;39,6;37,1;2,4;0
1352;Municipio;PANDO;Nicolás Suárez;Bella Flor;Urbana;0;0;0;0;0;0;0;0;0;0;0;0;0
1353;Municipio;PANDO;Nicolás Suárez;Bella Flor;Rural;289;2.391;1.758;1.101;1.284;323;60,4;12,2;48,3;39,6;37,1;2,4;0
1354;Provincia;PANDO;Manuripi;;Manuripi;6.846;14.605;11.655;7.102;6.325;1.808;44,9;5,9;38,9;55,1;50,3;4,8;0,1
1355;Provincia;PANDO;Manuripi;;Urbana;720;2.423;1.643;241;804;189;71,2;17,3;53,9;28,8;28,3;0,5;0
1356;Provincia;PANDO;Manuripi;;Rural;6.126;12.182;10.012;6.861;5.521;1.619;39,2;3,5;35,7;60,8;55;5,7;0,1
1357;Municipio;PANDO;Manuripi;Puerto Rico;Puerto Rico;2.857;5.483;3.809;1.812;2.238;577;51,9;9,5;42,4;48,1;44,7;3,3;0,1
1358;Municipio;PANDO;Manuripi;Puerto Rico;Urbana;720;2.423;1.643;241;804;189;71,2;17,3;53,9;28,8;28,3;0,5;0
1359;Municipio;PANDO;Manuripi;Puerto Rico;Rural;2.137;3.060;2.166;1.571;1.434;388;35,3;2,7;32,6;64,7;58,8;5,8;0,1
1360;Municipio;PANDO;Manuripi;San Pedro;San Pedro;2.710;2.801;3.005;2.787;1.095;572;5,4;0,2;5,2;94,6;81,3;13,2;0,1
1361;Municipio;PANDO;Manuripi;San Pedro;Urbana;0;0;0;0;0;0;0;0;0;0;0;0;0
1362;Municipio;PANDO;Manuripi;San Pedro;Rural;2.710;2.801;3.005;2.787;1.095;572;5,4;0,2;5,2;94,6;81,3;13,2;0,1
1363;Municipio;PANDO;Manuripi;Filadelfia;Filadelfia;1.279;6.321;4.841;2.503;2.992;659;54,3;5,2;49,2;45,7;42,9;2,7;0
1364;Municipio;PANDO;Manuripi;Filadelfia;Urbana;0;0;0;0;0;0;0;0;0;0;0;0;0
1365;Municipio;PANDO;Manuripi;Filadelfia;Rural;1.279;6.321;4.841;2.503;2.992;659;54,3;5,2;49,2;45,7;42,9;2,7;0
1366;Provincia;PANDO;Madre de Dios;;Madre de Dios;18.436;27.320;24.698;15.458;9.348;2.449;28,7;2,4;26,3;71,3;66,3;4,9;0
1367;Provincia;PANDO;Madre de Dios;;Urbana;3.020;5.161;5.042;1.183;1.884;493;39,7;5,2;34,5;60,3;57;3,3;0
1368;Provincia;PANDO;Madre de Dios;;Rural;15.416;22.159;19.656;14.275;7.464;1.956;25,9;1,7;24,2;74,1;68,7;5,3;0,1
1369;Municipio;PANDO;Madre de Dios;Puerto Gonzalo Moreno;Puerto Gonzalo Moreno;6.401;10.658;9.362;6.112;3.112;483;25,7;1,3;24,4;74,3;68,8;5,5;0
1370;Municipio;PANDO;Madre de Dios;Puerto Gonzalo Moreno;Urbana;886;1.691;1.749;628;536;43;27,1;1,7;25,4;72,9;65,8;7,1;0
1371;Municipio;PANDO;Madre de Dios;Puerto Gonzalo Moreno;Rural;5.515;8.967;7.613;5.484;2.576;440;25,4;1,2;24,2;74,6;69,4;5,2;0
1372;Municipio;PANDO;Madre de Dios;San Lorenzo;San Lorenzo;5.499;8.579;6.983;4.459;2.655;624;33,4;2,3;31,1;66,6;64,7;2;0
1373;Municipio;PANDO;Madre de Dios;San Lorenzo;Urbana;0;0;0;0;0;0;0;0;0;0;0;0;0
1374;Municipio;PANDO;Madre de Dios;San Lorenzo;Rural;5.499;8.579;6.983;4.459;2.655;624;33,4;2,3;31,1;66,6;64,7;2;0
1375;Municipio;PANDO;Madre de Dios;Sena;Sena;6.536;8.083;8.353;4.887;3.581;1.342;27,7;3,9;23,8;72,3;65,1;7,1;0,1
1376;Municipio;PANDO;Madre de Dios;Sena;Urbana;2.134;3.470;3.293;555;1.348;450;45,2;6,7;38,5;54,8;53,2;1,6;0
1377;Municipio;PANDO;Madre de Dios;Sena;Rural;4.402;4.613;5.060;4.332;2.233;892;14,4;1,7;12,7;85,6;74,2;11,2;0,2
1378;Provincia;PANDO;Abuná;;Abuná;2.225;4.459;4.091;2.309;2.106;533;36,8;3,9;32,9;63,2;58,1;5;0,1
1379;Provincia;PANDO;Abuná;;Urbana;0;0;0;0;0;0;0;0;0;0;0;0;0
1380;Provincia;PANDO;Abuná;;Rural;2.225;4.459;4.091;2.309;2.106;533;36,8;3,9;32,9;63,2;58,1;5;0,1
1381;Municipio;PANDO;Abuná;Santa Rosa;Santa Rosa;795;2.300;1.821;800;1.052;130;48,5;5,7;42,8;51,5;50,1;1,4;0
1382;Municipio;PANDO;Abuná;Santa Rosa;Urbana;0;0;0;0;0;0;0;0;0;0;0;0;0
1383;Municipio;PANDO;Abuná;Santa Rosa;Rural;795;2.300;1.821;800;1.052;130;48,5;5,7;42,8;51,5;50,1;1,4;0
1384;Municipio;PANDO;Abuná;Ingavi;Ingavi;1.430;2.159;2.270;1.509;1.054;403;23,9;1,8;22,1;76,1;66,8;9;0,2
1385;Municipio;PANDO;Abuná;Ingavi;Urbana;0;0;0;0;0;0;0;0;0;0;0;0;0
1386;Municipio;PANDO;Abuná;Ingavi;Rural;1.430;2.159;2.270;1.509;1.054;403;23,9;1,8;22,1;76,1;66,8;9;0,2
1387;Provincia;PANDO;Federico Román;;Federico Román;3.569;5.049;4.995;3.509;2.127;404;27,2;2,9;24,2;72,8;69,5;3,3;0,1
1388;Provincia;PANDO;Federico Román;;Urbana;0;0;0;0;0;0;0;0;0;0;0;0;0
1389;Provincia;PANDO;Federico Román;;Rural;3.569;5.049;4.995;3.509;2.127;404;27,2;2,9;24,2;72,8;69,5;3,3;0,1
1390;Municipio;PANDO;Federico Román;Nueva Esperanza;Nueva Esperanza;701;1.168;1.179;767;522;131;37,3;5,5;31,8;62,7;60,3;2,2;0,1
1391;Municipio;PANDO;Federico Román;Nueva Esperanza;Urbana;0;0;0;0;0;0;0;0;0;0;0;0;0
1392;Municipio;PANDO;Federico Román;Nueva Esperanza;Rural;701;1.168;1.179;767;522;131;37,3;5,5;31,8;62,7;60,3;2,2;0,1
1393;Municipio;PANDO;Federico Román;Villa Nueva;Villa Nueva;1.435;2.022;2.122;1.458;787;113;25,9;2,2;23,7;74,1;72,3;1,8;0
1394;Municipio;PANDO;Federico Román;Villa Nueva;Urbana;0;0;0;0;0;0;0;0;0;0;0;0;0
1395;Municipio;PANDO;Federico Román;Villa Nueva;Rural;1.435;2.022;2.122;1.458;787;113;25,9;2,2;23,7;74,1;72,3;1,8;0
1396;Municipio;PANDO;Federico Román;Santos Mercado;Santos Mercado;1.433;1.859;1.694;1.284;818;160;21,3;1,9;19,3;78,7;73;5,6;0,1
1397;Municipio;PANDO;Federico Román;Santos Mercado;Urbana;0;0;0;0;0;0;0;0;0;0;0;0;0
1398;Municipio;PANDO;Federico Román;Santos Mercado;Rural;1.433;1.859;1.694;1.284;818;160;21,3;1,9;19,3;78,7;73;5,6;0,1
