codigo_entidad,nombre_entidad,departamento,tipo,grupo_eta,presupuesto_total,provincia_ine,municipio_ine,poblacion_2001,poblacion_2012,poblacion_2024,hombres_2024,mujeres_2024,presupuesto_per_capita
1750,Gobierno Autónomo Municipal de San Ramón,Santa Cruz,municipal,GAM,20231199.0,Ñuflo de Chávez,San Ramón,5660.0,7490.0,8541.0,4523.0,4018.0,2368.7154899894626
1751,Gobierno Autónomo Municipal de El Carmen Rivero Tórrez,Santa Cruz,municipal,GAM,20922082.0,Germán Busch,El Carmen Rivero Tórrez,4894.0,6342.0,8816.0,4690.0,4126.0,2373.1944192377496
1752,Gobierno Autónomo Municipal de San Juan,Santa Cruz,municipal,GAM,18896749.0,Ichilo,San Juan,9131.0,9191.0,10200.0,5485.0,4715.0,1852.6224509803922
1753,Gobierno Autónomo Municipal de Fernández Alonso,Santa Cruz,municipal,GAM,19507502.0,Obispo Santisteban,Fernández Alonso,11363.0,15117.0,14610.0,8283.0,6327.0,1335.215742642026
1754,Gobierno Autónomo Municipal de San Pedro,Santa Cruz,municipal,GAM,20019625.0,Obispo Santisteban,San Pedro,14644.0,19103.0,15246.0,8358.0,6888.0,1313.1067165158074
1755,Gobierno Autónomo Municipal de Cuatro Cañadas,Santa Cruz,municipal,GAM,54863501.0,Ñuflo de Chávez,Cuatro Cañadas,17574.0,22845.0,25258.0,13007.0,12251.0,2172.1237231768155
1756,Gobierno Autónomo Municipal de Colpa Bélgica,Santa Cruz,municipal,GAM,26049039.0,Sara,Colpa Bélgica,6273.0,6069.0,6007.0,3111.0,2896.0,4336.447311469951
1801,Gobierno Autónomo Municipal de Trinidad,Beni,municipal,GAM,233143669.0,Cercado,Trinidad,79963.0,106596.0,128589.0,64655.0,63934.0,1813.0918585571083
1802,Gobierno Autónomo Municipal de San Javier,Beni,municipal,GAM,10934259.0,Cercado,San Javier,2690.0,5277.0,7913.0,4485.0,3428.0,1381.809553898648
1803,Gobierno Autónomo Municipal de Riberalta,Beni,municipal,GAM,161898609.0,Vaca Diez,Riberalta,75977.0,89022.0,110302.0,55544.0,54758.0,1467.7758245544053
1805,Gobierno Autónomo Municipal de Puerto Guayaramerín,Beni,municipal,GAM,57405738.0,Vaca Diez,Guayaramerín,40444.0,41814.0,42031.0,21563.0,20468.0,1365.7951987818515
1806,Gobierno Autónomo Municipal de Reyes,Beni,municipal,GAM,13754130.0,General José Ballivián,Reyes,11127.0,13246.0,11478.0,5999.0,5479.0,1198.3037114479876
1807,Gobierno Autónomo Municipal de Puerto Rurrenabaque,Beni,municipal,GAM,27712885.0,General José Ballivián,Puerto Menor de Rurrenabaque,13668.0,19195.0,21240.0,11005.0,10235.0,1304.7497645951037
1808,Gobierno Autónomo Municipal de San Borja,Beni,municipal,GAM,60852061.0,General José Ballivián,San Borja,34363.0,40864.0,45798.0,23472.0,22326.0,1328.7056421677803
1809,Gobierno Autónomo Municipal de Santa Rosa,Beni,municipal,GAM,16814311.0,General José Ballivián,Santa Rosa,9016.0,9478.0,11122.0,5846.0,5276.0,1511.8064197086856
1810,Gobierno Autónomo Municipal de Santa Ana,Beni,municipal,GAM,40087242.0,Yacuma,Santa Ana,21663.0,17069.0,18088.0,9371.0,8717.0,2216.234077841663
1811,Gobierno Autónomo Municipal de San Ignacio,Beni,municipal,GAM,30289005.0,Moxos,San Ignacio,19250.0,19252.0,21584.0,11305.0,10279.0,1403.308237583395
1812,Gobierno Autónomo Municipal de Loreto,Beni,municipal,GAM,4921799.0,Marbán,Loreto,3859.0,3828.0,4269.0,2247.0,2022.0,1152.9161396111501
1813,Gobierno Autónomo Municipal de San Andrés,Beni,municipal,GAM,18999033.0,Marbán,San Andrés,10595.0,12503.0,15570.0,8769.0,6801.0,1220.2333333333333
1814,Gobierno Autónomo Municipal de San Joaquín,Beni,municipal,GAM,9478989.0,Mamoré,San Joaquín,5452.0,6917.0,6808.0,3668.0,3140.0,1392.3309341950646
1815,Gobierno Autónomo Municipal de San Ramón,Beni,municipal,GAM,7378760.0,Mamoré,San Ramón,5927.0,4955.0,5489.0,2938.0,2551.0,1344.281289852432
1816,Gobierno Autónomo Municipal de Puerto Síles,Beni,municipal,GAM,1357064.0,Mamoré,Puerto Siles,1018.0,945.0,1091.0,599.0,492.0,1243.87167736022
1817,Gobierno Autónomo Municipal de Magdalena,Beni,municipal,GAM,27504517.0,Iténez,Magdalena,9908.0,11377.0,12785.0,6742.0,6043.0,2151.3114587407117
1818,Gobierno Autónomo Municipal de Baures,Beni,municipal,GAM,11125645.0,Iténez,Baures,5264.0,5965.0,7488.0,4309.0,3179.0,1485.796607905983
1819,Gobierno Autónomo Municipal de Huacaraje,Beni,municipal,GAM,5701760.0,Iténez,Huacaraje,3706.0,4111.0,4630.0,2527.0,2103.0,1231.4816414686825
1820,Gobierno Autónomo Municipal de Exaltación,Beni,municipal,GAM,12319645.0,Yacuma,Exaltación,6618.0,6362.0,8012.0,4413.0,3599.0,1537.6491512730904
1901,Gobierno Autónomo Municipal de Cobija,Pando,municipal,GAM,146104616.0,Nicolás Suárez,Cobija,22324.0,46267.0,55114.0,28121.0,26993.0,2650.9528613419457
1902,Gobierno Autónomo Municipal de Porvenir,Pando,municipal,GAM,19023658.0,Nicolás Suárez,Porvenir,3713.0,7948.0,9353.0,4654.0,4699.0,2033.9632203571048
1903,Gobierno Autónomo Municipal de Bolpebra,Pando,municipal,GAM,4903243.0,Nicolás Suárez,Bolpebra,1194.0,2173.0,2437.0,1394.0,1043.0,2011.9995896594173
1904,Gobierno Autónomo Municipal de Bella Flor,Pando,municipal,GAM,7706692.0,Nicolás Suárez,Bella Flor,2305.0,3909.0,3630.0,2107.0,1523.0,2123.05564738292
1905,Gobierno Autónomo Municipal de Puerto Rico,Pando,municipal,GAM,14377762.0,Manuripi,Puerto Rico,4003.0,6239.0,7367.0,4099.0,3268.0,1951.6440885027828
1906,Gobierno Autónomo Municipal de San Pedro,Pando,municipal,GAM,6312128.0,Manuripi,San Pedro,1082.0,2991.0,3518.0,1811.0,1707.0,1794.2376350198977
1907,Gobierno Autónomo Municipal de Filadelfia,Pando,municipal,GAM,15802755.0,Manuripi,Filadelfia,3145.0,5756.0,8045.0,4487.0,3558.0,1964.2952144188937
1908,Gobierno Autónomo Municipal de Puerto Gonzalo Moreno,Pando,municipal,GAM,23407860.0,Madre de Dios,Puerto Gonzalo Moreno,3810.0,8160.0,12431.0,6549.0,5882.0,1883.0230874426836
1909,Gobierno Autónomo Municipal de San Lorenzo,Pando,municipal,GAM,17803025.0,Madre de Dios,San Lorenzo,3471.0,7652.0,9832.0,5261.0,4571.0,1810.7226403580146
1910,Gobierno Autónomo Municipal de Sena,Pando,municipal,GAM,28703798.0,Madre de Dios,Sena,2240.0,8258.0,10522.0,5683.0,4839.0,2727.979281505417
1911,Gobierno Autónomo Municipal de Santa Rosa del Abuná,Pando,municipal,GAM,5683428.0,Abuná,Santa Rosa,2097.0,2395.0,2889.0,1647.0,1242.0,1967.2647975077882
1912,Gobierno Autónomo Municipal de Ingavi (Humaita),Pando,municipal,GAM,5060458.0,Abuná,Ingavi,899.0,1654.0,2600.0,1500.0,1100.0,1946.33
1913,Gobierno Autónomo Municipal de Nueva Esperanza,Pando,municipal,GAM,2799727.0,Federico Román,Nueva Esperanza,740.0,2068.0,1598.0,874.0,724.0,1752.0193992490613
1914,Gobierno Autónomo Municipal de Villa Nueva (Loma Alta),Pando,municipal,GAM,4971902.0,Federico Román,Villa Nueva,993.0,2801.0,2511.0,1346.0,1165.0,1980.0485862206292
1915,Gobierno Autónomo Municipal de Santos Mercado,Pando,municipal,GAM,4257745.0,Federico Román,Santos Mercado,509.0,2165.0,2347.0,1306.0,1041.0,1814.1222837665105
