DEPARTAMEN,PROVINCIA,MUNICIPIO,CAPITAL,F_LEY_PROV,LEY_MUN,F_LEY_MUN,X,Y,MUN_ALTERN,PIB_USD2017,POB_ESTIMADA,POP_WORLDPOP_PONDERADOR,CELDAS_INTERSECTADAS,PIBPC_USD2017
Beni,Marbán,San Andrés,San Andrés,1937-12-03,CSL,1941-11-27,-64.142300199,-15.3740069743,San Andrés,34389401.97126988,11684.671800024009,28012.56258160778,28,2943.120916002041
Beni,Marbán,Loreto,Loreto,1937-12-03,CSL,1941-11-27,-64.9204166036,-15.5680904885,Loreto,30944258.811861772,15173.911534340683,7251.498651201859,21,2039.3066574713177
Cochabamba,Arani,Vacas,Vacas,1914-11-24,CSL,1914-11-24,-65.5825610899,-17.5890419755,Vacas,27754077.780727502,12912.68423536605,9716.678372388891,3,2149.3654824078276
Cochabamba,Carrasco,Pocona,Pocona,1926-09-14,MDS,1906-11-27,-65.3718448584,-17.6818010528,Pocona,42878068.468773164,20934.54167965617,11830.249091482614,7,2048.1971435009414
Santa Cruz,Warnes,Okinawa Uno,Okinawa Uno,1919-11-27,1837,1998-04-06,-62.8653660948,-17.3231626285,Okinawa Uno,186291507.38513097,57561.820509982965,17438.27724038497,6,3236.372750803154
Santa Cruz,Warnes,Warnes,Warnes,1919-11-27,1837,1998-04-06,-63.0701384196,-17.4117280543,Warnes,358678003.8381873,91844.03345089503,123442.41937067552,7,3905.2945560144267
Santa Cruz,Obispo Santistéban,General Saavedra,General Saavedra,1941-12-02,CSL,1941-12-02,-63.1762704831,-17.1681743435,General Saavedra,51038647.73824258,20024.740620940385,20016.060569353387,5,2548.779467578729
Santa Cruz,Obispo Santistéban,Fernández Alonso,Fernández Alonso,1941-12-02,2320,2002-01-28,-63.2123267534,-16.8886669624,Fernández Alonso,52177374.567198254,22856.22193309168,21082.704030475987,5,2282.852114401936
Santa Cruz,Obispo Santistéban,Mineros,Mineros,1941-12-02,577,1983-10-27,-63.2730267245,-17.0528301372,Mineros,83772316.20471726,33042.095519822644,32858.21038148781,4,2535.3209258311267
Santa Cruz,Florida,Pampa Grande,Pampa Grande,1924-12-15,ML,1924-12-15,-64.1534336693,-18.0454004315,Pampa Grande,24148498.60091524,11443.299705411255,12747.646198093105,8,2110.274066272686
Santa Cruz,Florida,Mairana,Mairana,1924-12-15,CSDS,1938-05-12,-64.0068969626,-17.9845787204,Mairana,24971704.235502243,11542.422181428523,14151.623421437485,5,2163.4717430177793
Cochabamba,Carrasco,Puerto Villarroel,Puerto Villarroel,1926-09-14,537,1980-04-14,-64.8840459528,-17.0318868672,Puerto Villarroel,65015112.50341262,26684.099516897924,47217.50792723427,10,2436.4739181939144
Santa Cruz,Sara,Colpa Bélgica,Colpa Bélgica,1883-09-25,2325,2002-02-01,-63.292369664,-17.5436018064,Colpa Bélgica,24520217.88928261,6738.683397463671,8433.248621759041,4,3638.7253181402784
Santa Cruz,Germán Busch,Puerto Suarez,Puerto Suarez,1984-11-30,672,1984-11-30,-58.2392165665,-19.072275805,Puerto Suarez,82191200.90314898,22602.395132992042,27562.608677077005,36,3636.393418464618
Santa Cruz,Germán Busch,El Carmen Rivero Tórrez,El Carmen Rivero Tórrez,1984-11-30,2015,1999-09-23,-58.574740641,-18.4526778104,El Carmen Rivero Tórrez,64132683.32058809,19237.680058524016,8978.101404547648,26,3333.701523545796
Santa Cruz,Angel Sandoval,San Matías,San Matías,1948-12-16,CSL,1948-12-16,-58.8233464109,-17.2550659997,San Matías,61607369.43730358,16176.992217288667,20225.565713067233,54,3808.3327611088657
Cochabamba,Ayopaya,Ayopaya,Villa de Independencia,1826-02-15,ML,1899-12-26,-66.8052874221,-17.1439084255,Independencia,42888277.12580607,21466.38424663252,24740.90330980723,7,1997.927393502893
Santa Cruz,Velasco,San Ignacio,San Ignacio,1880-10-12,CSL,1880-10-12,-60.9945359351,-15.0296081097,San Ignacio de Velasco,203894863.51828638,69650.4688874227,73116.00637439497,94,2927.4011614745236
Santa Cruz,Guarayos,Urubicha,Urubicha,1990-03-06,1143,1990-03-06,-63.0185819905,-14.9527337818,Urubicha,31058606.18234334,14210.702245785325,14350.601382044842,38,2185.578562210382
Beni,Cercado,Trinidad,Trinidad,1856-07-09,1669,1995-10-31,-64.6573311135,-14.834972123,Trinidad,297060697.2927296,123602.2918137758,206205.57730466034,13,2403.359136255283
Beni,Moxos,San Ignacio,San Ignacio,1941-11-27,CSL,1856-07-09,-65.6867458065,-15.46858664,San Ignacio,59537014.15084471,24767.241146825774,25796.589686636515,53,2403.8613666292463
Beni,Cercado,San Javier,San Javier,1856-07-09,CSDS,1856-07-09,-64.4254224152,-14.4220614976,San Javier,30333248.57019755,12329.518783322656,10476.479489480043,19,2460.2135008892137
Santa Cruz,Obispo Santistéban,San Pedro,San Pedro,1941-12-02,2321,2002-01-28,-63.6119732803,-16.5173365309,San Pedro,69232655.4911809,27687.701723101283,26028.613871744077,13,2500.484012127901
Santa Cruz,Ñuflo De Chávez,San Antonio de Lomerio,San Antonio de Lomerio,1915-09-16,1965,1999-03-24,-61.8741502326,-16.8063462089,San Antonio de Lomerio,26037720.669288892,12383.121218321867,9049.690574559558,9,2102.6783320802756
Cochabamba,Carrasco,Pojo,Pojo,1926-09-14,ML,1900-01-08,-64.8635686791,-17.6005757141,Pojo,37263108.58679698,16745.833020830647,10877.362465368215,9,2225.2167772391062
Cochabamba,Carrasco,Entre Ríos,Entre Ríos,1926-09-14,2126,2000-09-25,-64.5456213959,-17.3116931858,Entre Rios (Bulo Bulo),115400547.21378914,43313.91611822575,34796.52192703593,8,2664.2833887105066
Cochabamba,Chapare,Colomi,Colomi,1854-06-10,ML,1945-11-13,-65.9205656841,-17.233268378,Colomi,46472415.3837178,19694.610088639303,17505.721562462983,3,2359.6514566452415
Cochabamba,Mizque,Alalay,Alalay,1876-06-24,1090,1989-02-21,-65.6300251915,-17.7732610441,Alalay,10095905.558005197,4810.6226108963365,3639.106218190551,2,2098.6692107456925
Cochabamba,Mizque,Vila Vila,Vila Vila,1876-06-24,ML,1941-11-28,-65.6714027838,-17.9782481521,Vila Vila,14784755.666898742,7150.084911537971,5614.437364097961,4,2067.7734390315886
La Paz,Abel Iturralde,Ixiamas,Ixiamas,1938-09-24,273,1963-12-14,-68.0183319387,-13.0899043302,Ixiamas,36642270.935263745,15857.659021669106,10520.708848889473,70,2310.6986274072974
La Paz,Muñecas,Ayata,Ayata,1826-10-18,CSDS,1957-09-14,-68.7109999104,-15.3200138151,Ayata,14629642.176582465,8503.715893513097,9663.798845041398,7,1720.3822846130615
Potosí,Antonio Quijarro,Uyuni,Uyuni,1967-01-27,CSL,1889-11-05,-66.7893740363,-20.0652777196,Uyuni (Thola Pampa),99456557.17480418,40108.76131382449,57778.77947489747,27,2479.671620786852
La Paz,Pacajes,Waldo Ballivian,Waldo Ballivian,1856-03-29,1087,1989-02-21,-68.2193859265,-17.1150973219,Waldo Ballivian,6196439.173677234,3046.4710719720288,5391.862330462143,2,2033.9727597236567
Oruro,Sajama,Curahuara de Carangas,Curahuara de Carangas,1951-07-25,CSL,1950-11-11,-68.6660373005,-17.9882765615,Curahuara de Carangas,10361359.322033938,4365.946918839155,3636.677294104338,12,2373.221551852692
Beni,Mamoré,San Joaquín,San Joaquín,1941-11-27,CSL,1941-11-27,-64.8557320083,-12.9608280148,San Joaquín,20467841.502740253,6330.806033971355,13413.922696940383,27,3233.054589401256
Oruro,Carangas,Choquecota,Choquecota,1950-11-11,799,1986-02-28,-67.9549788457,-18.1221125519,Choquecota,5232633.769691568,2592.2223120989484,1489.1147867537802,6,2018.5898968883776
La Paz,Inquisivi,Cajuata,Cajuata,1919-11-12,CSL,1945-11-03,-67.2474451387,-16.6375142199,Cajuata,21459822.368295245,10833.410075325512,11569.459612804058,6,1980.892647752046
La Paz,Inquisivi,Inquisivi,Inquisivi,1919-11-12,CSL,1945-11-03,-66.9779705643,-16.6832233612,Inquisivi,29881104.43568495,17200.319032281514,15693.964892243617,14,1737.241290676305
La Paz,Sud Yungas,Irupana,Villa de Lanza,1899-07-01,CSDS,1899-07-01,-67.5101940576,-16.5111260818,Irupana,40113355.20420665,20862.666862314873,19590.55848618896,6,1922.7338225231945
La Paz,Sud Yungas,Chulumani,Villa de la Libertad,1899-07-01,CSDS,1899-07-01,-67.5376339701,-16.389143975,Chulumani,34751310.22013559,16094.117927961994,20142.732764580007,3,2159.255348797868
Oruro,Poopó,Poopó,Villa de Poopó,1903-10-16,ML,1903-10-16,-66.9415747493,-18.3667148633,Poopó,10871563.4666096,3923.8880202486994,3631.8079474747447,6,2770.6100200893475
Beni,Mamoré,San Ramón,San Ramón,1941-11-27,CSL,1941-11-27,-64.5998396405,-13.5080956262,San Ramón,20649007.762152005,8544.736496711384,9486.228459040329,22,2416.576306372841
La Paz,Ingavi,Tiahuanacu,Tiahuanacu,1909-12-16,CSL,1947-11-22,-68.6957442401,-16.558764066,Tiahuanacu,33113550.836601894,15854.908631552722,14160.500608229999,4,2088.536213365676
La Paz,Camacho,Puerto Acosta,Puerto Acosta,1908-11-05,CSL,1911-11-06,-69.2157605457,-15.5552067748,Puerto Acosta,24426686.74711827,12185.426669446533,13806.074976182135,4,2004.5819822103724
La Paz,Camacho,Escoma,Escoma,1908-11-05,4004,2009-02-06,-69.149201541,-15.6381791962,Escoma,13729240.771375192,6806.273483478907,8645.442933780414,1,2017.1450360760016
La Paz,Pacajes,Charaña,Charaña,1856-03-29,822,1986-04-03,-69.1570011481,-17.6567935762,Charaña,21741949.426997732,10139.145878359077,2446.453970139075,9,2144.357097514851
La Paz,Omasuyos,Achacachi,Achacachi,1863-09-07,MDS,1863-09-07,-68.663412349,-16.0167656657,Achacachi,90223775.24943127,44450.985547563745,53247.22661672954,6,2029.7362170494378
La Paz,Ingavi,Taraco,Taraco,1909-12-16,2488,2003-07-16,-68.8534890965,-16.4623270628,Taraco,10046593.303942902,5015.549499518713,7525.497686613633,2,2003.089253711276
La Paz,Ingavi,La (Marka) San Andrés de Machaca,La (Marka) San Andrés de Machaca,1909-12-16,2350,2002-05-07,-69.0431993781,-16.9005107378,San Andrés de Machaca,22803075.93165877,12421.742359704369,7109.743482474063,7,1835.7389222329252
Oruro,Abaroa,Challapata,Challapata,1903-10-16,CSL,1903-10-16,-66.5526443125,-18.8905715809,Challapata,55067270.49910943,24682.380898072526,21651.517615379966,11,2231.035600921696
Oruro,Litoral,Escara,Escara,1960-09-06,248,1963-09-26,-68.1593245707,-18.6944143953,Escara,11999127.5764683,5169.665645176315,3295.606178285234,7,2321.0645329963236
Oruro,San Pedro de Totora,Totora,Totora,1980-05-09,519,1980-05-09,-68.1799471061,-17.8548895992,San Pedro de Totora,9458570.117638217,4816.84548278404,4153.423231607725,8,1963.6440802272434
Oruro,Sajama,Turco,Turco,1951-07-25,CSL,1957-02-20,-68.5291663211,-18.3367663097,Turco,12384898.372612033,5723.16348452519,3408.9490608171764,13,2163.995211057564
Oruro,Sabaya,Coipasa,Coipasa,2001-12-20,115,1968-10-18,-68.3127901301,-19.3277591218,Coipasa,2099247.1935328688,832.5974947378335,673.6269180341624,3,2521.322976348704
Oruro,Sabaya,Chipaya,Chipaya,2001-12-20,560,1983-09-16,-68.0477092278,-19.0625823033,Chipaya,3955226.941907255,1452.9815429939113,1530.3079124650394,4,2722.145343813104
Potosí,Rafael Bustillo,Chayanta,Chayanta,2009-06-17,ML,1908-10-08,-66.3508319657,-18.4143561553,Chayanta,49967266.104510985,25585.267072070892,30442.864353392273,6,1952.9702763609494
Oruro,Ladislao Cabrera,Salinas de Garcí Mendoza,Salinas de Garcí Mendoza,1941-10-13,CSL,1941-10-13,-67.6141140058,-19.4366831239,Salinas de Garcí Mendoza,30615905.375742257,13948.807557439593,9306.918653001834,17,2194.8761748751253
Potosí,Sur Chichas,Atocha,Atocha,1863-08-26,246,1963-09-21,-66.1698748052,-21.0703456899,Atocha,27487569.778662253,9067.773660002711,22087.97152213275,8,3031.3471431149546
Potosí,Nor Lipez,San Pedro de Quemes,Villa San Pedro de Quemes,1885-12-04,CSL,1949-12-26,-68.1730845141,-21.0003905153,San Pedro de Quemes,5092748.570233534,1797.4970299687473,2024.679943825584,14,2833.2444979461693
Santa Cruz,Ñuflo De Chávez,San Julián,San Julián,1915-09-16,1091,1989-02-21,-62.8149725867,-16.7920113423,San Julián,135665144.37636155,55440.06814391947,64346.853503129794,14,2447.0594809548584
Santa Cruz,Guarayos,El Puente,El Puente,1990-03-06,1143,1990-03-06,-63.4854561555,-16.1467481462,El Puente,50456442.660849005,19320.727284570745,23860.902499378164,23,2611.5188066001424
Santa Cruz,Manuel María Caballero,Comarapa,Comarapa,1960-11-04,23,1960-11-04,-64.4320328356,-17.8023865045,Comarapa,50258353.56672917,25384.55193605636,16802.169748869637,12,1979.8794831332802
Tarija,Arce,Bermejo,Bermejo,1894-11-08,CSL,1956-12-07,-64.3293290077,-22.6731242026,Bermejo,88663934.75569001,36416.775239177216,38405.28491871338,3,2434.7003317390177
Chuquisaca,Nor Cinti,Villa Charcas,Villa Charcas,1984-10-03,4127,2009-12-04,-64.8206980432,-20.5720638766,Villa Charcas,22970624.64424024,11708.60895679085,8981.130016584895,6,1961.8577005185198
Tarija,O'Connor,Entre Ríos,Entre Ríos,1906-12-03,ML,1906-12-03,-64.065871229,-21.3979940037,Entre Rios (La Moreta),61232621.379733786,24899.347117884972,25993.661720139804,15,2459.205901657998
Potosí,Rafael Bustillo,Uncía,Uncía,2009-06-17,ML,1906-11-29,-66.5314119124,-18.5884257795,Uncía,50486836.84340346,19936.768213575804,15235.89256709563,6,2532.3480868391093
La Paz,Murillo,Mecapaca,Mecapaca,1912-10-17,ML,1947-10-24,-67.9761530546,-16.7185819609,Mecapaca,47939481.30448392,11701.41970781905,15339.27996920333,4,4096.894436873339
Cochabamba,Campero,Pasorapa,Pasorapa,1899-07-08,ML,1926-10-28,-64.6010807005,-18.3924467224,Pasorapa,24710836.58326897,10740.727138859686,6846.516478424746,9,2300.6670092070185
Potosí,Modesto Omiste,Villazón,Villazón,1958-09-18,CSL,1958-09-18,-65.6419205895,-21.9132015422,Villazón,170575260.51368594,66618.52578904263,49551.79853430684,12,2560.4778624768373
Tarija,Arce,Padcaya,Padcaya,1894-11-08,CSL,1890-11-08,-64.5294031976,-22.1338099233,Padcaya,42161054.36299631,21064.155134711207,20734.1130362939,14,2001.5544935633302
La Paz,Bautista Saavedra,Charazani,Villa General Juan José Pérez,1948-11-17,CSL,1948-11-17,-68.7736811691,-15.0965242652,Charazani,30334016.74109964,15093.593326573475,14864.401484772767,8,2009.727974298485
Cochabamba,Mizque,Mizque,Mizque,1876-06-24,MDS,1876-06-24,-65.4264652347,-17.9795143589,Mizque,59898369.409551375,28127.56715131931,24249.217985578063,6,2129.5254256193953
Santa Cruz,Vallegrande,Postrervalle,Postrervalle,1984-10-18,658,1984-10-18,-63.7631777003,-18.6250769658,Postrervalle,5803270.312874883,2863.7243884556733,3095.342163964495,6,2026.4765479070509
Santa Cruz,Cordillera,Cabezas,Cabezas,1894-09-06,CSL,1906-11-28,-63.2684722906,-18.4638933191,Cabezas,80448869.79335797,31636.073928023976,36832.949233568164,14,2542.947332099084
Santa Cruz,Velasco,San Miguel,San Miguel,1880-10-12,CSL,1927-10-27,-61.2723847203,-16.8429988472,San Miguel de Velasco,32332097.55311001,11377.007979981081,15848.016317993955,25,2841.880537484142
Santa Cruz,Velasco,San Rafael,San Rafael,1880-10-12,1531,1994-02-07,-60.1409580351,-16.8154966164,San Rafael,14123454.41389496,4607.336405352345,8503.67055739378,23,3065.427216794445
Cochabamba,Mizque,TIOC Raqaypampa,Raqaypampa,,,,0.0,0.0,Raqaypampa,7746636.897716792,3378.7656047439377,3993.697400272431,4,2292.741729950183
