DEPARTAMEN,PROVINCIA,MUNICIPIO,CAPITAL,F_LEY_PROV,LEY_MUN,F_LEY_MUN,X,Y,MUN_ALTERN,PIB_USD2017,POB_ESTIMADA,POP_WORLDPOP_PONDERADOR,CELDAS_INTERSECTADAS,PIBPC_USD2017,PIB_USD2017_RHZ_WORLDPOP,PIBPC_USD2017_RHZ_WORLDPOP,FACTOR_BENCHMARK_INE_2021,PART_INE_2021,POB_ESTIMADA_RHZ_WORLDPOP,POB_RETRO_2021,POB_2012_INE,POB_2024_CENSO,PIB_MUNICIPAL_BENCHMARK_USD2017_2021,PIBpc_RETRO_2021_USD2017,PIBpc_RETRO_2021_STATUS,PIBpc_RETRO_2021_FORMULA
La Paz,Loayza,Luribay,Luribay,1899-05-29,CSDS,1899-05-29,-67.6347981638,-17.0938695975,Luribay,15730514.13464079,5826.631045299153,11578.132187557068,4,2699.761493793563,16016091.202189524,2748.773875962352,0.9821693655497108,0.2591222906876548,5826.631045299153,10810.373398,11139,10703,15730514.13464079,1455.1314330582848,ok,PIB_MUNICIPAL_BENCHMARK_USD2017_2021 / POB_RETRO_2021
La Paz,Loayza,Malla,Malla,1899-05-29,461,1969-01-24,-67.426816094,-17.0114433363,Malla,17644209.91994668,9327.43031634626,5796.000661694605,4,1891.6474657575648,17964528.867250286,1925.9890728711816,0.9821693655497108,0.2591222906876548,9327.43031634626,5267.504553,5180,5297,17644209.91994668,3349.6335396636937,ok,PIB_MUNICIPAL_BENCHMARK_USD2017_2021 / POB_RETRO_2021
La Paz,Pacajes,Comanche,Comanche,1856-03-29,539,1983-03-02,-68.4501625276,-16.9504409325,Comanche,6821744.050365493,3021.3955206639903,4403.225054107825,3,2257.8123266914517,6945588.296319369,2298.801414385161,0.9821693655497108,0.2591222906876548,3021.3955206639903,4859.393316,3880,5238,6821744.050365493,1403.82628181903,ok,PIB_MUNICIPAL_BENCHMARK_USD2017_2021 / POB_RETRO_2021
La Paz,Loayza,Sapahaqui,Sapahaqui,1899-05-29,CSL,1915-11-25,-67.8359722699,-16.9535815365,Sapahaqui,34036497.46321944,11100.428714854346,14251.88777821726,5,3066.2326958302574,34654407.536086746,3121.8981199990044,0.9821693655497108,0.2591222906876548,11100.428714854346,15386.582536,12484,16497,34036497.46321944,2212.0894866520807,ok,PIB_MUNICIPAL_BENCHMARK_USD2017_2021 / POB_RETRO_2021
La Paz,Loayza,Cairoma,Cairoma,1899-05-29,1029,1988-11-17,-67.5768864023,-16.8457777308,Cairoma,23232893.154193264,11778.13884117773,14163.377506309906,5,1972.5436647909423,23654670.94485281,2008.353888829478,0.9821693655497108,0.2591222906876548,11778.13884117773,12998.79403,11355,13598,23232893.154193264,1787.3114306593802,ok,PIB_MUNICIPAL_BENCHMARK_USD2017_2021 / POB_RETRO_2021
La Paz,Ingavi,Viacha,Viacha,1909-12-16,MDS,1842-11-18,-68.3106596029,-16.7338602031,Viacha,299586362.9214943,72830.41718425034,85749.32893096452,4,4113.478605560977,305025154.9576876,4188.156085746679,0.9821693655497108,0.2591222906876548,72830.41718425034,104268.348839,80724,113554,299586362.9214943,2873.224389361183,ok,PIB_MUNICIPAL_BENCHMARK_USD2017_2021 / POB_RETRO_2021
La Paz,Inquisivi,Ichoca,Ichoca,1919-11-12,620,1984-03-30,-67.1934845421,-17.1849177344,Ichoca,19187871.503606506,9038.418655319574,6098.65321243598,4,2122.923515200688,19536214.60476649,2161.463785843602,0.9821693655497108,0.2591222906876548,9038.418655319574,9112.887876,7913,9552,19187871.503606506,2105.5752869666017,ok,PIB_MUNICIPAL_BENCHMARK_USD2017_2021 / POB_RETRO_2021
La Paz,Inquisivi,Villa Libertad Licoma,Villa Libertad Licoma,1919-11-12,1088,1889-02-21,-67.2031454103,-16.8118939613,Licoma (Villa Libertad),6991628.74496282,4971.470558218771,6360.1285393436265,3,1406.3502263740354,7118557.135051419,1431.881583464899,0.9821693655497108,0.2591222906876548,4971.470558218771,7196.546896,5488,7877,6991628.74496282,971.5254894293817,ok,PIB_MUNICIPAL_BENCHMARK_USD2017_2021 / POB_RETRO_2021
La Paz,Inquisivi,Quime,Quime,1919-11-12,CSL,1945-11-03,-67.3409054041,-16.8489241803,Quime,25594053.60431689,13708.1639442858,9765.055919559847,6,1867.0664947062935,26058696.69941512,1900.9618505677115,0.9821693655497108,0.2591222906876548,13708.1639442858,10162.604337,8266,10887,25594053.60431689,2518.4542028097694,ok,PIB_MUNICIPAL_BENCHMARK_USD2017_2021 / POB_RETRO_2021
Pando,Madre de Dios,Sena,Sena,1938-09-24,CSL,1938-09-24,-67.359219645,-11.855492707,Sena,27281192.65089576,12593.949832951042,5045.3083952475135,17,2166.214175279367,26647391.96809131,2115.8883687443777,1.023784717227239,0.0112280921377746,12593.949832951042,9903.585213,8258,10522,27281192.65089576,2754.678438477282,ok,PIB_MUNICIPAL_BENCHMARK_USD2017_2021 / POB_RETRO_2021
Pando,Madre de Dios,San Lorenzo,San Lorenzo,1938-09-24,CSL,1938-09-24,-66.8211472307,-11.5962354718,San Lorenzo,22406374.11295386,11025.031576367135,4839.08605258161,15,2032.318361879649,21885825.93187953,1985.1032425878225,1.023784717227239,0.0112280921377746,11025.031576367135,28576.389084,23863,30346,22406374.11295386,784.0869623767204,ok,PIB_MUNICIPAL_BENCHMARK_USD2017_2021 / POB_RETRO_2021
Beni,General José Ballivián,Santa Rosa,Santa Rosa,1937-12-03,CSL,1945-12-07,-66.6614463291,-13.318801947,Santa Rosa,59072091.005622745,21555.641765847504,6165.0274061363525,19,2740.446869887022,59099220.9478341,2741.705470419822,0.9995409424730776,0.0355050251817614,21555.641765847504,18296.0644,19217,17999,59072091.005622745,3228.6774748686717,ok,PIB_MUNICIPAL_BENCHMARK_USD2017_2021 / POB_RETRO_2021
La Paz,Los Andes,Laja,Laja,1917-11-24,43,1960-12-13,-68.4595793711,-16.5885072349,Laja,104101942.8389127,28608.2335393114,29696.02387252453,7,3638.8804885790382,105991844.67604303,3704.941954224352,0.9821693655497108,0.2591222906876548,28608.2335393114,34499.102047,24531,38652,104101942.8389127,3017.526157585036,ok,PIB_MUNICIPAL_BENCHMARK_USD2017_2021 / POB_RETRO_2021
La Paz,Aroma,Ayo Ayo,Ayo Ayo,1945-11-23,4156,2009-12-31,-68.019652221,-17.0767369376,Ayo Ayo,12794238.545091929,6129.638062519749,10348.275246554897,4,2087.27471583086,13026509.47368035,2125.1678061274406,0.9821693655497108,0.2591222906876548,6129.638062519749,10270.503643,7798,11258,12794238.545091929,1245.7264989342307,ok,PIB_MUNICIPAL_BENCHMARK_USD2017_2021 / POB_RETRO_2021
La Paz,Aroma,Patacamaya,Patacamaya,1945-11-23,167,1962-01-15,-67.9150822665,-17.2163830119,Patacamaya,51168284.6880591,23068.4086608656,26241.073717599385,5,2218.110726244569,52097211.01352076,2258.379057672109,0.9821693655497108,0.2591222906876548,23068.4086608656,24554.842106,22858,25148,51168284.6880591,2083.836844351273,ok,PIB_MUNICIPAL_BENCHMARK_USD2017_2021 / POB_RETRO_2021
La Paz,Aroma,Umala,Umala,1945-11-23,4098,2009-08-25,-67.9970240895,-17.4039687711,Umala,26890025.920464173,13199.515566463162,10079.90767366138,4,2037.1979399596569,27378196.53478408,2074.1819195505614,0.9821693655497108,0.2591222906876548,13199.515566463162,9051.836831,8903,9102,26890025.920464173,2970.670641017735,ok,PIB_MUNICIPAL_BENCHMARK_USD2017_2021 / POB_RETRO_2021
La Paz,Aroma,Sica Sica,Villa Aroma,1945-11-23,ML,1945-11-23,-67.6205313636,-17.3736123091,Sica Sica,70759613.48201168,32634.526496675287,23906.291498287213,9,2168.2439145921257,72044207.40857479,2207.606947075345,0.9821693655497108,0.2591222906876548,32634.526496675287,33222.577222,31312,33885,70759613.48201168,2129.8652723276214,ok,PIB_MUNICIPAL_BENCHMARK_USD2017_2021 / POB_RETRO_2021
Oruro,Tomás Barrón,Eucaliptus,Eucaliptus,1980-03-07,502,1980-03-07,-67.4409067265,-17.6351230437,Eucaliptus,16099256.744494252,7679.059116826733,4011.25373625875,2,2096.514234304665,17759636.483423565,2312.7360023193173,0.9065082362198644,0.0392454706498095,7679.059116826733,5317.918135,5267,5335,16099256.744494252,3027.3607710524157,ok,PIB_MUNICIPAL_BENCHMARK_USD2017_2021 / POB_RETRO_2021
Oruro,Cercado,Caracollo,Caracollo,1868-10-07,1669,1995-10-31,-67.292685652,-17.6908060831,Caracollo,37668047.283442006,14319.560621507484,17308.61955933956,9,2630.5309414917315,41552901.31782763,2901.827955210903,0.9065082362198644,0.0392454706498095,14319.560621507484,22915.963812,23115,22850,37668047.283442006,1643.7470225239229,ok,PIB_MUNICIPAL_BENCHMARK_USD2017_2021 / POB_RETRO_2021
La Paz,Murillo,Palca,Palca,1912-10-17,MDS,1838-01-08,-67.8261284626,-16.6663930464,Palca,35986262.31085038,12840.220278390272,14604.164346391462,6,2802.6203235324742,36639569.07341456,2853.5000396432392,0.9821693655497108,0.2591222906876548,12840.220278390272,20321.259625,16622,21729,35986262.31085038,1770.867700893157,ok,PIB_MUNICIPAL_BENCHMARK_USD2017_2021 / POB_RETRO_2021
La Paz,Murillo,Achocalla,Achocalla,1912-10-17,ML,1947-10-24,-68.1206779308,-16.6664699952,Achocalla,67246283.28898302,15640.007545320348,20563.715052861666,2,4299.632407089458,68467095.03237857,4377.689386273003,0.9821693655497108,0.2591222906876548,15640.007545320348,38557.514155,22431,46188,67246283.28898302,1744.0513156020784,ok,PIB_MUNICIPAL_BENCHMARK_USD2017_2021 / POB_RETRO_2021
La Paz,Murillo,El Alto,El Alto,1912-10-17,2337,2002-03-12,-68.2033818127,-16.468718633,El Alto,4407125575.474515,1126531.9976922155,1194682.19368357,4,3912.1175292870857,4487134021.949349,3983.1394324720254,0.9821693655497108,0.2591222906876548,1126531.9976922155,876330.180928,848452,885825,4407125575.474515,5029.069717540849,ok,PIB_MUNICIPAL_BENCHMARK_USD2017_2021 / POB_RETRO_2021
La Paz,Sud Yungas,Yanacachi,Yanacachi,1899-07-01,821,1986-04-03,-67.7894846154,-16.4257032731,Yanacachi,19024437.824818853,8371.528779249265,6682.093940896681,4,2272.516564952299,19369813.89576436,2313.772598354657,0.9821693655497108,0.2591222906876548,8371.528779249265,7296.862923,6420,7615,19024437.824818853,2607.207785886067,ok,PIB_MUNICIPAL_BENCHMARK_USD2017_2021 / POB_RETRO_2021
Cochabamba,Tapacarí,Tapacarí,Tapacarí,1851-12-25,ML,1905-09-14,-66.6513626435,-17.5708159996,Tapacarí,61275698.23681551,29556.52806129393,25972.61988962935,7,2073.1696940094857,71228923.82498047,2409.921885184446,0.860264271117988,0.1718551800718803,29556.52806129393,24655.743605,24625,24666,61275698.23681551,2485.2504641215187,ok,PIB_MUNICIPAL_BENCHMARK_USD2017_2021 / POB_RETRO_2021
Chuquisaca,Azurduy,Tarvita,Villa Orías,1917-12-05,ML,1945-10-31,-64.5617629444,-19.772154883,Tarvita (Villa Arias),29223325.52640482,14946.981537640471,11723.417859588952,7,1955.1322421060547,26745655.89834368,1789.3683638392815,1.092638207770204,0.0450991724414834,14946.981537640471,16134.3707,14261,16812,29223325.52640482,1811.2466901006696,ok,PIB_MUNICIPAL_BENCHMARK_USD2017_2021 / POB_RETRO_2021
Potosí,José María Linares,Puna,Villa Talavera,2006-08-15,CSL,1910-12-13,-65.4000632169,-19.8768182671,Puna,47993317.63923006,23284.22921654519,24944.216336085155,9,2061.194175374601,46576730.66823048,2000.3552720196644,1.0304140490471525,0.0627775447835225,23284.22921654519,17624.208351,21917,16389,47993317.63923006,2723.147427930561,ok,PIB_MUNICIPAL_BENCHMARK_USD2017_2021 / POB_RETRO_2021
Chuquisaca,Nor Cinti,San Lucas,San Lucas,1984-10-03,ML,1928-09-24,-64.8992918917,-20.160734333,San Lucas,88292052.62470052,44058.31768847782,27223.644408202585,13,2003.981478570861,80806301.6621779,1834.0759679825555,1.092638207770204,0.0450991724414834,44058.31768847782,28061.056494,32520,26715,88292052.62470052,3146.426530387832,ok,PIB_MUNICIPAL_BENCHMARK_USD2017_2021 / POB_RETRO_2021
Chuquisaca,Nor Cinti,Camargo,Camargo,1984-10-03,ML,1886-11-05,-65.1559833808,-20.6025515415,Camargo,36434147.11503277,13718.1803722683,13454.130060024649,8,2655.902322780757,33345115.3876319,2430.724373258717,1.092638207770204,0.0450991724414834,13718.1803722683,14940.422465,15644,14713,36434147.11503277,2438.6289745112904,ok,PIB_MUNICIPAL_BENCHMARK_USD2017_2021 / POB_RETRO_2021
La Paz,Ingavi,Desaguadero,Desaguadero,1909-12-16,114,1961-11-09,-68.9781485761,-16.6141431529,Desaguadero,11985471.420226166,5063.756610367513,7954.797869204984,2,2366.9130138852183,12203059.717218945,2409.882752309709,0.9821693655497108,0.2591222906876548,5063.756610367513,7658.95097,6987,7897,11985471.420226166,1564.8972642961794,ok,PIB_MUNICIPAL_BENCHMARK_USD2017_2021 / POB_RETRO_2021
La Paz,Ingavi,Jesús de Machaca,Jesús de Machaca,1909-12-16,2351,2002-05-07,-68.7396077148,-16.7606970156,Jesús de Machaca,32271312.677195013,18136.968640299307,17263.690123189135,5,1779.311268449238,32857176.989157125,1811.6134862884617,0.9821693655497108,0.2591222906876548,18136.968640299307,16498.628647,15039,17016,32271312.677195013,1955.9996995688005,ok,PIB_MUNICIPAL_BENCHMARK_USD2017_2021 / POB_RETRO_2021
La Paz,Ingavi,Puerto Mayor de Guaqui,Guaqui,1909-12-16,1669,1995-10-31,-68.820993435,-16.6067317543,Guaqui,13167625.46837164,6423.380407259974,8250.290825198486,2,2049.952615835898,13406674.989299675,2087.168148121337,0.9821693655497108,0.2591222906876548,6423.380407259974,8242.780103,7278,8592,13167625.46837164,1597.4738261009502,ok,PIB_MUNICIPAL_BENCHMARK_USD2017_2021 / POB_RETRO_2021
La Paz,Manco Kapac,Tito Yupanqui,Tito Yupanqui,1961-11-18,706,1985-02-06,-68.9594209403,-16.1798875634,Tito Yupanqui,9938429.264572429,4678.582348000595,7127.925433948054,1,2124.23946514902,10118854.866757102,2162.80362599184,0.9821693655497108,0.2591222906876548,4678.582348000595,7186.886796,6261,7525,9938429.264572429,1382.855963430928,ok,PIB_MUNICIPAL_BENCHMARK_USD2017_2021 / POB_RETRO_2021
La Paz,Los Andes,Pucarani,Pucarani,1917-11-24,ML,2015-11-12,-68.416188211,-16.36050877,Pucarani,53416519.34011121,19024.6571254735,37547.47773466887,7,2807.752012969944,54386260.87692574,2858.7248915043,0.9821693655497108,0.2591222906876548,19024.6571254735,43951.837027,30124,49850,53416519.34011121,1215.342132513911,ok,PIB_MUNICIPAL_BENCHMARK_USD2017_2021 / POB_RETRO_2021
La Paz,Larecaja,Quiabaya,Quiabaya,1826-10-18,736,1985-04-15,-68.7141967695,-15.6024110098,Quiabaya,4341131.813820665,2577.838867813973,3015.5466176323607,2,1684.0198462450749,4419942.187252984,1714.5921114150665,0.9821693655497108,0.2591222906876548,2577.838867813973,3771.278108,2684,4224,4341131.813820665,1151.1036020148808,ok,PIB_MUNICIPAL_BENCHMARK_USD2017_2021 / POB_RETRO_2021
La Paz,Omasuyos,Huatajata,Huatajata,1863-09-07,33,2010-08-08,-68.6902691496,-16.1974228951,Huatajata,4534832.270513535,2363.7983581577364,2750.9010316078784,1,1918.451400418024,4617159.147470896,1953.279615216144,0.9821693655497108,0.2591222906876548,2363.7983581577364,4790.054299,3927,5118,4534832.270513535,946.7183434127192,ok,PIB_MUNICIPAL_BENCHMARK_USD2017_2021 / POB_RETRO_2021
La Paz,Franz Tamayo,Apolo,Apolo,1967-11-20,CSL,1882-12-02,-68.2352996866,-14.6572570721,Apolo,37168948.83762164,19766.942015170203,23484.19060923677,34,1880.359076740156,37843726.49091791,1914.4957506262028,0.9821693655497108,0.2591222906876548,19766.942015170203,19437.723944,20308,19156,37168948.83762164,1912.206848076581,ok,PIB_MUNICIPAL_BENCHMARK_USD2017_2021 / POB_RETRO_2021
La Paz,Muñecas,Aucapata,Aucapata,1826-10-18,1427,1993-02-11,-68.6994878574,-15.4381070956,Aucapata,8017129.221564236,5034.758015433506,6410.058865905026,3,1592.356414546358,8162674.893730904,1621.2645908123302,0.9821693655497108,0.2591222906876548,5034.758015433506,6390.978341,5495,6721,8017129.221564236,1254.4447490795799,ok,PIB_MUNICIPAL_BENCHMARK_USD2017_2021 / POB_RETRO_2021
La Paz,Omasuyos,Chua Cocani,Chua Cocani,1863-09-07,34,2010-08-08,-68.7516521198,-16.1577002915,Chua Cocani,12888517.385360813,6487.168704633502,8324.329924942984,2,1986.7708043657176,13122499.883863952,2022.8393127021843,0.9821693655497108,0.2591222906876548,6487.168704633502,6591.451997,5003,7226,12888517.385360813,1955.3381243896067,ok,PIB_MUNICIPAL_BENCHMARK_USD2017_2021 / POB_RETRO_2021
La Paz,Omasuyos,Villa Ancoraimes,Villa Ancoraimes,1863-09-07,MDS,1980-04-30,-68.8687597163,-15.8542598217,Ancoraimes,34108418.179783426,16210.908783510164,15030.16328864163,1,2104.041089570421,34727633.92563488,2142.238562279744,0.9821693655497108,0.2591222906876548,16210.908783510164,15905.623806,13136,16953,34108418.179783426,2144.425053449083,ok,PIB_MUNICIPAL_BENCHMARK_USD2017_2021 / POB_RETRO_2021
Potosí,Nor Lipez,"Colcha ""K""",Villa Martín,1885-12-04,CSL,1949-12-26,-67.3142741258,-21.2043825838,"Colcha""K"" (V.Martin)",50115136.95199268,14265.818341465643,25813.36954199779,46,3512.952131622612,48635921.64560965,3409.262650165843,1.0304140490471525,0.0627775447835225,14265.818341465643,12803.769606,12997,12740,50115136.95199268,3914.092372452273,ok,PIB_MUNICIPAL_BENCHMARK_USD2017_2021 / POB_RETRO_2021
La Paz,Camacho,Puerto Mayor de Carabuco,Carabuco,1908-11-05,1669,1995-10-31,-69.0009652982,-15.7121416226,Puerto Carabuco,19947031.90031604,9788.643535275189,15142.432503772588,4,2037.7728362906685,20309157.055771,2074.767252743774,0.9821693655497108,0.2591222906876548,9788.643535275189,16604.203782,14589,17336,19947031.90031604,1201.3242045141149,ok,PIB_MUNICIPAL_BENCHMARK_USD2017_2021 / POB_RETRO_2021
Oruro,Sabaya,Sabaya,Sabaya,2001-12-20,CSL,1959-12-26,-68.6095685982,-18.9077880213,Sabaya,20114850.61666196,8392.405732539864,6083.104871875385,13,2396.7919637953955,22189374.36304032,2643.9825563968484,0.9065082362198644,0.0392454706498095,8392.405732539864,13147.686281,8018,15504,20114850.61666196,1529.9156206675743,ok,PIB_MUNICIPAL_BENCHMARK_USD2017_2021 / POB_RETRO_2021
La Paz,Larecaja,Tipuani,Tipuani,1826-10-18,831,1986-04-03,-68.0559593421,-15.5844232153,Tipuani,11973676.301730389,6595.304464442013,11257.080330105498,2,1815.4849963766464,12191050.46615747,1848.4439242925653,0.9821693655497108,0.2591222906876548,6595.304464442013,8229.646515,9985,7716,11973676.301730389,1454.9441801216403,ok,PIB_MUNICIPAL_BENCHMARK_USD2017_2021 / POB_RETRO_2021
La Paz,Murillo,Nuestra Señora de La Paz,Nuestra Señora de La Paz,1912-10-17,1669,1995-10-31,-67.9716521773,-16.1676083591,Nuestra Señora de La Paz,2692946317.1294518,698897.5334339994,673828.1933638334,10,3853.134670396945,2741834974.278835,3923.0857788365065,0.9821693655497108,0.2591222906876548,698897.5334339994,759680.211511,766468,757431,2692946317.1294518,3544.8419957811993,ok,PIB_MUNICIPAL_BENCHMARK_USD2017_2021 / POB_RETRO_2021
La Paz,Larecaja,Sorata,Sorata,1826-10-18,CSL,1826-10-18,-68.4941240537,-15.7193382576,Sorata,58957933.8243297,30169.060552569405,26208.837339382902,9,1954.2515658250568,60028276.07164423,1989.729708919684,0.9821693655497108,0.2591222906876548,30169.060552569405,28285.460331,23512,30083,58957933.8243297,2084.390111914587,ok,PIB_MUNICIPAL_BENCHMARK_USD2017_2021 / POB_RETRO_2021
La Paz,Sud Yungas,La Asunta,La Asunta,1899-07-01,1010,1988-09-20,-67.1559185053,-16.1080348591,La Asunta,59137794.51185275,36235.02421869353,46653.979685274026,11,1632.0616802939448,60211402.010847576,1661.690679367194,0.9821693655497108,0.2591222906876548,36235.02421869353,44170.044658,40178,45587,59137794.51185275,1338.8665320580778,ok,PIB_MUNICIPAL_BENCHMARK_USD2017_2021 / POB_RETRO_2021
La Paz,Muñecas,Chuma,Chuma,1826-10-18,CSL,1900-11-24,-68.8655100242,-15.5934191385,Chuma,18966678.496712472,12952.336611827535,13770.909289723008,4,1464.3441616080986,19311005.985303767,1490.928360190219,0.9821693655497108,0.2591222906876548,12952.336611827535,15969.185134,11473,17830,18966678.496712472,1187.7048414119406,ok,PIB_MUNICIPAL_BENCHMARK_USD2017_2021 / POB_RETRO_2021
La Paz,Larecaja,Guanay,Guanay,1826-10-18,CSL,1947-11-02,-68.0422654701,-15.7361562486,Guanay,37695744.35069166,20193.868211561865,16706.46471955029,14,1866.6925997421936,38380085.62768979,1900.581167788128,0.9821693655497108,0.2591222906876548,20193.868211561865,15970.998665,14788,16386,37695744.35069166,2360.2621941427483,ok,PIB_MUNICIPAL_BENCHMARK_USD2017_2021 / POB_RETRO_2021
La Paz,Larecaja,Teoponte,Teoponte,1826-10-18,2292,2001-12-11,-67.6872246554,-15.407193739,Teoponte,23586245.350707676,12709.108528846744,11080.763941963029,7,1855.853642068784,24014438.01650917,1889.54543601559,0.9821693655497108,0.2591222906876548,12709.108528846744,12232.325534,9349,13379,23586245.350707676,1928.1898021762258,ok,PIB_MUNICIPAL_BENCHMARK_USD2017_2021 / POB_RETRO_2021
La Paz,Larecaja,Mapiri,Mapiri,1826-10-18,2281,2001-11-27,-68.2577515335,-15.3800525753,Mapiri,22528853.474565208,11605.226424843417,15835.241962472734,6,1941.267895156055,22937849.89104809,1976.510328307324,0.9821693655497108,0.2591222906876548,11605.226424843417,19505.971806,13891,21843,22528853.474565208,1154.9721130660732,ok,PIB_MUNICIPAL_BENCHMARK_USD2017_2021 / POB_RETRO_2021
La Paz,Camacho,Humanata,Humanata,1908-11-05,4006,2009-02-06,-69.1721881859,-15.4132338292,Humanata,8792156.038222851,4823.209444282325,3492.889878820773,3,1822.8849772728645,8951771.809032107,1855.978246941772,0.9821693655497108,0.2591222906876548,4823.209444282325,5577.289375,5342,5658,8792156.038222851,1576.420989943885,ok,PIB_MUNICIPAL_BENCHMARK_USD2017_2021 / POB_RETRO_2021
Chuquisaca,Hernando Siles,Huacareta,San Pablo de Huacareta,1957-12-24,ML,1957-12-24,-64.0099337398,-20.5945483139,San Pablo de Huacareta,26271669.10601481,12715.702274811125,6932.401968689861,10,2066.0808611457555,24044252.63475693,1890.910318212376,1.092638207770204,0.0450991724414834,12715.702274811125,7471.503214,8349,7200,26271669.10601481,3516.249455402886,ok,PIB_MUNICIPAL_BENCHMARK_USD2017_2021 / POB_RETRO_2021
Chuquisaca,Hernando Siles,Monteagudo,Monteagudo,1957-12-24,ML,1893-10-18,-64.0750637645,-20.0146701049,Monteagudo,41500841.331197165,19460.08835025985,20365.473752453618,14,2132.6132021719727,37982235.140659966,1951.8017830660456,1.092638207770204,0.0450991724414834,19460.08835025985,24485.023159,24303,24546,41500841.331197165,1694.9480121454997,ok,PIB_MUNICIPAL_BENCHMARK_USD2017_2021 / POB_RETRO_2021
Potosí,Tomás Frías,Potosí,Potosí,1993-11-10,1669,1995-10-31,-65.7220285692,-19.5374253864,Potosí,686337283.4284041,242769.1671448284,371954.0583301825,6,2827.1188285576523,666079120.3915318,2743.672634483151,1.0304140490471525,0.0627775447835225,242769.1671448284,211504.418016,191302,218702,686337283.4284041,3245.025753433554,ok,PIB_MUNICIPAL_BENCHMARK_USD2017_2021 / POB_RETRO_2021
La Paz,Manco Kapac,San Pedro de Tiquina,San Pedro de Tiquina,1961-11-18,121,1961-11-18,-68.8656729274,-16.2318753126,San Pedro de Tiquina,9467493.570552977,4520.005577884112,6876.208568026297,2,2094.575638772743,9639369.64706093,2132.601272490747,0.9821693655497108,0.2591222906876548,4520.005577884112,8261.112572,6052,9164,9467493.570552977,1146.0312987977711,ok,PIB_MUNICIPAL_BENCHMARK_USD2017_2021 / POB_RETRO_2021
Santa Cruz,Cordillera,Lagunillas,Lagunillas,1894-09-06,MR,1864-03-17,-63.6447957378,-19.7731960479,Lagunillas,6716137.114446493,2610.044691968149,4492.88626694151,4,2573.188549266593,6481788.738850536,2483.4014370699647,1.0361548925825552,0.3110055708407956,2610.044691968149,5795.372368,5366,5946,6716137.114446493,1158.8793072184353,ok,PIB_MUNICIPAL_BENCHMARK_USD2017_2021 / POB_RETRO_2021
La Paz,Bautista Saavedra,Curva,Curva,1948-11-17,546,1983-05-13,-68.9654822172,-14.9852162421,Curva,7622960.320516486,3543.033843917992,3739.308200933825,3,2151.534717513957,7761350.117298748,2190.594405588861,0.9821693655497108,0.2591222906876548,3543.033843917992,5550.526895,3285,6611,7622960.320516486,1373.3759812410256,ok,PIB_MUNICIPAL_BENCHMARK_USD2017_2021 / POB_RETRO_2021
La Paz,Franz Tamayo,Pelechuco,Pelechuco,1967-11-20,CSL,1882-12-02,-69.090617431,-14.8011714883,Pelechuco,21904627.075265653,10059.39320079184,7723.695590026742,11,2177.5296618827265,22302291.0748248,2217.0612709590914,0.9821693655497108,0.2591222906876548,10059.39320079184,8426.623142,6780,9060,21904627.075265653,2599.454930546397,ok,PIB_MUNICIPAL_BENCHMARK_USD2017_2021 / POB_RETRO_2021
La Paz,Sud Yungas,Palos Blancos,Palos Blancos,1899-07-01,786,1986-02-07,-67.2315776229,-15.4177206453,Palos Blancos,74145853.41660084,39136.84217960902,30089.074751226115,13,1894.5282574492464,75491922.28684725,1928.922163428399,0.9821693655497108,0.2591222906876548,39136.84217960902,26514.399483,24731,27137,74145853.41660084,2796.4372138747635,ok,PIB_MUNICIPAL_BENCHMARK_USD2017_2021 / POB_RETRO_2021
Beni,General José Ballivián,Puerto Menor de Rurrenabaque,Rurrenabaque,1937-12-03,1669,1995-10-30,-67.3057075228,-14.6886206364,Rurrenabaque,30174848.82561342,12600.494199202016,21614.20569412892,10,2394.735345183872,30188707.17887194,2395.835171352548,0.9995409424730776,0.0355050251817614,12600.494199202016,20709.180501,19195,21240,30174848.82561342,1457.0759487495843,ok,PIB_MUNICIPAL_BENCHMARK_USD2017_2021 / POB_RETRO_2021
La Paz,Abel Iturralde,San Buenaventura,San Buenaventura,1938-09-24,CSDS,1939-04-03,-67.7449566171,-14.2591504495,San Buenaventura,13422896.558003107,5096.200567469594,10118.386638997414,13,2633.902724254032,13666580.35652582,2681.719484072751,0.9821693655497108,0.2591222906876548,5096.200567469594,9736.867089,8711,10105,13422896.558003107,1378.564217289507,ok,PIB_MUNICIPAL_BENCHMARK_USD2017_2021 / POB_RETRO_2021
Beni,Yacuma,Santa Ana,Santa Ana de Yacuma,1894-10-22,CSD,1986-12-18,-65.9964437658,-14.3502342184,Santa Ana de Yacuma,42562980.30600036,15905.336769265885,36651.42335040077,46,2676.018805728492,42582528.1360566,2677.247816490088,0.9995409424730776,0.0355050251817614,15905.336769265885,17827.684168,17069,18088,42562980.30600036,2387.465466897008,ok,PIB_MUNICIPAL_BENCHMARK_USD2017_2021 / POB_RETRO_2021
Beni,General José Ballivián,San Borja,San Borja,1937-12-03,CSL,1945-12-07,-66.8085064451,-15.0036972474,San Borja,91909003.3300422,47632.54814702444,77647.27126776057,19,1929.5420233734371,91951214.2270428,1930.428200969276,0.9995409424730776,0.0355050251817614,47632.54814702444,44511.282061,40864,45798,91909003.3300422,2064.847361719291,ok,PIB_MUNICIPAL_BENCHMARK_USD2017_2021 / POB_RETRO_2021
