departamento,municipio,codigo_entidad,poblacion_retro_2021,pib_estimado_usd2017_2021,pibpc_usd2017_2021,nbi_pobre_pct,nbi_pobre_moderada_pct,nbi_pobre_indigente_pct,nbi_pobre_marginal_pct,nivel_pibpc,nivel_nbi,categoria_brecha,score_brecha_bienestar_producto,metodo
Chuquisaca,Las Carreras,1125,4765.910338,57451671.52778336,12054.71094703315,52.2,47.6,4.5,0.1,alto,medio,Producto alto con mejor bienestar relativo,73.71,Cruce PIBpc estimado 2021 en USD constantes de 2017 con pobreza NBI 2024
La Paz,Tacacoma,1228,9339.757567,13586677.726888107,1454.714175272541,62.1,52.8,9.0,0.3,bajo,alto,Rezago estructural,34.155,Cruce PIBpc estimado 2021 en USD constantes de 2017 con pobreza NBI 2024
Santa Cruz,Yapacaní,1712,55893.272332,143664980.15087163,2570.3447688363544,38.0,31.9,5.8,0.3,medio,bajo,Bienestar relativo con producto medio,34.6616,Cruce PIBpc estimado 2021 en USD constantes de 2017 con pobreza NBI 2024
Santa Cruz,Boyuibe,1724,5475.87696,17346449.336182974,3167.793846400852,35.9,29.3,6.5,0.1,medio,bajo,Bienestar relativo con producto medio,41.1881,Cruce PIBpc estimado 2021 en USD constantes de 2017 con pobreza NBI 2024
Cochabamba,Cocapata,1346,19213.237749,52220700.41651281,2717.9542094170324,88.2,65.9,21.2,1.1,medio,alto,Producto medio con rezago social,64.1694,Cruce PIBpc estimado 2021 en USD constantes de 2017 con pobreza NBI 2024
Santa Cruz,Vallegrande,1725,17238.740851,35796230.17603609,2076.4991182138715,24.3,22.5,1.8,0.0,bajo,bajo,"Bajo producto, menor pobreza relativa",20.7771,Cruce PIBpc estimado 2021 en USD constantes de 2017 con pobreza NBI 2024
Tarija,Villa Montes,1606,44434.890909,272680412.0706332,6136.628367794532,27.2,25.8,1.4,0.0,alto,bajo,Producto alto con mejor bienestar relativo,59.96,Cruce PIBpc estimado 2021 en USD constantes de 2017 con pobreza NBI 2024
Chuquisaca,Presto,1107,12500.321402,28357488.2714414,2268.540732624118,69.4,53.6,15.3,0.5,bajo,alto,Rezago estructural,48.0512,Cruce PIBpc estimado 2021 en USD constantes de 2017 con pobreza NBI 2024
Santa Cruz,Trigal,1726,2300.887716,6454599.902127291,2805.265053561929,16.0,15.3,0.7,0.0,medio,bajo,Bienestar relativo con producto medio,25.582,Cruce PIBpc estimado 2021 en USD constantes de 2017 con pobreza NBI 2024
Santa Cruz,Quirusillas,1733,3062.994013,6954456.326246598,2270.4766303513024,33.7,30.4,3.3,0.0,bajo,bajo,"Bajo producto, menor pobreza relativa",28.4411,Cruce PIBpc estimado 2021 en USD constantes de 2017 con pobreza NBI 2024
Santa Cruz,La Guardia,1704,130252.513771,273788621.5866844,2101.983398709824,16.9,16.4,0.4,0.0,bajo,bajo,"Bajo producto, menor pobreza relativa",17.0348,Cruce PIBpc estimado 2021 en USD constantes de 2017 con pobreza NBI 2024
Santa Cruz,Moromoro,1727,2786.477185,9977123.843915837,3580.551061542838,43.0,38.9,4.1,0.0,alto,medio,Producto alto con mejor bienestar relativo,50.3999,Cruce PIBpc estimado 2021 en USD constantes de 2017 con pobreza NBI 2024
Santa Cruz,El Torno,1705,54120.031322,57591450.89927666,1064.1429705884027,25.3,23.8,1.4,0.0,bajo,bajo,"Bajo producto, menor pobreza relativa",13.915,Cruce PIBpc estimado 2021 en USD constantes de 2017 con pobreza NBI 2024
Santa Cruz,Samaipata,1730,11484.278223,27333807.247702897,2380.1066743157367,27.4,24.3,3.1,0.0,bajo,bajo,"Bajo producto, menor pobreza relativa",26.3857,Cruce PIBpc estimado 2021 en USD constantes de 2017 con pobreza NBI 2024
Santa Cruz,Cuatro Cañadas,1755,24631.848786,82191271.73583917,3336.788580120534,29.3,27.8,1.6,0.0,medio,bajo,Bienestar relativo con producto medio,39.7309,Cruce PIBpc estimado 2021 en USD constantes de 2017 con pobreza NBI 2024
Santa Cruz,San Ramón,1750,8265.173904,16691437.408843745,2019.4901646464737,38.7,36.0,2.6,0.0,bajo,bajo,"Bajo producto, menor pobreza relativa",27.9642,Cruce PIBpc estimado 2021 en USD constantes de 2017 con pobreza NBI 2024
Santa Cruz,Cotoca,1702,90606.674294,163661575.8628003,1806.2860946904348,23.3,22.4,0.9,0.0,bajo,bajo,"Bajo producto, menor pobreza relativa",16.753,Cruce PIBpc estimado 2021 en USD constantes de 2017 con pobreza NBI 2024
Santa Cruz,Saipina,1742,6358.723584,12807913.961886631,2014.2271939236368,34.7,31.7,2.8,0.1,bajo,bajo,"Bajo producto, menor pobreza relativa",25.6965,Cruce PIBpc estimado 2021 en USD constantes de 2017 con pobreza NBI 2024
Cochabamba,Omereque,1309,6418.501021,14477256.13853589,2255.550959979626,44.7,40.9,3.9,0.0,bajo,medio,"Bajo producto, menor pobreza relativa",34.2992,Cruce PIBpc estimado 2021 en USD constantes de 2017 con pobreza NBI 2024
Santa Cruz,Cuevo,1721,5262.797422,8222119.22596874,1562.3096551923372,33.1,31.8,1.4,0.0,bajo,bajo,"Bajo producto, menor pobreza relativa",19.0061,Cruce PIBpc estimado 2021 en USD constantes de 2017 con pobreza NBI 2024
Chuquisaca,Huacaya,,2545.498673,5288653.299813206,2077.6492070992945,,,,,bajo,sin_dato,Sin dato,,Cruce PIBpc estimado 2021 en USD constantes de 2017 con pobreza NBI 2024
Chuquisaca,Macharetí,1128,7280.322348,43504595.21056028,5975.641342477149,47.7,42.4,5.2,0.0,alto,medio,Producto alto con mejor bienestar relativo,71.235,Cruce PIBpc estimado 2021 en USD constantes de 2017 con pobreza NBI 2024
Santa Cruz,Porongo,1703,20862.618624,59604193.52789213,2856.985242498876,17.3,15.7,1.5,0.0,medio,bajo,Bienestar relativo con producto medio,26.962,Cruce PIBpc estimado 2021 en USD constantes de 2017 con pobreza NBI 2024
Santa Cruz,San Javier,1738,14560.341027,35181384.8109944,2416.247308047916,47.6,44.2,3.3,0.1,bajo,medio,"Bajo producto, menor pobreza relativa",37.9603,Cruce PIBpc estimado 2021 en USD constantes de 2017 con pobreza NBI 2024
Cochabamba,Villa Tunari,1314,87573.215423,144623410.6450042,1651.4571258639032,56.1,47.4,8.4,0.3,bajo,medio,"Bajo producto, menor pobreza relativa",32.8023,Cruce PIBpc estimado 2021 en USD constantes de 2017 con pobreza NBI 2024
Cochabamba,Chimoré,1334,25944.366105,34585701.461444885,1333.0717475280917,44.7,39.2,5.4,0.1,bajo,medio,"Bajo producto, menor pobreza relativa",24.585,Cruce PIBpc estimado 2021 en USD constantes de 2017 con pobreza NBI 2024
Cochabamba,Tiraque,1341,19128.501436,56120679.96682234,2933.877499769162,58.3,50.0,8.1,0.2,medio,medio,Situación intermedia,50.5006,Cruce PIBpc estimado 2021 en USD constantes de 2017 con pobreza NBI 2024
Cochabamba,Shinahota,1347,25428.505883,32729809.831042483,1287.13067066817,41.1,35.5,5.5,0.1,bajo,medio,"Bajo producto, menor pobreza relativa",22.605,Cruce PIBpc estimado 2021 en USD constantes de 2017 con pobreza NBI 2024
Chuquisaca,Culpina,1124,15521.520993,32738293.9159399,2109.2194464458003,65.7,50.7,14.6,0.5,bajo,alto,Rezago estructural,43.9678,Cruce PIBpc estimado 2021 en USD constantes de 2017 con pobreza NBI 2024
Chuquisaca,Incahuasi,1121,15550.683765,29262325.15969584,1881.7388098510328,73.1,48.7,23.0,1.4,bajo,alto,Rezago estructural,45.1131,Cruce PIBpc estimado 2021 en USD constantes de 2017 con pobreza NBI 2024
Santa Cruz,San Juan,1752,9937.813,35952649.84210828,3617.7627656224977,28.0,24.8,3.1,0.1,alto,bajo,Producto alto con mejor bienestar relativo,42.6284,Cruce PIBpc estimado 2021 en USD constantes de 2017 con pobreza NBI 2024
Potosí,Tinguipaya,1502,28496.310245,33458598.41459341,1174.1379191447154,90.7,68.4,21.7,0.6,bajo,alto,Rezago estructural,49.885,Cruce PIBpc estimado 2021 en USD constantes de 2017 con pobreza NBI 2024
Santa Cruz,Montero,1734,122301.464098,406576193.8520833,3324.3771597586024,16.1,15.7,0.4,0.0,medio,bajo,Bienestar relativo con producto medio,32.3113,Cruce PIBpc estimado 2021 en USD constantes de 2017 con pobreza NBI 2024
Beni,Baures,1818,7074.194378,16260838.755090931,2298.6135078125394,53.5,45.7,7.7,0.1,bajo,medio,"Bajo producto, menor pobreza relativa",39.6929,Cruce PIBpc estimado 2021 en USD constantes de 2017 con pobreza NBI 2024
Santa Cruz,Ascención de Guarayos,1745,32172.676776,66064333.23932538,2053.4298000305143,52.6,47.0,5.5,0.1,bajo,medio,"Bajo producto, menor pobreza relativa",36.0455,Cruce PIBpc estimado 2021 en USD constantes de 2017 con pobreza NBI 2024
Beni,San Andrés,1813,14739.06782,34373615.25744861,2332.1430959212576,62.6,52.7,9.5,0.5,bajo,alto,Rezago estructural,45.129,Cruce PIBpc estimado 2021 en USD constantes de 2017 con pobreza NBI 2024
Beni,Loreto,1812,4154.201884,30930053.616939142,7445.48639642,62.5,50.3,11.7,0.5,alto,alto,Producto alto con rezago social,79.375,Cruce PIBpc estimado 2021 en USD constantes de 2017 con pobreza NBI 2024
Cochabamba,Vacas,1337,8538.717475,23875841.49258949,2796.185909990896,63.9,56.1,7.6,0.1,medio,alto,Producto medio con rezago social,51.8102,Cruce PIBpc estimado 2021 en USD constantes de 2017 con pobreza NBI 2024
Cochabamba,Pocona,1333,11862.24334,36886470.318236336,3109.569519140148,64.5,56.1,8.1,0.2,medio,alto,Producto medio con rezago social,56.1695,Cruce PIBpc estimado 2021 en USD constantes de 2017 con pobreza NBI 2024
Santa Cruz,Okinawa Uno,1748,11092.812938,193026856.82368267,17401.07382123249,23.8,23.2,0.6,0.0,alto,bajo,Producto alto con mejor bienestar relativo,58.09,Cruce PIBpc estimado 2021 en USD constantes de 2017 con pobreza NBI 2024
Santa Cruz,Warnes,1706,135142.903815,371645968.5386823,2750.022073288849,21.1,20.4,0.7,0.0,medio,bajo,Bienestar relativo con producto medio,27.6767,Cruce PIBpc estimado 2021 en USD constantes de 2017 con pobreza NBI 2024
Santa Cruz,General Saavedra,1735,15965.50642,52883944.56477762,3312.387541861318,34.9,33.6,1.3,0.0,medio,bajo,Bienestar relativo con producto medio,42.4971,Cruce PIBpc estimado 2021 en USD constantes de 2017 con pobreza NBI 2024
Santa Cruz,Fernández Alonso,1753,14735.133171,54063841.93991505,3669.043320532365,28.3,25.6,1.8,0.9,alto,bajo,Producto alto con mejor bienestar relativo,43.4527,Cruce PIBpc estimado 2021 en USD constantes de 2017 con pobreza NBI 2024
Santa Cruz,Mineros,1736,23145.169635,86801095.29849067,3750.289873342639,23.8,22.7,1.1,0.0,alto,bajo,Producto alto con mejor bienestar relativo,42.0223,Cruce PIBpc estimado 2021 en USD constantes de 2017 con pobreza NBI 2024
Santa Cruz,Pampa Grande,1731,9566.066716,25021584.973861314,2615.660722141457,32.4,28.3,4.0,0.1,medio,bajo,Bienestar relativo con producto medio,32.1642,Cruce PIBpc estimado 2021 en USD constantes de 2017 con pobreza NBI 2024
Santa Cruz,Mairana,1732,12040.767087,25874553.519740164,2148.912385174692,33.5,28.6,4.7,0.2,bajo,bajo,"Bajo producto, menor pobreza relativa",26.7682,Cruce PIBpc estimado 2021 en USD constantes de 2017 con pobreza NBI 2024
Cochabamba,Puerto Villarroel,1335,59539.960932,55930178.369402245,939.3721039365728,44.1,38.9,5.2,0.1,bajo,medio,"Bajo producto, menor pobreza relativa",24.255,Cruce PIBpc estimado 2021 en USD constantes de 2017 con pobreza NBI 2024
Santa Cruz,Colpa Bélgica,1756,6022.440366,25406743.733170472,4218.679171317517,26.8,26.2,0.5,0.0,alto,bajo,Producto alto con mejor bienestar relativo,49.6944,Cruce PIBpc estimado 2021 en USD constantes de 2017 con pobreza NBI 2024
Santa Cruz,Puerto Suarez,1743,17990.996417,85162814.94303355,4733.635256639132,17.7,16.2,1.5,0.0,alto,bajo,Producto alto con mejor bienestar relativo,51.3103,Cruce PIBpc estimado 2021 en USD constantes de 2017 con pobreza NBI 2024
Santa Cruz,El Carmen Rivero Tórrez,1751,8119.144028,66451393.597074986,8184.531936927542,42.1,37.9,4.1,0.1,alto,medio,Producto alto con mejor bienestar relativo,68.155,Cruce PIBpc estimado 2021 en USD constantes de 2017 con pobreza NBI 2024
Santa Cruz,San Matías,1740,15145.793288,63834777.26160309,4214.686946340086,43.7,41.0,2.7,0.0,alto,medio,Producto alto con mejor bienestar relativo,58.9381,Cruce PIBpc estimado 2021 en USD constantes de 2017 con pobreza NBI 2024
Cochabamba,Ayopaya,1310,22261.832966,36895252.46113784,1657.3321934802605,74.2,55.3,18.0,0.8,bajo,alto,Rezago estructural,42.8328,Cruce PIBpc estimado 2021 en USD constantes de 2017 con pobreza NBI 2024
Santa Cruz,San Ignacio,1707,63068.2106,211266660.4069248,3349.8121858214777,53.8,47.6,6.2,0.1,medio,medio,Situación intermedia,53.3733,Cruce PIBpc estimado 2021 en USD constantes de 2017 con pobreza NBI 2024
Santa Cruz,Urubicha,1746,6669.703968,32181526.75262985,4825.0307518569925,48.1,44.6,3.3,0.2,alto,medio,Producto alto con mejor bienestar relativo,69.2054,Cruce PIBpc estimado 2021 en USD constantes de 2017 con pobreza NBI 2024
Beni,Trinidad,1801,122698.171646,296924329.3436845,2419.95724436124,28.9,27.9,0.9,0.0,bajo,bajo,"Bajo producto, menor pobreza relativa",27.723,Cruce PIBpc estimado 2021 en USD constantes de 2017 con pobreza NBI 2024
Beni,San Ignacio,1811,63068.2106,59509683.23636828,943.5765288077064,54.4,45.4,8.3,0.8,bajo,medio,"Bajo producto, menor pobreza relativa",29.92,Cruce PIBpc estimado 2021 en USD constantes de 2017 con pobreza NBI 2024
Beni,San Javier,1802,14560.341027,30319323.86412539,2082.322371961664,65.0,53.8,10.9,0.3,bajo,alto,Rezago estructural,43.237,Cruce PIBpc estimado 2021 en USD constantes de 2017 con pobreza NBI 2024
Santa Cruz,San Pedro,1754,16130.295758,71735754.7136696,4447.2684065775575,24.2,23.4,0.9,0.0,alto,bajo,Producto alto con mejor bienestar relativo,51.2035,Cruce PIBpc estimado 2021 en USD constantes de 2017 con pobreza NBI 2024
Santa Cruz,San Antonio de Lomerio,1749,6393.050479,26979111.663181607,4220.068612349774,50.4,49.0,1.4,0.0,alto,medio,Producto alto con mejor bienestar relativo,62.6923,Cruce PIBpc estimado 2021 en USD constantes de 2017 con pobreza NBI 2024
Cochabamba,Pojo,1332,11412.518117,32056120.94801134,2808.8560841526496,69.0,52.8,15.7,0.5,medio,alto,Producto medio con rezago social,54.7781,Cruce PIBpc estimado 2021 en USD constantes de 2017 con pobreza NBI 2024
Cochabamba,Entre Ríos,1345,21140.216233,99274967.63548727,4696.024229015415,41.3,35.1,6.1,0.1,alto,medio,Producto alto con mejor bienestar relativo,63.8067,Cruce PIBpc estimado 2021 en USD constantes de 2017 con pobreza NBI 2024
Cochabamba,Colomi,1313,21175.508973,39978558.54716636,1887.9621075026216,50.9,41.8,8.7,0.4,bajo,medio,"Bajo producto, menor pobreza relativa",32.9831,Cruce PIBpc estimado 2021 en USD constantes de 2017 con pobreza NBI 2024
Cochabamba,Alalay,1344,3495.635984,8685146.836133383,2484.568438092183,86.1,65.0,20.2,0.9,bajo,alto,Rezago estructural,60.0137,Cruce PIBpc estimado 2021 en USD constantes de 2017 con pobreza NBI 2024
Cochabamba,Vila Vila,1343,5296.942833,12718797.057442188,2401.158075323989,82.6,52.5,27.3,2.8,bajo,alto,Rezago estructural,57.0163,Cruce PIBpc estimado 2021 en USD constantes de 2017 con pobreza NBI 2024
La Paz,Ixiamas,1267,11694.745847,35988915.99678861,3077.357684060423,60.1,51.1,8.7,0.3,medio,alto,Producto medio con rezago social,53.3353,Cruce PIBpc estimado 2021 en USD constantes de 2017 con pobreza NBI 2024
La Paz,Ayata,1236,8870.104548,14368786.37479329,1619.911726681656,76.0,63.6,12.1,0.4,bajo,alto,Rezago estructural,43.3417,Cruce PIBpc estimado 2021 en USD constantes de 2017 con pobreza NBI 2024
Potosí,Uyuni,1530,33813.006014,102481433.7827796,3030.8288396543185,29.7,27.4,2.3,0.0,medio,bajo,Bienestar relativo con producto medio,36.0171,Cruce PIBpc estimado 2021 en USD constantes de 2017 con pobreza NBI 2024
La Paz,Waldo Ballivian,1243,6067.308995,6085952.731877944,1003.0728181491576,55.9,52.2,3.6,0.1,bajo,medio,"Bajo producto, menor pobreza relativa",30.745,Cruce PIBpc estimado 2021 en USD constantes de 2017 con pobreza NBI 2024
Oruro,Curahuara de Carangas,1416,5944.653077,9392657.563857237,1580.017780940088,72.9,61.0,11.8,0.1,bajo,alto,Rezago estructural,41.1238,Cruce PIBpc estimado 2021 en USD constantes de 2017 con pobreza NBI 2024
Beni,San Joaquín,1814,6835.087903,20458445.586038563,2993.150325993777,36.1,33.5,2.7,0.0,medio,bajo,Bienestar relativo con producto medio,39.0526,Cruce PIBpc estimado 2021 en USD constantes de 2017 con pobreza NBI 2024
Oruro,Choquecota,1415,2321.499933,4743425.609347603,2043.258990242796,77.2,73.6,3.5,0.1,bajo,alto,Rezago estructural,49.4448,Cruce PIBpc estimado 2021 en USD constantes de 2017 con pobreza NBI 2024
La Paz,Cajuata,1220,14092.044409,21077180.120278034,1495.6793711412497,45.0,41.3,3.8,0.0,bajo,medio,"Bajo producto, menor pobreza relativa",24.75,Cruce PIBpc estimado 2021 en USD constantes de 2017 con pobreza NBI 2024
La Paz,Inquisivi,1218,17598.272533,29348305.385521337,1667.681036926353,79.8,63.6,15.8,0.4,bajo,alto,Rezago estructural,46.0459,Cruce PIBpc estimado 2021 en USD constantes de 2017 con pobreza NBI 2024
La Paz,Irupana,1257,21606.480951,39398108.63098584,1823.4393985529284,54.8,48.8,5.9,0.1,bajo,medio,"Bajo producto, menor pobreza relativa",34.2985,Cruce PIBpc estimado 2021 en USD constantes de 2017 con pobreza NBI 2024
La Paz,Chulumani,1256,18181.80148,34131672.31093176,1877.243701556922,37.1,34.9,2.2,0.0,bajo,bajo,"Bajo producto, menor pobreza relativa",25.2553,Cruce PIBpc estimado 2021 en USD constantes de 2017 con pobreza NBI 2024
Oruro,Poopó,1408,8759.286059,9855161.823068583,1125.1101695994278,33.1,28.6,4.5,0.1,bajo,bajo,"Bajo producto, menor pobreza relativa",18.205,Cruce PIBpc estimado 2021 en USD constantes de 2017 con pobreza NBI 2024
Beni,San Ramón,1815,8265.173904,20639528.67971531,2497.1681078550832,38.0,34.8,3.2,0.1,bajo,bajo,"Bajo producto, menor pobreza relativa",33.7207,Cruce PIBpc estimado 2021 en USD constantes de 2017 con pobreza NBI 2024
La Paz,Tiahuanacu,1208,13267.643074,32523115.216283377,2451.3106837527093,58.2,49.2,9.0,0.0,bajo,medio,"Bajo producto, menor pobreza relativa",44.2411,Cruce PIBpc estimado 2021 en USD constantes de 2017 con pobreza NBI 2024
La Paz,Puerto Acosta,1246,13275.429538,23991143.42489868,1807.1839676152529,76.1,55.0,20.5,0.6,bajo,alto,Rezago estructural,45.8045,Cruce PIBpc estimado 2021 en USD constantes de 2017 con pobreza NBI 2024
La Paz,Escoma,1283,8391.709562,13484439.697900796,1606.876357954282,68.5,55.9,12.1,0.6,bajo,alto,Rezago estructural,39.0491,Cruce PIBpc estimado 2021 en USD constantes de 2017 con pobreza NBI 2024
La Paz,Charaña,1242,3952.743589,21354276.67452826,5402.393601331792,69.2,51.2,17.7,0.3,alto,alto,Producto alto con rezago social,83.06,Cruce PIBpc estimado 2021 en USD constantes de 2017 con pobreza NBI 2024
La Paz,Achacachi,1224,46954.355079,88615028.09423363,1887.2589761856764,45.5,39.6,5.8,0.1,bajo,medio,"Bajo producto, menor pobreza relativa",30.004,Cruce PIBpc estimado 2021 en USD constantes de 2017 con pobreza NBI 2024
La Paz,Taraco,1280,7293.967665,9867456.171269571,1352.8242273753049,59.2,52.8,6.3,0.1,bajo,medio,"Bajo producto, menor pobreza relativa",32.56,Cruce PIBpc estimado 2021 en USD constantes de 2017 con pobreza NBI 2024
La Paz,La (Marka) San Andrés de Machaca,1278,7444.434552,22396482.62037918,3008.486737765524,74.7,65.9,8.6,0.3,medio,alto,Producto medio con rezago social,60.4798,Cruce PIBpc estimado 2021 en USD constantes de 2017 con pobreza NBI 2024
Oruro,Challapata,1404,33673.855686,49918934.25358986,1482.4240716150614,60.0,47.8,11.8,0.4,bajo,alto,Rezago estructural,33.0,Cruce PIBpc estimado 2021 en USD constantes de 2017 con pobreza NBI 2024
Oruro,Escara,1419,4228.99858,10877307.975521415,2572.0765256616023,46.9,38.1,8.8,0.1,medio,medio,Situación intermedia,39.5788,Cruce PIBpc estimado 2021 en USD constantes de 2017 con pobreza NBI 2024
Oruro,Totora,1413,6341.321583,8574271.714502133,1352.1269346859951,78.5,65.1,13.3,0.1,bajo,alto,Rezago estructural,43.175,Cruce PIBpc estimado 2021 en USD constantes de 2017 con pobreza NBI 2024
Oruro,Turco,1417,5647.891205,11227012.3795188,1987.823768522556,73.0,61.5,11.3,0.1,bajo,alto,Rezago estructural,46.422,Cruce PIBpc estimado 2021 en USD constantes de 2017 con pobreza NBI 2024
Oruro,Coipasa,1432,1258.667238,1902984.8707989813,1511.9046664016864,39.5,38.8,0.8,0.0,bajo,bajo,"Bajo producto, menor pobreza relativa",21.8781,Cruce PIBpc estimado 2021 en USD constantes de 2017 con pobreza NBI 2024
Oruro,Chipaya,,2261.587634,3585445.798957634,1585.3667327929113,,,,,bajo,sin_dato,Sin dato,,Cruce PIBpc estimado 2021 en USD constantes de 2017 con pobreza NBI 2024
Potosí,Chayanta,1506,16047.932013,51486972.9865657,3208.324471020645,57.4,49.4,7.8,0.1,medio,medio,Situación intermedia,53.5342,Cruce PIBpc estimado 2021 en USD constantes de 2017 con pobreza NBI 2024
Oruro,Salinas de Garcí Mendoza,,14805.716862,27753570.38243838,1874.5171640043336,,,,,bajo,sin_dato,Sin dato,,Cruce PIBpc estimado 2021 en USD constantes de 2017 con pobreza NBI 2024
Potosí,Atocha,1520,9992.545757,28323578.074097514,2834.470690635384,11.5,9.8,1.6,0.0,medio,bajo,Bienestar relativo con producto medio,23.4825,Cruce PIBpc estimado 2021 en USD constantes de 2017 con pobreza NBI 2024
Potosí,San Pedro de Quemes,1522,1457.685143,5247639.675033432,3599.9815869234963,24.7,21.5,3.1,0.0,alto,bajo,Producto alto con mejor bienestar relativo,40.5848,Cruce PIBpc estimado 2021 en USD constantes de 2017 con pobreza NBI 2024
Santa Cruz,San Julián,1739,45523.041128,140570103.09848574,3087.889113205229,34.5,32.1,2.4,0.0,medio,bajo,Bienestar relativo con producto medio,39.3907,Cruce PIBpc estimado 2021 en USD constantes de 2017 con pobreza NBI 2024
Santa Cruz,El Puente,1747,9951.01912,52280689.925349854,5253.802579643549,60.1,51.4,8.5,0.2,alto,alto,Producto alto con rezago social,78.055,Cruce PIBpc estimado 2021 en USD constantes de 2017 con pobreza NBI 2024
Santa Cruz,Comarapa,1741,16866.71788,52075438.941310346,3087.4672423322854,39.9,35.4,4.4,0.1,medio,bajo,Bienestar relativo con producto medio,42.3553,Cruce PIBpc estimado 2021 en USD constantes de 2017 con pobreza NBI 2024
Tarija,Bermejo,1603,36337.713451,128508447.15234996,3536.503399622916,17.0,16.4,0.6,0.0,alto,bajo,Producto alto con mejor bienestar relativo,35.5336,Cruce PIBpc estimado 2021 en USD constantes de 2017 con pobreza NBI 2024
Chuquisaca,Villa Charcas,1129,14727.699122,25098582.142644737,1704.1753728302533,67.5,50.0,16.2,1.3,bajo,alto,Rezago estructural,39.7501,Cruce PIBpc estimado 2021 en USD constantes de 2017 con pobreza NBI 2024
Tarija,Entre Ríos,1611,21140.216233,88749829.4572629,4198.151451255791,43.1,39.5,3.5,0.0,alto,medio,Producto alto con mejor bienestar relativo,58.3955,Cruce PIBpc estimado 2021 en USD constantes de 2017 con pobreza NBI 2024
Potosí,Uncía,1505,22578.651001,52022345.97539432,2304.050227521572,51.0,43.0,7.8,0.2,bajo,medio,"Bajo producto, menor pobreza relativa",38.3878,Cruce PIBpc estimado 2021 en USD constantes de 2017 con pobreza NBI 2024
La Paz,Mecapaca,1203,19180.235158,47084689.9376072,2454.854674666275,42.1,35.4,6.7,0.1,bajo,medio,"Bajo producto, menor pobreza relativa",35.4317,Cruce PIBpc estimado 2021 en USD constantes de 2017 con pobreza NBI 2024
Cochabamba,Pasorapa,1308,6567.498957,21257849.822021592,3236.825762685713,53.0,46.9,6.0,0.1,medio,medio,Situación intermedia,51.4806,Cruce PIBpc estimado 2021 en USD constantes de 2017 con pobreza NBI 2024
Potosí,Villazón,1537,48192.05567,175763144.85318,3647.139396910977,21.6,19.7,1.8,0.0,alto,bajo,Producto alto con mejor bienestar relativo,39.4861,Cruce PIBpc estimado 2021 en USD constantes de 2017 con pobreza NBI 2024
Tarija,Padcaya,1602,18029.179603,61107728.20339739,3389.3793033471457,43.3,39.9,3.4,0.0,medio,medio,Situación intermedia,48.107,Cruce PIBpc estimado 2021 en USD constantes de 2017 con pobreza NBI 2024
La Paz,Charazani,1269,15028.198292,29793141.977180146,1982.4826235146447,73.7,61.2,12.1,0.3,bajo,alto,Rezago estructural,46.7383,Cruce PIBpc estimado 2021 en USD constantes de 2017 con pobreza NBI 2024
Cochabamba,Mizque,1342,27685.204494,51528427.1012637,1861.2261691177168,51.9,42.7,8.9,0.3,bajo,medio,"Bajo producto, menor pobreza relativa",33.1893,Cruce PIBpc estimado 2021 en USD constantes de 2017 con pobreza NBI 2024
Santa Cruz,Postrervalle,1728,1937.036413,6013086.927664407,3104.2714986433703,36.1,28.6,7.5,0.0,medio,bajo,Bienestar relativo con producto medio,40.4813,Cruce PIBpc estimado 2021 en USD constantes de 2017 con pobreza NBI 2024
Santa Cruz,Cabezas,1720,31191.840818,83357490.0391248,2672.413293120363,42.8,39.6,3.2,0.0,medio,medio,Situación intermedia,38.6139,Cruce PIBpc estimado 2021 en USD constantes de 2017 con pobreza NBI 2024
Santa Cruz,San Miguel,1708,14149.662363,33501061.0671114,2367.622647633931,56.1,47.4,8.3,0.4,bajo,medio,"Bajo producto, menor pobreza relativa",42.0101,Cruce PIBpc estimado 2021 en USD constantes de 2017 con pobreza NBI 2024
Santa Cruz,San Rafael,1709,8071.184802,14634086.391123949,1813.127409352826,63.3,51.3,11.6,0.5,bajo,alto,Rezago estructural,38.8409,Cruce PIBpc estimado 2021 en USD constantes de 2017 con pobreza NBI 2024
Cochabamba,TIOC Raqaypampa,,7787.912275,6664154.944430048,855.7049321288839,,,,,bajo,sin_dato,Sin dato,,Cruce PIBpc estimado 2021 en USD constantes de 2017 con pobreza NBI 2024
