file,filename,codigo_entidad,nombre_entidad,filas,tiene_total_general,status,error
data\raw\sigep_2026\recursos_por_rubro\2026_1734_Gobierno_Autónomo_Municipal_de_Montero_recursos_por_rubro.pdf,2026_1734_Gobierno_Autónomo_Municipal_de_Montero_recursos_por_rubro.pdf,1734,Gobierno Autónomo Municipal de Montero,37,True,ok,
data\raw\sigep_2026\recursos_por_rubro\2026_1735_Gobierno_Autónomo_Municipal_de_General_Agustín_Saavedra_recursos_por_rubro.pdf,2026_1735_Gobierno_Autónomo_Municipal_de_General_Agustín_Saavedra_recursos_por_rubro.pdf,1735,Gobierno Autónomo Municipal de General Agustín Saavedra,33,True,ok,
data\raw\sigep_2026\recursos_por_rubro\2026_1736_Gobierno_Autónomo_Municipal_de_Mineros_recursos_por_rubro.pdf,2026_1736_Gobierno_Autónomo_Municipal_de_Mineros_recursos_por_rubro.pdf,1736,Gobierno Autónomo Municipal de Mineros,26,True,ok,
data\raw\sigep_2026\recursos_por_rubro\2026_1737_Gobierno_Autónomo_Municipal_de_Concepción_recursos_por_rubro.pdf,2026_1737_Gobierno_Autónomo_Municipal_de_Concepción_recursos_por_rubro.pdf,1737,Gobierno Autónomo Municipal de Concepción,30,True,ok,
data\raw\sigep_2026\recursos_por_rubro\2026_1738_Gobierno_Autónomo_Municipal_de_San_Javier_recursos_por_rubro.pdf,2026_1738_Gobierno_Autónomo_Municipal_de_San_Javier_recursos_por_rubro.pdf,1738,Gobierno Autónomo Municipal de San Javier,32,True,ok,
data\raw\sigep_2026\recursos_por_rubro\2026_1739_Gobierno_Autónomo_Municipal_de_San_Julián_recursos_por_rubro.pdf,2026_1739_Gobierno_Autónomo_Municipal_de_San_Julián_recursos_por_rubro.pdf,1739,Gobierno Autónomo Municipal de San Julián,41,True,ok,
data\raw\sigep_2026\recursos_por_rubro\2026_1740_Gobierno_Autónomo_Municipal_de_San_Matías_recursos_por_rubro.pdf,2026_1740_Gobierno_Autónomo_Municipal_de_San_Matías_recursos_por_rubro.pdf,1740,Gobierno Autónomo Municipal de San Matías,23,True,ok,
data\raw\sigep_2026\recursos_por_rubro\2026_1741_Gobierno_Autónomo_Municipal_de_Comarapa_recursos_por_rubro.pdf,2026_1741_Gobierno_Autónomo_Municipal_de_Comarapa_recursos_por_rubro.pdf,1741,Gobierno Autónomo Municipal de Comarapa,31,True,ok,
data\raw\sigep_2026\recursos_por_rubro\2026_1742_Gobierno_Autónomo_Municipal_de_Saipina_recursos_por_rubro.pdf,2026_1742_Gobierno_Autónomo_Municipal_de_Saipina_recursos_por_rubro.pdf,1742,Gobierno Autónomo Municipal de Saipina,36,True,ok,
data\raw\sigep_2026\recursos_por_rubro\2026_1743_Gobierno_Autónomo_Municipal_de_Puerto_Suárez_recursos_por_rubro.pdf,2026_1743_Gobierno_Autónomo_Municipal_de_Puerto_Suárez_recursos_por_rubro.pdf,1743,Gobierno Autónomo Municipal de Puerto Suárez,25,True,ok,
data\raw\sigep_2026\recursos_por_rubro\2026_1744_Gobierno_Autónomo_Municipal_de_Puerto_Quijarro_recursos_por_rubro.pdf,2026_1744_Gobierno_Autónomo_Municipal_de_Puerto_Quijarro_recursos_por_rubro.pdf,1744,Gobierno Autónomo Municipal de Puerto Quijarro,31,True,ok,
data\raw\sigep_2026\recursos_por_rubro\2026_1745_Gobierno_Autónomo_Municipal_de_Ascención_de_Guarayos_recursos_por_rubro.pdf,2026_1745_Gobierno_Autónomo_Municipal_de_Ascención_de_Guarayos_recursos_por_rubro.pdf,1745,Gobierno Autónomo Municipal de Ascención de Guarayos,34,True,ok,
data\raw\sigep_2026\recursos_por_rubro\2026_1746_Gobierno_Autónomo_Municipal_de_Urubicha_recursos_por_rubro.pdf,2026_1746_Gobierno_Autónomo_Municipal_de_Urubicha_recursos_por_rubro.pdf,1746,Gobierno Autónomo Municipal de Urubicha,16,True,ok,
data\raw\sigep_2026\recursos_por_rubro\2026_1747_Gobierno_Autónomo_Municipal_de_El_Puente_recursos_por_rubro.pdf,2026_1747_Gobierno_Autónomo_Municipal_de_El_Puente_recursos_por_rubro.pdf,1747,Gobierno Autónomo Municipal de El Puente,24,True,ok,
data\raw\sigep_2026\recursos_por_rubro\2026_1748_Gobierno_Autónomo_Municipal_de_Okinawa_Uno_recursos_por_rubro.pdf,2026_1748_Gobierno_Autónomo_Municipal_de_Okinawa_Uno_recursos_por_rubro.pdf,1748,Gobierno Autónomo Municipal de Okinawa Uno,26,True,ok,
data\raw\sigep_2026\recursos_por_rubro\2026_1749_Gobierno_Autónomo_Municipal_de_San_Antonio_de_Lomerio_recursos_por_rubro.pdf,2026_1749_Gobierno_Autónomo_Municipal_de_San_Antonio_de_Lomerio_recursos_por_rubro.pdf,1749,Gobierno Autónomo Municipal de San Antonio de Lomerio,20,True,ok,
data\raw\sigep_2026\recursos_por_rubro\2026_1750_Gobierno_Autónomo_Municipal_de_San_Ramón_recursos_por_rubro.pdf,2026_1750_Gobierno_Autónomo_Municipal_de_San_Ramón_recursos_por_rubro.pdf,1750,Gobierno Autónomo Municipal de San Ramón,35,True,ok,
data\raw\sigep_2026\recursos_por_rubro\2026_1751_Gobierno_Autónomo_Municipal_de_El_Carmen_Rivero_Tórrez_recursos_por_rubro.pdf,2026_1751_Gobierno_Autónomo_Municipal_de_El_Carmen_Rivero_Tórrez_recursos_por_rubro.pdf,1751,Gobierno Autónomo Municipal de El Carmen Rivero Tórrez,39,True,ok,
data\raw\sigep_2026\recursos_por_rubro\2026_1752_Gobierno_Autónomo_Municipal_de_San_Juan_recursos_por_rubro.pdf,2026_1752_Gobierno_Autónomo_Municipal_de_San_Juan_recursos_por_rubro.pdf,1752,Gobierno Autónomo Municipal de San Juan,34,True,ok,
data\raw\sigep_2026\recursos_por_rubro\2026_1753_Gobierno_Autónomo_Municipal_de_Fernández_Alonso_recursos_por_rubro.pdf,2026_1753_Gobierno_Autónomo_Municipal_de_Fernández_Alonso_recursos_por_rubro.pdf,1753,Gobierno Autónomo Municipal de Fernández Alonso,27,True,ok,
data\raw\sigep_2026\recursos_por_rubro\2026_1754_Gobierno_Autónomo_Municipal_de_San_Pedro_recursos_por_rubro.pdf,2026_1754_Gobierno_Autónomo_Municipal_de_San_Pedro_recursos_por_rubro.pdf,1754,Gobierno Autónomo Municipal de San Pedro,24,True,ok,
data\raw\sigep_2026\recursos_por_rubro\2026_1755_Gobierno_Autónomo_Municipal_de_Cuatro_Cañadas_recursos_por_rubro.pdf,2026_1755_Gobierno_Autónomo_Municipal_de_Cuatro_Cañadas_recursos_por_rubro.pdf,1755,Gobierno Autónomo Municipal de Cuatro Cañadas,33,True,ok,
