gestion,codigo_entidad,nombre_entidad,objeto_gasto,objeto_padre,nivel_objeto,descripcion,entidad_transferencia,file,fuente_columna,monto
2026,1265,Gobierno Autónomo Municipal de Coroico,2.5.2.20,2.5.2,4,CONSULTORES INDIVIDUALES DE LÍNEA,0000,data\raw\sigep_2026\objeto_gasto_fuente_total_gastos\2026_1265_Gobierno_Autónomo_Municipal_de_Coroico_objeto_gasto_fuente_total_gastos.pdf,monto_11_ot_gob,2196400
2026,1265,Gobierno Autónomo Municipal de Coroico,2.5.3,2.5,3,Comisiones y Gastos Bancarios,0000,data\raw\sigep_2026\objeto_gasto_fuente_total_gastos\2026_1265_Gobierno_Autónomo_Municipal_de_Coroico_objeto_gasto_fuente_total_gastos.pdf,monto_11_ot_gob,5408
2026,1265,Gobierno Autónomo Municipal de Coroico,2.5.5,2.5,3,Publicidad,0000,data\raw\sigep_2026\objeto_gasto_fuente_total_gastos\2026_1265_Gobierno_Autónomo_Municipal_de_Coroico_objeto_gasto_fuente_total_gastos.pdf,monto_11_ot_gob,8000
2026,1265,Gobierno Autónomo Municipal de Coroico,2.5.6,2.5,3,"Servicios de Imprenta, Fotocopiado y Fotográficos",0000,data\raw\sigep_2026\objeto_gasto_fuente_total_gastos\2026_1265_Gobierno_Autónomo_Municipal_de_Coroico_objeto_gasto_fuente_total_gastos.pdf,monto_11_ot_gob,107000
2026,1265,Gobierno Autónomo Municipal de Coroico,2.5.9,2.5,3,Servicios Manuales,0000,data\raw\sigep_2026\objeto_gasto_fuente_total_gastos\2026_1265_Gobierno_Autónomo_Municipal_de_Coroico_objeto_gasto_fuente_total_gastos.pdf,monto_11_ot_gob,451556
2026,1265,Gobierno Autónomo Municipal de Coroico,2.6.2,2.6,3,Gastos Judiciales,0000,data\raw\sigep_2026\objeto_gasto_fuente_total_gastos\2026_1265_Gobierno_Autónomo_Municipal_de_Coroico_objeto_gasto_fuente_total_gastos.pdf,monto_11_ot_gob,42000
2026,1265,Gobierno Autónomo Municipal de Coroico,2.6.9.90,2.6.9,4,Otros,0000,data\raw\sigep_2026\objeto_gasto_fuente_total_gastos\2026_1265_Gobierno_Autónomo_Municipal_de_Coroico_objeto_gasto_fuente_total_gastos.pdf,monto_11_ot_gob,1764002
2026,1265,Gobierno Autónomo Municipal de Coroico,3.1.1.10,3.1.1,4,EVENTUAL Y CONSULTORES INDIVIDUALES DE LÍNEA DE LAS,0000,data\raw\sigep_2026\objeto_gasto_fuente_total_gastos\2026_1265_Gobierno_Autónomo_Municipal_de_Coroico_objeto_gasto_fuente_total_gastos.pdf,monto_11_ot_gob,30000
2026,1265,Gobierno Autónomo Municipal de Coroico,3.1.1.20,3.1.1,4,Gastos por Alimentación y Otros Similares,0000,data\raw\sigep_2026\objeto_gasto_fuente_total_gastos\2026_1265_Gobierno_Autónomo_Municipal_de_Coroico_objeto_gasto_fuente_total_gastos.pdf,monto_11_ot_gob,277561
2026,1265,Gobierno Autónomo Municipal de Coroico,3.1.1.30,3.1.1,4,Alimentación Complementaria Escolar,0000,data\raw\sigep_2026\objeto_gasto_fuente_total_gastos\2026_1265_Gobierno_Autónomo_Municipal_de_Coroico_objeto_gasto_fuente_total_gastos.pdf,monto_11_ot_gob,1260000
2026,1265,Gobierno Autónomo Municipal de Coroico,3.1.3,3.1,3,"Productos Agrícolas, Pecuarios y Forestales",0000,data\raw\sigep_2026\objeto_gasto_fuente_total_gastos\2026_1265_Gobierno_Autónomo_Municipal_de_Coroico_objeto_gasto_fuente_total_gastos.pdf,monto_11_ot_gob,30249
2026,1265,Gobierno Autónomo Municipal de Coroico,3.2.1,3.2,3,Papel,0000,data\raw\sigep_2026\objeto_gasto_fuente_total_gastos\2026_1265_Gobierno_Autónomo_Municipal_de_Coroico_objeto_gasto_fuente_total_gastos.pdf,monto_11_ot_gob,157000
2026,1265,Gobierno Autónomo Municipal de Coroico,3.2.2,3.2,3,Productos de Artes Gráficas,0000,data\raw\sigep_2026\objeto_gasto_fuente_total_gastos\2026_1265_Gobierno_Autónomo_Municipal_de_Coroico_objeto_gasto_fuente_total_gastos.pdf,monto_11_ot_gob,43000
2026,1265,Gobierno Autónomo Municipal de Coroico,3.3.2,3.3,3,Confecciones Textiles,0000,data\raw\sigep_2026\objeto_gasto_fuente_total_gastos\2026_1265_Gobierno_Autónomo_Municipal_de_Coroico_objeto_gasto_fuente_total_gastos.pdf,monto_11_ot_gob,6000
2026,1265,Gobierno Autónomo Municipal de Coroico,3.3.3,3.3,3,Prendas de Vestir,0000,data\raw\sigep_2026\objeto_gasto_fuente_total_gastos\2026_1265_Gobierno_Autónomo_Municipal_de_Coroico_objeto_gasto_fuente_total_gastos.pdf,monto_11_ot_gob,25000
2026,1265,Gobierno Autónomo Municipal de Coroico,3.4.1.10,3.4.1,4,"Combustibles, Lubricantes y Derivados para Consumo",0000,data\raw\sigep_2026\objeto_gasto_fuente_total_gastos\2026_1265_Gobierno_Autónomo_Municipal_de_Coroico_objeto_gasto_fuente_total_gastos.pdf,monto_11_ot_gob,232036
2026,1265,Gobierno Autónomo Municipal de Coroico,3.4.2,3.4,3,Productos Químicos y Farmacéuticos,0000,data\raw\sigep_2026\objeto_gasto_fuente_total_gastos\2026_1265_Gobierno_Autónomo_Municipal_de_Coroico_objeto_gasto_fuente_total_gastos.pdf,monto_11_ot_gob,3693285
2026,1265,Gobierno Autónomo Municipal de Coroico,3.4.3,3.4,3,Llantas y Neumáticos,0000,data\raw\sigep_2026\objeto_gasto_fuente_total_gastos\2026_1265_Gobierno_Autónomo_Municipal_de_Coroico_objeto_gasto_fuente_total_gastos.pdf,monto_11_ot_gob,21000
2026,1265,Gobierno Autónomo Municipal de Coroico,3.4.5,3.4,3,Productos de Minerales no Metálicos y Plásticos,0000,data\raw\sigep_2026\objeto_gasto_fuente_total_gastos\2026_1265_Gobierno_Autónomo_Municipal_de_Coroico_objeto_gasto_fuente_total_gastos.pdf,monto_11_ot_gob,434524
2026,1265,Gobierno Autónomo Municipal de Coroico,3.4.6,3.4,3,Productos Metálicos,0000,data\raw\sigep_2026\objeto_gasto_fuente_total_gastos\2026_1265_Gobierno_Autónomo_Municipal_de_Coroico_objeto_gasto_fuente_total_gastos.pdf,monto_11_ot_gob,32000
2026,1265,Gobierno Autónomo Municipal de Coroico,3.4.7,3.4,3,Minerales,0000,data\raw\sigep_2026\objeto_gasto_fuente_total_gastos\2026_1265_Gobierno_Autónomo_Municipal_de_Coroico_objeto_gasto_fuente_total_gastos.pdf,monto_11_ot_gob,48000
2026,1265,Gobierno Autónomo Municipal de Coroico,3.4.8,3.4,3,Herramientas Menores,0000,data\raw\sigep_2026\objeto_gasto_fuente_total_gastos\2026_1265_Gobierno_Autónomo_Municipal_de_Coroico_objeto_gasto_fuente_total_gastos.pdf,monto_11_ot_gob,11500
2026,1265,Gobierno Autónomo Municipal de Coroico,3.9.1,3.9,3,MATERIAL DE LIMPIEZA E HIGIENE,0000,data\raw\sigep_2026\objeto_gasto_fuente_total_gastos\2026_1265_Gobierno_Autónomo_Municipal_de_Coroico_objeto_gasto_fuente_total_gastos.pdf,monto_11_ot_gob,88000
2026,1265,Gobierno Autónomo Municipal de Coroico,3.9.2,3.9,3,Material Deportivo y Recreativo,0000,data\raw\sigep_2026\objeto_gasto_fuente_total_gastos\2026_1265_Gobierno_Autónomo_Municipal_de_Coroico_objeto_gasto_fuente_total_gastos.pdf,monto_11_ot_gob,40000
2026,1265,Gobierno Autónomo Municipal de Coroico,3.9.4,3.9,3,Instrumental Menor Médico-Quirúrgico,0000,data\raw\sigep_2026\objeto_gasto_fuente_total_gastos\2026_1265_Gobierno_Autónomo_Municipal_de_Coroico_objeto_gasto_fuente_total_gastos.pdf,monto_11_ot_gob,50000
2026,1265,Gobierno Autónomo Municipal de Coroico,3.9.5,3.9,3,ÚTILES DE ESCRITORIO Y OFICINA,0000,data\raw\sigep_2026\objeto_gasto_fuente_total_gastos\2026_1265_Gobierno_Autónomo_Municipal_de_Coroico_objeto_gasto_fuente_total_gastos.pdf,monto_11_ot_gob,153600
2026,1265,Gobierno Autónomo Municipal de Coroico,3.9.6,3.9,3,"ÚTILES EDUCACIONALES, CULTURALES Y DE CAPACITACIÓN",0000,data\raw\sigep_2026\objeto_gasto_fuente_total_gastos\2026_1265_Gobierno_Autónomo_Municipal_de_Coroico_objeto_gasto_fuente_total_gastos.pdf,monto_11_ot_gob,145000
2026,1265,Gobierno Autónomo Municipal de Coroico,3.9.7,3.9,3,ÚTILES Y MATERIALES ELÉCTRICOS,0000,data\raw\sigep_2026\objeto_gasto_fuente_total_gastos\2026_1265_Gobierno_Autónomo_Municipal_de_Coroico_objeto_gasto_fuente_total_gastos.pdf,monto_11_ot_gob,121000
2026,1265,Gobierno Autónomo Municipal de Coroico,3.9.8,3.9,3,Otros Repuestos y Accesorios,0000,data\raw\sigep_2026\objeto_gasto_fuente_total_gastos\2026_1265_Gobierno_Autónomo_Municipal_de_Coroico_objeto_gasto_fuente_total_gastos.pdf,monto_11_ot_gob,49930
2026,1265,Gobierno Autónomo Municipal de Coroico,4.2.2.30,4.2.2,4,O Pr t i r v a a s d C o onstrucciones y Mejoras de Bienes Públicos de Dominio,0000,data\raw\sigep_2026\objeto_gasto_fuente_total_gastos\2026_1265_Gobierno_Autónomo_Municipal_de_Coroico_objeto_gasto_fuente_total_gastos.pdf,monto_11_ot_gob,350497
2026,1265,Gobierno Autónomo Municipal de Coroico,4.3.1.10,4.3.1,4,Equipo de Oficina y Muebles,0000,data\raw\sigep_2026\objeto_gasto_fuente_total_gastos\2026_1265_Gobierno_Autónomo_Municipal_de_Coroico_objeto_gasto_fuente_total_gastos.pdf,monto_11_ot_gob,100000
2026,1265,Gobierno Autónomo Municipal de Coroico,4.3.2,4.3,3,Maquinaria y Equipo de Producción,0000,data\raw\sigep_2026\objeto_gasto_fuente_total_gastos\2026_1265_Gobierno_Autónomo_Municipal_de_Coroico_objeto_gasto_fuente_total_gastos.pdf,monto_11_ot_gob,1000000
2026,1265,Gobierno Autónomo Municipal de Coroico,4.3.3.30,4.3.3,4,MAQUINARIA Y EQUIPO DE TRANSPORTE,0000,data\raw\sigep_2026\objeto_gasto_fuente_total_gastos\2026_1265_Gobierno_Autónomo_Municipal_de_Coroico_objeto_gasto_fuente_total_gastos.pdf,monto_11_ot_gob,580000
2026,1265,Gobierno Autónomo Municipal de Coroico,4.6.3.20,4.6.3,4,CONSULTORÍA DE LÍNEA,0000,data\raw\sigep_2026\objeto_gasto_fuente_total_gastos\2026_1265_Gobierno_Autónomo_Municipal_de_Coroico_objeto_gasto_fuente_total_gastos.pdf,monto_11_ot_gob,122868
2026,1265,Gobierno Autónomo Municipal de Coroico,6.1.1,6.1,3,Amortización de la Deuda Pública Interna a Corto Plazo,0862,data\raw\sigep_2026\objeto_gasto_fuente_total_gastos\2026_1265_Gobierno_Autónomo_Municipal_de_Coroico_objeto_gasto_fuente_total_gastos.pdf,monto_11_ot_gob,75206
2026,1265,Gobierno Autónomo Municipal de Coroico,6.1.2,6.1,3,Intereses de la Deuda Pública Interna a Corto Plazo,0862,data\raw\sigep_2026\objeto_gasto_fuente_total_gastos\2026_1265_Gobierno_Autónomo_Municipal_de_Coroico_objeto_gasto_fuente_total_gastos.pdf,monto_11_ot_gob,25141
2026,1265,Gobierno Autónomo Municipal de Coroico,7.1.6.10,7.1.6,4,A LU P C E R R O SONAS E INSTITUCIONES PRIVADAS SIN FINES DE,0999,data\raw\sigep_2026\objeto_gasto_fuente_total_gastos\2026_1265_Gobierno_Autónomo_Municipal_de_Coroico_objeto_gasto_fuente_total_gastos.pdf,monto_11_ot_gob,379305
2026,1265,Gobierno Autónomo Municipal de Coroico,7.3.1,7.3,3,T E R S A TA N D S O FE P R L E U N R C IN IA A S C C IO O N R A R L I E P N O T R E S S U A B L S Ó ID R IO G S A N O O S E U J B E V C E U N T C IV IO O N D E E S L,0053,data\raw\sigep_2026\objeto_gasto_fuente_total_gastos\2026_1265_Gobierno_Autónomo_Municipal_de_Coroico_objeto_gasto_fuente_total_gastos.pdf,monto_11_ot_gob,2595
2026,1265,Gobierno Autónomo Municipal de Coroico,7.3.1,7.3,3,T E R S A TA N D S O FE P R L E U N R C IN IA A S C C IO O N R A R L I E P N O T R E S S U A B L S Ó ID R IO G S A N O O S E U J B E V C E U N T C IV IO O N D E E S L,0099,data\raw\sigep_2026\objeto_gasto_fuente_total_gastos\2026_1265_Gobierno_Autónomo_Municipal_de_Coroico_objeto_gasto_fuente_total_gastos.pdf,monto_11_ot_gob,389248
2026,1265,Gobierno Autónomo Municipal de Coroico,9.9.1,9.9,3,Provisiones para Gastos de Capital,0000,data\raw\sigep_2026\objeto_gasto_fuente_total_gastos\2026_1265_Gobierno_Autónomo_Municipal_de_Coroico_objeto_gasto_fuente_total_gastos.pdf,monto_11_ot_gob,3765490
2026,1266,Gobierno Autónomo Municipal de Coripata,1.2.1,1.2,3,Personal Eventual,0000,data\raw\sigep_2026\objeto_gasto_fuente_total_gastos\2026_1266_Gobierno_Autónomo_Municipal_de_Coripata_objeto_gasto_fuente_total_gastos.pdf,monto_11_ot_gob,1591800
2026,1266,Gobierno Autónomo Municipal de Coripata,1.3.1.10,1.3.1,4,Régimen de Corto Plazo (Salud),0423,data\raw\sigep_2026\objeto_gasto_fuente_total_gastos\2026_1266_Gobierno_Autónomo_Municipal_de_Coripata_objeto_gasto_fuente_total_gastos.pdf,monto_11_ot_gob,159180
2026,1266,Gobierno Autónomo Municipal de Coripata,1.3.1.20,1.3.1,4,PRIMA DE RIESGO PROFESIONAL RÉGIMEN DE LARGO PLAZO,0999,data\raw\sigep_2026\objeto_gasto_fuente_total_gastos\2026_1266_Gobierno_Autónomo_Municipal_de_Coripata_objeto_gasto_fuente_total_gastos.pdf,monto_11_ot_gob,27219
2026,1266,Gobierno Autónomo Municipal de Coripata,1.3.1.31,1.3.1,4,Aporte Patronal Solidario 3.5%,0999,data\raw\sigep_2026\objeto_gasto_fuente_total_gastos\2026_1266_Gobierno_Autónomo_Municipal_de_Coripata_objeto_gasto_fuente_total_gastos.pdf,monto_11_ot_gob,55713
2026,1266,Gobierno Autónomo Municipal de Coripata,1.3.2,1.3,3,Aporte Patronal para Vivienda,0342,data\raw\sigep_2026\objeto_gasto_fuente_total_gastos\2026_1266_Gobierno_Autónomo_Municipal_de_Coripata_objeto_gasto_fuente_total_gastos.pdf,monto_11_ot_gob,31836
2026,1266,Gobierno Autónomo Municipal de Coripata,1.5.4,1.5,3,Otras Previsiones,0000,data\raw\sigep_2026\objeto_gasto_fuente_total_gastos\2026_1266_Gobierno_Autónomo_Municipal_de_Coripata_objeto_gasto_fuente_total_gastos.pdf,monto_11_ot_gob,3917642
2026,1266,Gobierno Autónomo Municipal de Coripata,2.1.2,2.1,3,Energía Eléctrica,0000,data\raw\sigep_2026\objeto_gasto_fuente_total_gastos\2026_1266_Gobierno_Autónomo_Municipal_de_Coripata_objeto_gasto_fuente_total_gastos.pdf,monto_11_ot_gob,126000
2026,1266,Gobierno Autónomo Municipal de Coripata,2.1.3,2.1,3,Agua,0000,data\raw\sigep_2026\objeto_gasto_fuente_total_gastos\2026_1266_Gobierno_Autónomo_Municipal_de_Coripata_objeto_gasto_fuente_total_gastos.pdf,monto_11_ot_gob,600
2026,1266,Gobierno Autónomo Municipal de Coripata,2.1.4,2.1,3,TELEFONÍA,0000,data\raw\sigep_2026\objeto_gasto_fuente_total_gastos\2026_1266_Gobierno_Autónomo_Municipal_de_Coripata_objeto_gasto_fuente_total_gastos.pdf,monto_11_ot_gob,66000
2026,1266,Gobierno Autónomo Municipal de Coripata,2.1.5,2.1,3,Gas Domiciliario,0000,data\raw\sigep_2026\objeto_gasto_fuente_total_gastos\2026_1266_Gobierno_Autónomo_Municipal_de_Coripata_objeto_gasto_fuente_total_gastos.pdf,monto_11_ot_gob,109
2026,1266,Gobierno Autónomo Municipal de Coripata,2.1.6,2.1,3,INTERNET,0000,data\raw\sigep_2026\objeto_gasto_fuente_total_gastos\2026_1266_Gobierno_Autónomo_Municipal_de_Coripata_objeto_gasto_fuente_total_gastos.pdf,monto_11_ot_gob,53000
2026,1266,Gobierno Autónomo Municipal de Coripata,2.2.1.10,2.2.1,4,Pasajes al Interior del País,0000,data\raw\sigep_2026\objeto_gasto_fuente_total_gastos\2026_1266_Gobierno_Autónomo_Municipal_de_Coripata_objeto_gasto_fuente_total_gastos.pdf,monto_11_ot_gob,23000
2026,1266,Gobierno Autónomo Municipal de Coripata,2.2.2.10,2.2.2,4,Viáticos por Viajes al Interior del País,0000,data\raw\sigep_2026\objeto_gasto_fuente_total_gastos\2026_1266_Gobierno_Autónomo_Municipal_de_Coripata_objeto_gasto_fuente_total_gastos.pdf,monto_11_ot_gob,15000
2026,1266,Gobierno Autónomo Municipal de Coripata,2.2.3,2.2,3,Fletes y Almacenamiento,0000,data\raw\sigep_2026\objeto_gasto_fuente_total_gastos\2026_1266_Gobierno_Autónomo_Municipal_de_Coripata_objeto_gasto_fuente_total_gastos.pdf,monto_11_ot_gob,50500
2026,1266,Gobierno Autónomo Municipal de Coripata,2.2.5,2.2,3,Seguros,0000,data\raw\sigep_2026\objeto_gasto_fuente_total_gastos\2026_1266_Gobierno_Autónomo_Municipal_de_Coripata_objeto_gasto_fuente_total_gastos.pdf,monto_11_ot_gob,5000
2026,1266,Gobierno Autónomo Municipal de Coripata,2.3.1,2.3,3,ALQUILER DE INMUEBLES,0000,data\raw\sigep_2026\objeto_gasto_fuente_total_gastos\2026_1266_Gobierno_Autónomo_Municipal_de_Coripata_objeto_gasto_fuente_total_gastos.pdf,monto_11_ot_gob,46000
2026,1266,Gobierno Autónomo Municipal de Coripata,2.3.2,2.3,3,Alquiler de Equipos y Maquinarias,0000,data\raw\sigep_2026\objeto_gasto_fuente_total_gastos\2026_1266_Gobierno_Autónomo_Municipal_de_Coripata_objeto_gasto_fuente_total_gastos.pdf,monto_11_ot_gob,20000
2026,1266,Gobierno Autónomo Municipal de Coripata,2.4.1.20,2.4.1,4,"M Y A E N Q T U E IP N O IM S IENTO Y REPARACIÓN DE VEHÍCULOS, MAQUINARIA",0000,data\raw\sigep_2026\objeto_gasto_fuente_total_gastos\2026_1266_Gobierno_Autónomo_Municipal_de_Coripata_objeto_gasto_fuente_total_gastos.pdf,monto_11_ot_gob,289000
2026,1266,Gobierno Autónomo Municipal de Coripata,2.5.2.10,2.5.2,4,Consultorías por Producto,0000,data\raw\sigep_2026\objeto_gasto_fuente_total_gastos\2026_1266_Gobierno_Autónomo_Municipal_de_Coripata_objeto_gasto_fuente_total_gastos.pdf,monto_11_ot_gob,87000
2026,1266,Gobierno Autónomo Municipal de Coripata,2.5.2.20,2.5.2,4,CONSULTORES INDIVIDUALES DE LÍNEA,0000,data\raw\sigep_2026\objeto_gasto_fuente_total_gastos\2026_1266_Gobierno_Autónomo_Municipal_de_Coripata_objeto_gasto_fuente_total_gastos.pdf,monto_11_ot_gob,1258100
2026,1266,Gobierno Autónomo Municipal de Coripata,2.5.2.30,2.5.2,4,AUDITORÍAS EXTERNAS,0000,data\raw\sigep_2026\objeto_gasto_fuente_total_gastos\2026_1266_Gobierno_Autónomo_Municipal_de_Coripata_objeto_gasto_fuente_total_gastos.pdf,monto_11_ot_gob,175825
2026,1266,Gobierno Autónomo Municipal de Coripata,2.5.3,2.5,3,Comisiones y Gastos Bancarios,0000,data\raw\sigep_2026\objeto_gasto_fuente_total_gastos\2026_1266_Gobierno_Autónomo_Municipal_de_Coripata_objeto_gasto_fuente_total_gastos.pdf,monto_11_ot_gob,17000
2026,1266,Gobierno Autónomo Municipal de Coripata,2.5.5,2.5,3,Publicidad,0000,data\raw\sigep_2026\objeto_gasto_fuente_total_gastos\2026_1266_Gobierno_Autónomo_Municipal_de_Coripata_objeto_gasto_fuente_total_gastos.pdf,monto_11_ot_gob,30000
2026,1266,Gobierno Autónomo Municipal de Coripata,2.5.6,2.5,3,"Servicios de Imprenta, Fotocopiado y Fotográficos",0000,data\raw\sigep_2026\objeto_gasto_fuente_total_gastos\2026_1266_Gobierno_Autónomo_Municipal_de_Coripata_objeto_gasto_fuente_total_gastos.pdf,monto_11_ot_gob,239078
2026,1266,Gobierno Autónomo Municipal de Coripata,2.5.9,2.5,3,Servicios Manuales,0000,data\raw\sigep_2026\objeto_gasto_fuente_total_gastos\2026_1266_Gobierno_Autónomo_Municipal_de_Coripata_objeto_gasto_fuente_total_gastos.pdf,monto_11_ot_gob,60500
2026,1266,Gobierno Autónomo Municipal de Coripata,2.6.2,2.6,3,Gastos Judiciales,0000,data\raw\sigep_2026\objeto_gasto_fuente_total_gastos\2026_1266_Gobierno_Autónomo_Municipal_de_Coripata_objeto_gasto_fuente_total_gastos.pdf,monto_11_ot_gob,13667
2026,1266,Gobierno Autónomo Municipal de Coripata,2.6.7,2.6,3,SERVICIOS DE LABORATORIOS ESPECIALIZADOS,0000,data\raw\sigep_2026\objeto_gasto_fuente_total_gastos\2026_1266_Gobierno_Autónomo_Municipal_de_Coripata_objeto_gasto_fuente_total_gastos.pdf,monto_11_ot_gob,5000
2026,1266,Gobierno Autónomo Municipal de Coripata,2.6.9.30,2.6.9,4,Pago por Trabajos Dirigidos y Pasantías,0000,data\raw\sigep_2026\objeto_gasto_fuente_total_gastos\2026_1266_Gobierno_Autónomo_Municipal_de_Coripata_objeto_gasto_fuente_total_gastos.pdf,monto_11_ot_gob,33000
2026,1266,Gobierno Autónomo Municipal de Coripata,2.6.9.90,2.6.9,4,Otros,0000,data\raw\sigep_2026\objeto_gasto_fuente_total_gastos\2026_1266_Gobierno_Autónomo_Municipal_de_Coripata_objeto_gasto_fuente_total_gastos.pdf,monto_11_ot_gob,2449553
2026,1266,Gobierno Autónomo Municipal de Coripata,3.1.1.10,3.1.1,4,EVENTUAL Y CONSULTORES INDIVIDUALES DE LÍNEA DE LAS,0000,data\raw\sigep_2026\objeto_gasto_fuente_total_gastos\2026_1266_Gobierno_Autónomo_Municipal_de_Coripata_objeto_gasto_fuente_total_gastos.pdf,monto_11_ot_gob,21000
2026,1266,Gobierno Autónomo Municipal de Coripata,3.1.1.20,3.1.1,4,Gastos por Alimentación y Otros Similares,0000,data\raw\sigep_2026\objeto_gasto_fuente_total_gastos\2026_1266_Gobierno_Autónomo_Municipal_de_Coripata_objeto_gasto_fuente_total_gastos.pdf,monto_11_ot_gob,89050
2026,1266,Gobierno Autónomo Municipal de Coripata,3.1.1.30,3.1.1,4,Alimentación Complementaria Escolar,0000,data\raw\sigep_2026\objeto_gasto_fuente_total_gastos\2026_1266_Gobierno_Autónomo_Municipal_de_Coripata_objeto_gasto_fuente_total_gastos.pdf,monto_11_ot_gob,800000
2026,1266,Gobierno Autónomo Municipal de Coripata,3.1.1.40,3.1.1,4,"A Y L O IM T E R N A T S A E C S IÓ PE N C H ÍF O IC SP A I S TALARIA, PENITENCIARIA, AERONAVES",0000,data\raw\sigep_2026\objeto_gasto_fuente_total_gastos\2026_1266_Gobierno_Autónomo_Municipal_de_Coripata_objeto_gasto_fuente_total_gastos.pdf,monto_11_ot_gob,50000
2026,1266,Gobierno Autónomo Municipal de Coripata,3.1.3,3.1,3,"Productos Agrícolas, Pecuarios y Forestales",0000,data\raw\sigep_2026\objeto_gasto_fuente_total_gastos\2026_1266_Gobierno_Autónomo_Municipal_de_Coripata_objeto_gasto_fuente_total_gastos.pdf,monto_11_ot_gob,73000
2026,1266,Gobierno Autónomo Municipal de Coripata,3.2.1,3.2,3,Papel,0000,data\raw\sigep_2026\objeto_gasto_fuente_total_gastos\2026_1266_Gobierno_Autónomo_Municipal_de_Coripata_objeto_gasto_fuente_total_gastos.pdf,monto_11_ot_gob,32000
2026,1266,Gobierno Autónomo Municipal de Coripata,3.3.1,3.3,3,"HILADOS, TELAS, FIBRAS Y ALGODÓN",0000,data\raw\sigep_2026\objeto_gasto_fuente_total_gastos\2026_1266_Gobierno_Autónomo_Municipal_de_Coripata_objeto_gasto_fuente_total_gastos.pdf,monto_11_ot_gob,1891
2026,1266,Gobierno Autónomo Municipal de Coripata,3.3.2,3.3,3,Confecciones Textiles,0000,data\raw\sigep_2026\objeto_gasto_fuente_total_gastos\2026_1266_Gobierno_Autónomo_Municipal_de_Coripata_objeto_gasto_fuente_total_gastos.pdf,monto_11_ot_gob,10000
2026,1266,Gobierno Autónomo Municipal de Coripata,3.3.3,3.3,3,Prendas de Vestir,0000,data\raw\sigep_2026\objeto_gasto_fuente_total_gastos\2026_1266_Gobierno_Autónomo_Municipal_de_Coripata_objeto_gasto_fuente_total_gastos.pdf,monto_11_ot_gob,84200
2026,1266,Gobierno Autónomo Municipal de Coripata,3.3.4,3.3,3,Calzados,0000,data\raw\sigep_2026\objeto_gasto_fuente_total_gastos\2026_1266_Gobierno_Autónomo_Municipal_de_Coripata_objeto_gasto_fuente_total_gastos.pdf,monto_11_ot_gob,6669
2026,1266,Gobierno Autónomo Municipal de Coripata,3.4.1.10,3.4.1,4,"Combustibles, Lubricantes y Derivados para Consumo",0000,data\raw\sigep_2026\objeto_gasto_fuente_total_gastos\2026_1266_Gobierno_Autónomo_Municipal_de_Coripata_objeto_gasto_fuente_total_gastos.pdf,monto_11_ot_gob,494890
2026,1266,Gobierno Autónomo Municipal de Coripata,3.4.2,3.4,3,Productos Químicos y Farmacéuticos,0000,data\raw\sigep_2026\objeto_gasto_fuente_total_gastos\2026_1266_Gobierno_Autónomo_Municipal_de_Coripata_objeto_gasto_fuente_total_gastos.pdf,monto_11_ot_gob,3221170
2026,1266,Gobierno Autónomo Municipal de Coripata,3.4.3,3.4,3,Llantas y Neumáticos,0000,data\raw\sigep_2026\objeto_gasto_fuente_total_gastos\2026_1266_Gobierno_Autónomo_Municipal_de_Coripata_objeto_gasto_fuente_total_gastos.pdf,monto_11_ot_gob,280000
2026,1266,Gobierno Autónomo Municipal de Coripata,3.4.5,3.4,3,Productos de Minerales no Metálicos y Plásticos,0000,data\raw\sigep_2026\objeto_gasto_fuente_total_gastos\2026_1266_Gobierno_Autónomo_Municipal_de_Coripata_objeto_gasto_fuente_total_gastos.pdf,monto_11_ot_gob,512500
2026,1266,Gobierno Autónomo Municipal de Coripata,3.4.6,3.4,3,Productos Metálicos,0000,data\raw\sigep_2026\objeto_gasto_fuente_total_gastos\2026_1266_Gobierno_Autónomo_Municipal_de_Coripata_objeto_gasto_fuente_total_gastos.pdf,monto_11_ot_gob,45000
2026,1266,Gobierno Autónomo Municipal de Coripata,3.4.8,3.4,3,Herramientas Menores,0000,data\raw\sigep_2026\objeto_gasto_fuente_total_gastos\2026_1266_Gobierno_Autónomo_Municipal_de_Coripata_objeto_gasto_fuente_total_gastos.pdf,monto_11_ot_gob,8000
2026,1266,Gobierno Autónomo Municipal de Coripata,3.9.1,3.9,3,MATERIAL DE LIMPIEZA E HIGIENE,0000,data\raw\sigep_2026\objeto_gasto_fuente_total_gastos\2026_1266_Gobierno_Autónomo_Municipal_de_Coripata_objeto_gasto_fuente_total_gastos.pdf,monto_11_ot_gob,32500
2026,1266,Gobierno Autónomo Municipal de Coripata,3.9.2,3.9,3,Material Deportivo y Recreativo,0000,data\raw\sigep_2026\objeto_gasto_fuente_total_gastos\2026_1266_Gobierno_Autónomo_Municipal_de_Coripata_objeto_gasto_fuente_total_gastos.pdf,monto_11_ot_gob,25132
2026,1266,Gobierno Autónomo Municipal de Coripata,3.9.5,3.9,3,ÚTILES DE ESCRITORIO Y OFICINA,0000,data\raw\sigep_2026\objeto_gasto_fuente_total_gastos\2026_1266_Gobierno_Autónomo_Municipal_de_Coripata_objeto_gasto_fuente_total_gastos.pdf,monto_11_ot_gob,129020
