gestion,codigo_entidad,nombre_entidad,objeto_gasto,objeto_padre,nivel_objeto,descripcion,entidad_transferencia,file,fuente_columna,monto
2026,1218,Gobierno Autónomo Municipal de Inquisivi,2.5.2.30,2.5.2,4,AUDITORÍAS EXTERNAS,0000,data\raw\sigep_2026\objeto_gasto_fuente_total_gastos\2026_1218_Gobierno_Autónomo_Municipal_de_Inquisivi_objeto_gasto_fuente_total_gastos.pdf,monto_03_tgn_ct,40000
2026,1218,Gobierno Autónomo Municipal de Inquisivi,2.5.3,2.5,3,Comisiones y Gastos Bancarios,0000,data\raw\sigep_2026\objeto_gasto_fuente_total_gastos\2026_1218_Gobierno_Autónomo_Municipal_de_Inquisivi_objeto_gasto_fuente_total_gastos.pdf,monto_03_tgn_ct,80000
2026,1218,Gobierno Autónomo Municipal de Inquisivi,2.5.6,2.5,3,"Servicios de Imprenta, Fotocopiado y Fotográficos",0000,data\raw\sigep_2026\objeto_gasto_fuente_total_gastos\2026_1218_Gobierno_Autónomo_Municipal_de_Inquisivi_objeto_gasto_fuente_total_gastos.pdf,monto_03_tgn_ct,120000
2026,1218,Gobierno Autónomo Municipal de Inquisivi,2.5.9,2.5,3,Servicios Manuales,0000,data\raw\sigep_2026\objeto_gasto_fuente_total_gastos\2026_1218_Gobierno_Autónomo_Municipal_de_Inquisivi_objeto_gasto_fuente_total_gastos.pdf,monto_03_tgn_ct,168400
2026,1218,Gobierno Autónomo Municipal de Inquisivi,2.6.2,2.6,3,Gastos Judiciales,0000,data\raw\sigep_2026\objeto_gasto_fuente_total_gastos\2026_1218_Gobierno_Autónomo_Municipal_de_Inquisivi_objeto_gasto_fuente_total_gastos.pdf,monto_03_tgn_ct,110000
2026,1218,Gobierno Autónomo Municipal de Inquisivi,2.6.9.90,2.6.9,4,Otros,0000,data\raw\sigep_2026\objeto_gasto_fuente_total_gastos\2026_1218_Gobierno_Autónomo_Municipal_de_Inquisivi_objeto_gasto_fuente_total_gastos.pdf,monto_03_tgn_ct,2402236
2026,1218,Gobierno Autónomo Municipal de Inquisivi,3.1.1.10,3.1.1,4,EVENTUAL Y CONSULTORES INDIVIDUALES DE LÍNEA DE LAS,0000,data\raw\sigep_2026\objeto_gasto_fuente_total_gastos\2026_1218_Gobierno_Autónomo_Municipal_de_Inquisivi_objeto_gasto_fuente_total_gastos.pdf,monto_03_tgn_ct,5000
2026,1218,Gobierno Autónomo Municipal de Inquisivi,3.1.1.20,3.1.1,4,Gastos por Alimentación y Otros Similares,0000,data\raw\sigep_2026\objeto_gasto_fuente_total_gastos\2026_1218_Gobierno_Autónomo_Municipal_de_Inquisivi_objeto_gasto_fuente_total_gastos.pdf,monto_03_tgn_ct,228000
2026,1218,Gobierno Autónomo Municipal de Inquisivi,3.1.1.30,3.1.1,4,Alimentación Complementaria Escolar,0000,data\raw\sigep_2026\objeto_gasto_fuente_total_gastos\2026_1218_Gobierno_Autónomo_Municipal_de_Inquisivi_objeto_gasto_fuente_total_gastos.pdf,monto_03_tgn_ct,1000000
2026,1218,Gobierno Autónomo Municipal de Inquisivi,3.1.1.40,3.1.1,4,"A Y L O IM T E R N A T S A E C S IÓ PE N C H ÍF O IC SP A I S TALARIA, PENITENCIARIA, AERONAVES",0000,data\raw\sigep_2026\objeto_gasto_fuente_total_gastos\2026_1218_Gobierno_Autónomo_Municipal_de_Inquisivi_objeto_gasto_fuente_total_gastos.pdf,monto_03_tgn_ct,20000
2026,1218,Gobierno Autónomo Municipal de Inquisivi,3.1.3,3.1,3,"Productos Agrícolas, Pecuarios y Forestales",0000,data\raw\sigep_2026\objeto_gasto_fuente_total_gastos\2026_1218_Gobierno_Autónomo_Municipal_de_Inquisivi_objeto_gasto_fuente_total_gastos.pdf,monto_03_tgn_ct,39000
2026,1218,Gobierno Autónomo Municipal de Inquisivi,3.2.1,3.2,3,Papel,0000,data\raw\sigep_2026\objeto_gasto_fuente_total_gastos\2026_1218_Gobierno_Autónomo_Municipal_de_Inquisivi_objeto_gasto_fuente_total_gastos.pdf,monto_03_tgn_ct,153728
2026,1218,Gobierno Autónomo Municipal de Inquisivi,3.2.2,3.2,3,Productos de Artes Gráficas,0000,data\raw\sigep_2026\objeto_gasto_fuente_total_gastos\2026_1218_Gobierno_Autónomo_Municipal_de_Inquisivi_objeto_gasto_fuente_total_gastos.pdf,monto_03_tgn_ct,63000
2026,1218,Gobierno Autónomo Municipal de Inquisivi,3.3.3,3.3,3,Prendas de Vestir,0000,data\raw\sigep_2026\objeto_gasto_fuente_total_gastos\2026_1218_Gobierno_Autónomo_Municipal_de_Inquisivi_objeto_gasto_fuente_total_gastos.pdf,monto_03_tgn_ct,50000
2026,1218,Gobierno Autónomo Municipal de Inquisivi,3.4.1.10,3.4.1,4,"Combustibles, Lubricantes y Derivados para Consumo",0000,data\raw\sigep_2026\objeto_gasto_fuente_total_gastos\2026_1218_Gobierno_Autónomo_Municipal_de_Inquisivi_objeto_gasto_fuente_total_gastos.pdf,monto_03_tgn_ct,975629
2026,1218,Gobierno Autónomo Municipal de Inquisivi,3.4.2,3.4,3,Productos Químicos y Farmacéuticos,0000,data\raw\sigep_2026\objeto_gasto_fuente_total_gastos\2026_1218_Gobierno_Autónomo_Municipal_de_Inquisivi_objeto_gasto_fuente_total_gastos.pdf,monto_03_tgn_ct,2473001
2026,1218,Gobierno Autónomo Municipal de Inquisivi,3.4.3,3.4,3,Llantas y Neumáticos,0000,data\raw\sigep_2026\objeto_gasto_fuente_total_gastos\2026_1218_Gobierno_Autónomo_Municipal_de_Inquisivi_objeto_gasto_fuente_total_gastos.pdf,monto_03_tgn_ct,90000
2026,1218,Gobierno Autónomo Municipal de Inquisivi,3.4.5,3.4,3,Productos de Minerales no Metálicos y Plásticos,0000,data\raw\sigep_2026\objeto_gasto_fuente_total_gastos\2026_1218_Gobierno_Autónomo_Municipal_de_Inquisivi_objeto_gasto_fuente_total_gastos.pdf,monto_03_tgn_ct,488104
2026,1218,Gobierno Autónomo Municipal de Inquisivi,3.4.6,3.4,3,Productos Metálicos,0000,data\raw\sigep_2026\objeto_gasto_fuente_total_gastos\2026_1218_Gobierno_Autónomo_Municipal_de_Inquisivi_objeto_gasto_fuente_total_gastos.pdf,monto_03_tgn_ct,300000
2026,1218,Gobierno Autónomo Municipal de Inquisivi,3.9.1,3.9,3,MATERIAL DE LIMPIEZA E HIGIENE,0000,data\raw\sigep_2026\objeto_gasto_fuente_total_gastos\2026_1218_Gobierno_Autónomo_Municipal_de_Inquisivi_objeto_gasto_fuente_total_gastos.pdf,monto_03_tgn_ct,120000
2026,1218,Gobierno Autónomo Municipal de Inquisivi,3.9.2,3.9,3,Material Deportivo y Recreativo,0000,data\raw\sigep_2026\objeto_gasto_fuente_total_gastos\2026_1218_Gobierno_Autónomo_Municipal_de_Inquisivi_objeto_gasto_fuente_total_gastos.pdf,monto_03_tgn_ct,80232
2026,1218,Gobierno Autónomo Municipal de Inquisivi,3.9.5,3.9,3,ÚTILES DE ESCRITORIO Y OFICINA,0000,data\raw\sigep_2026\objeto_gasto_fuente_total_gastos\2026_1218_Gobierno_Autónomo_Municipal_de_Inquisivi_objeto_gasto_fuente_total_gastos.pdf,monto_03_tgn_ct,396302
2026,1218,Gobierno Autónomo Municipal de Inquisivi,3.9.7,3.9,3,ÚTILES Y MATERIALES ELÉCTRICOS,0000,data\raw\sigep_2026\objeto_gasto_fuente_total_gastos\2026_1218_Gobierno_Autónomo_Municipal_de_Inquisivi_objeto_gasto_fuente_total_gastos.pdf,monto_03_tgn_ct,5000
2026,1218,Gobierno Autónomo Municipal de Inquisivi,3.9.8,3.9,3,Otros Repuestos y Accesorios,0000,data\raw\sigep_2026\objeto_gasto_fuente_total_gastos\2026_1218_Gobierno_Autónomo_Municipal_de_Inquisivi_objeto_gasto_fuente_total_gastos.pdf,monto_03_tgn_ct,125000
2026,1218,Gobierno Autónomo Municipal de Inquisivi,3.9.9.90,3.9.9,4,Otros Materiales y Suministros,0000,data\raw\sigep_2026\objeto_gasto_fuente_total_gastos\2026_1218_Gobierno_Autónomo_Municipal_de_Inquisivi_objeto_gasto_fuente_total_gastos.pdf,monto_03_tgn_ct,131648
2026,1218,Gobierno Autónomo Municipal de Inquisivi,4.6.2.10,4.6.2,4,C BI O E N N S E U S L P T Ú O B R L ÍA IC P O O S R D P E R D O O D M U I C N T IO O P P Ú A B R L A IC C O ONSTRUCCIONES DE,0000,data\raw\sigep_2026\objeto_gasto_fuente_total_gastos\2026_1218_Gobierno_Autónomo_Municipal_de_Inquisivi_objeto_gasto_fuente_total_gastos.pdf,monto_03_tgn_ct,60000
2026,1218,Gobierno Autónomo Municipal de Inquisivi,7.1.6.10,7.1.6,4,A LU P C E R R O SONAS E INSTITUCIONES PRIVADAS SIN FINES DE,0999,data\raw\sigep_2026\objeto_gasto_fuente_total_gastos\2026_1218_Gobierno_Autónomo_Municipal_de_Inquisivi_objeto_gasto_fuente_total_gastos.pdf,monto_03_tgn_ct,62400
2026,1218,Gobierno Autónomo Municipal de Inquisivi,7.7.1,7.7,3,T P r lu a r n in sf a e c r i e o n n c a i l a s p o d r e S C u a b p s i i t d a i l o a s l o Ó S rg u a b n v o e n E c je io c n u e ti s vo del Estado,0086,data\raw\sigep_2026\objeto_gasto_fuente_total_gastos\2026_1218_Gobierno_Autónomo_Municipal_de_Inquisivi_objeto_gasto_fuente_total_gastos.pdf,monto_03_tgn_ct,263059
2026,1218,Gobierno Autónomo Municipal de Inquisivi,7.7.2,7.7,3,"Y ELECTORAL, ENTIDADES DE CONTROL Y DEFENSA,",0253,data\raw\sigep_2026\objeto_gasto_fuente_total_gastos\2026_1218_Gobierno_Autónomo_Municipal_de_Inquisivi_objeto_gasto_fuente_total_gastos.pdf,monto_03_tgn_ct,386102
2026,1218,Gobierno Autónomo Municipal de Inquisivi,9.9.1,9.9,3,Provisiones para Gastos de Capital,0000,data\raw\sigep_2026\objeto_gasto_fuente_total_gastos\2026_1218_Gobierno_Autónomo_Municipal_de_Inquisivi_objeto_gasto_fuente_total_gastos.pdf,monto_03_tgn_ct,123535
2026,1219,Gobierno Autónomo Municipal de Quime,1.5.4,1.5,3,Otras Previsiones,0000,data\raw\sigep_2026\objeto_gasto_fuente_total_gastos\2026_1219_Gobierno_Autónomo_Municipal_de_Quime_objeto_gasto_fuente_total_gastos.pdf,monto_03_tgn_ct,1969048
2026,1219,Gobierno Autónomo Municipal de Quime,3.4.2,3.4,3,Productos Químicos y Farmacéuticos,0000,data\raw\sigep_2026\objeto_gasto_fuente_total_gastos\2026_1219_Gobierno_Autónomo_Municipal_de_Quime_objeto_gasto_fuente_total_gastos.pdf,monto_03_tgn_ct,1441213
2026,1219,Gobierno Autónomo Municipal de Quime,5.7.1,5.7,3,Incremento de Caja y Bancos,0000,data\raw\sigep_2026\objeto_gasto_fuente_total_gastos\2026_1219_Gobierno_Autónomo_Municipal_de_Quime_objeto_gasto_fuente_total_gastos.pdf,monto_03_tgn_ct,50000
2026,1219,Gobierno Autónomo Municipal de Quime,7.1.6.10,7.1.6,4,A LU P C E R R O SONAS E INSTITUCIONES PRIVADAS SIN FINES DE,0999,data\raw\sigep_2026\objeto_gasto_fuente_total_gastos\2026_1219_Gobierno_Autónomo_Municipal_de_Quime_objeto_gasto_fuente_total_gastos.pdf,monto_03_tgn_ct,37193
2026,1219,Gobierno Autónomo Municipal de Quime,9.9.1,9.9,3,Provisiones para Gastos de Capital,0000,data\raw\sigep_2026\objeto_gasto_fuente_total_gastos\2026_1219_Gobierno_Autónomo_Municipal_de_Quime_objeto_gasto_fuente_total_gastos.pdf,monto_03_tgn_ct,5800694
2026,1220,Gobierno Autónomo Municipal de Cajuata,1.1.4,1.1,3,Aguinaldos,0000,data\raw\sigep_2026\objeto_gasto_fuente_total_gastos\2026_1220_Gobierno_Autónomo_Municipal_de_Cajuata_objeto_gasto_fuente_total_gastos.pdf,monto_03_tgn_ct,95800
2026,1220,Gobierno Autónomo Municipal de Cajuata,1.1.7,1.1,3,Sueldos,0000,data\raw\sigep_2026\objeto_gasto_fuente_total_gastos\2026_1220_Gobierno_Autónomo_Municipal_de_Cajuata_objeto_gasto_fuente_total_gastos.pdf,monto_03_tgn_ct,1149600
2026,1220,Gobierno Autónomo Municipal de Cajuata,1.2.1,1.2,3,Personal Eventual,0000,data\raw\sigep_2026\objeto_gasto_fuente_total_gastos\2026_1220_Gobierno_Autónomo_Municipal_de_Cajuata_objeto_gasto_fuente_total_gastos.pdf,monto_03_tgn_ct,108000
2026,1220,Gobierno Autónomo Municipal de Cajuata,1.3.1.10,1.3.1,4,Régimen de Corto Plazo (Salud),0417,data\raw\sigep_2026\objeto_gasto_fuente_total_gastos\2026_1220_Gobierno_Autónomo_Municipal_de_Cajuata_objeto_gasto_fuente_total_gastos.pdf,monto_03_tgn_ct,125760
2026,1220,Gobierno Autónomo Municipal de Cajuata,1.3.1.20,1.3.1,4,PRIMA DE RIESGO PROFESIONAL RÉGIMEN DE LARGO PLAZO,0999,data\raw\sigep_2026\objeto_gasto_fuente_total_gastos\2026_1220_Gobierno_Autónomo_Municipal_de_Cajuata_objeto_gasto_fuente_total_gastos.pdf,monto_03_tgn_ct,21505
2026,1220,Gobierno Autónomo Municipal de Cajuata,1.3.1.31,1.3.1,4,Aporte Patronal Solidario 3.5%,0999,data\raw\sigep_2026\objeto_gasto_fuente_total_gastos\2026_1220_Gobierno_Autónomo_Municipal_de_Cajuata_objeto_gasto_fuente_total_gastos.pdf,monto_03_tgn_ct,44016
2026,1220,Gobierno Autónomo Municipal de Cajuata,1.3.2,1.3,3,Aporte Patronal para Vivienda,0342,data\raw\sigep_2026\objeto_gasto_fuente_total_gastos\2026_1220_Gobierno_Autónomo_Municipal_de_Cajuata_objeto_gasto_fuente_total_gastos.pdf,monto_03_tgn_ct,25152
2026,1220,Gobierno Autónomo Municipal de Cajuata,1.5.4,1.5,3,Otras Previsiones,0000,data\raw\sigep_2026\objeto_gasto_fuente_total_gastos\2026_1220_Gobierno_Autónomo_Municipal_de_Cajuata_objeto_gasto_fuente_total_gastos.pdf,monto_03_tgn_ct,179000
2026,1220,Gobierno Autónomo Municipal de Cajuata,2.1.2,2.1,3,Energía Eléctrica,0000,data\raw\sigep_2026\objeto_gasto_fuente_total_gastos\2026_1220_Gobierno_Autónomo_Municipal_de_Cajuata_objeto_gasto_fuente_total_gastos.pdf,monto_03_tgn_ct,6000
2026,1220,Gobierno Autónomo Municipal de Cajuata,2.1.3,2.1,3,Agua,0000,data\raw\sigep_2026\objeto_gasto_fuente_total_gastos\2026_1220_Gobierno_Autónomo_Municipal_de_Cajuata_objeto_gasto_fuente_total_gastos.pdf,monto_03_tgn_ct,1000
2026,1220,Gobierno Autónomo Municipal de Cajuata,2.1.4,2.1,3,TELEFONÍA,0000,data\raw\sigep_2026\objeto_gasto_fuente_total_gastos\2026_1220_Gobierno_Autónomo_Municipal_de_Cajuata_objeto_gasto_fuente_total_gastos.pdf,monto_03_tgn_ct,80000
2026,1220,Gobierno Autónomo Municipal de Cajuata,2.1.6,2.1,3,INTERNET,0000,data\raw\sigep_2026\objeto_gasto_fuente_total_gastos\2026_1220_Gobierno_Autónomo_Municipal_de_Cajuata_objeto_gasto_fuente_total_gastos.pdf,monto_03_tgn_ct,26000
2026,1220,Gobierno Autónomo Municipal de Cajuata,2.2.1.10,2.2.1,4,Pasajes al Interior del País,0000,data\raw\sigep_2026\objeto_gasto_fuente_total_gastos\2026_1220_Gobierno_Autónomo_Municipal_de_Cajuata_objeto_gasto_fuente_total_gastos.pdf,monto_03_tgn_ct,13000
2026,1220,Gobierno Autónomo Municipal de Cajuata,2.2.2.10,2.2.2,4,Viáticos por Viajes al Interior del País,0000,data\raw\sigep_2026\objeto_gasto_fuente_total_gastos\2026_1220_Gobierno_Autónomo_Municipal_de_Cajuata_objeto_gasto_fuente_total_gastos.pdf,monto_03_tgn_ct,10000
2026,1220,Gobierno Autónomo Municipal de Cajuata,2.2.3,2.2,3,Fletes y Almacenamiento,0000,data\raw\sigep_2026\objeto_gasto_fuente_total_gastos\2026_1220_Gobierno_Autónomo_Municipal_de_Cajuata_objeto_gasto_fuente_total_gastos.pdf,monto_03_tgn_ct,3000
2026,1220,Gobierno Autónomo Municipal de Cajuata,2.4.1.20,2.4.1,4,"M Y A E N Q T U E IP N O IM S IENTO Y REPARACIÓN DE VEHÍCULOS, MAQUINARIA",0000,data\raw\sigep_2026\objeto_gasto_fuente_total_gastos\2026_1220_Gobierno_Autónomo_Municipal_de_Cajuata_objeto_gasto_fuente_total_gastos.pdf,monto_03_tgn_ct,320000
2026,1220,Gobierno Autónomo Municipal de Cajuata,2.5.2.10,2.5.2,4,Consultorías por Producto,0000,data\raw\sigep_2026\objeto_gasto_fuente_total_gastos\2026_1220_Gobierno_Autónomo_Municipal_de_Cajuata_objeto_gasto_fuente_total_gastos.pdf,monto_03_tgn_ct,50000
2026,1220,Gobierno Autónomo Municipal de Cajuata,2.5.2.20,2.5.2,4,CONSULTORES INDIVIDUALES DE LÍNEA,0000,data\raw\sigep_2026\objeto_gasto_fuente_total_gastos\2026_1220_Gobierno_Autónomo_Municipal_de_Cajuata_objeto_gasto_fuente_total_gastos.pdf,monto_03_tgn_ct,2176800
2026,1220,Gobierno Autónomo Municipal de Cajuata,2.5.2.30,2.5.2,4,AUDITORÍAS EXTERNAS,0000,data\raw\sigep_2026\objeto_gasto_fuente_total_gastos\2026_1220_Gobierno_Autónomo_Municipal_de_Cajuata_objeto_gasto_fuente_total_gastos.pdf,monto_03_tgn_ct,80000
2026,1220,Gobierno Autónomo Municipal de Cajuata,2.5.4,2.5,3,"Lavandería, Limpieza e Higiene",0000,data\raw\sigep_2026\objeto_gasto_fuente_total_gastos\2026_1220_Gobierno_Autónomo_Municipal_de_Cajuata_objeto_gasto_fuente_total_gastos.pdf,monto_03_tgn_ct,10000
2026,1220,Gobierno Autónomo Municipal de Cajuata,2.5.6,2.5,3,"Servicios de Imprenta, Fotocopiado y Fotográficos",0000,data\raw\sigep_2026\objeto_gasto_fuente_total_gastos\2026_1220_Gobierno_Autónomo_Municipal_de_Cajuata_objeto_gasto_fuente_total_gastos.pdf,monto_03_tgn_ct,60000
2026,1220,Gobierno Autónomo Municipal de Cajuata,2.5.9,2.5,3,Servicios Manuales,0000,data\raw\sigep_2026\objeto_gasto_fuente_total_gastos\2026_1220_Gobierno_Autónomo_Municipal_de_Cajuata_objeto_gasto_fuente_total_gastos.pdf,monto_03_tgn_ct,472000
2026,1220,Gobierno Autónomo Municipal de Cajuata,2.6.2,2.6,3,Gastos Judiciales,0000,data\raw\sigep_2026\objeto_gasto_fuente_total_gastos\2026_1220_Gobierno_Autónomo_Municipal_de_Cajuata_objeto_gasto_fuente_total_gastos.pdf,monto_03_tgn_ct,110000
2026,1220,Gobierno Autónomo Municipal de Cajuata,2.6.9.90,2.6.9,4,Otros,0000,data\raw\sigep_2026\objeto_gasto_fuente_total_gastos\2026_1220_Gobierno_Autónomo_Municipal_de_Cajuata_objeto_gasto_fuente_total_gastos.pdf,monto_03_tgn_ct,238000
2026,1220,Gobierno Autónomo Municipal de Cajuata,3.1.1.30,3.1.1,4,Alimentación Complementaria Escolar,0000,data\raw\sigep_2026\objeto_gasto_fuente_total_gastos\2026_1220_Gobierno_Autónomo_Municipal_de_Cajuata_objeto_gasto_fuente_total_gastos.pdf,monto_03_tgn_ct,250000
2026,1220,Gobierno Autónomo Municipal de Cajuata,3.2.1,3.2,3,Papel,0000,data\raw\sigep_2026\objeto_gasto_fuente_total_gastos\2026_1220_Gobierno_Autónomo_Municipal_de_Cajuata_objeto_gasto_fuente_total_gastos.pdf,monto_03_tgn_ct,20000
2026,1220,Gobierno Autónomo Municipal de Cajuata,3.4.1.10,3.4.1,4,"Combustibles, Lubricantes y Derivados para Consumo",0000,data\raw\sigep_2026\objeto_gasto_fuente_total_gastos\2026_1220_Gobierno_Autónomo_Municipal_de_Cajuata_objeto_gasto_fuente_total_gastos.pdf,monto_03_tgn_ct,320000
2026,1220,Gobierno Autónomo Municipal de Cajuata,3.4.2,3.4,3,Productos Químicos y Farmacéuticos,0000,data\raw\sigep_2026\objeto_gasto_fuente_total_gastos\2026_1220_Gobierno_Autónomo_Municipal_de_Cajuata_objeto_gasto_fuente_total_gastos.pdf,monto_03_tgn_ct,1995456
2026,1220,Gobierno Autónomo Municipal de Cajuata,3.4.3,3.4,3,Llantas y Neumáticos,0000,data\raw\sigep_2026\objeto_gasto_fuente_total_gastos\2026_1220_Gobierno_Autónomo_Municipal_de_Cajuata_objeto_gasto_fuente_total_gastos.pdf,monto_03_tgn_ct,10000
2026,1220,Gobierno Autónomo Municipal de Cajuata,3.4.8,3.4,3,Herramientas Menores,0000,data\raw\sigep_2026\objeto_gasto_fuente_total_gastos\2026_1220_Gobierno_Autónomo_Municipal_de_Cajuata_objeto_gasto_fuente_total_gastos.pdf,monto_03_tgn_ct,50000
2026,1220,Gobierno Autónomo Municipal de Cajuata,3.9.1,3.9,3,MATERIAL DE LIMPIEZA E HIGIENE,0000,data\raw\sigep_2026\objeto_gasto_fuente_total_gastos\2026_1220_Gobierno_Autónomo_Municipal_de_Cajuata_objeto_gasto_fuente_total_gastos.pdf,monto_03_tgn_ct,50000
2026,1220,Gobierno Autónomo Municipal de Cajuata,3.9.2,3.9,3,Material Deportivo y Recreativo,0000,data\raw\sigep_2026\objeto_gasto_fuente_total_gastos\2026_1220_Gobierno_Autónomo_Municipal_de_Cajuata_objeto_gasto_fuente_total_gastos.pdf,monto_03_tgn_ct,100000
2026,1220,Gobierno Autónomo Municipal de Cajuata,3.9.5,3.9,3,ÚTILES DE ESCRITORIO Y OFICINA,0000,data\raw\sigep_2026\objeto_gasto_fuente_total_gastos\2026_1220_Gobierno_Autónomo_Municipal_de_Cajuata_objeto_gasto_fuente_total_gastos.pdf,monto_03_tgn_ct,75000
2026,1220,Gobierno Autónomo Municipal de Cajuata,3.9.9.90,3.9.9,4,Otros Materiales y Suministros,0000,data\raw\sigep_2026\objeto_gasto_fuente_total_gastos\2026_1220_Gobierno_Autónomo_Municipal_de_Cajuata_objeto_gasto_fuente_total_gastos.pdf,monto_03_tgn_ct,2003826
2026,1220,Gobierno Autónomo Municipal de Cajuata,4.3.4,4.3,3,Equipo Médico y de Laboratorio,0000,data\raw\sigep_2026\objeto_gasto_fuente_total_gastos\2026_1220_Gobierno_Autónomo_Municipal_de_Cajuata_objeto_gasto_fuente_total_gastos.pdf,monto_03_tgn_ct,535000
2026,1220,Gobierno Autónomo Municipal de Cajuata,5.7.1,5.7,3,Incremento de Caja y Bancos,0000,data\raw\sigep_2026\objeto_gasto_fuente_total_gastos\2026_1220_Gobierno_Autónomo_Municipal_de_Cajuata_objeto_gasto_fuente_total_gastos.pdf,monto_03_tgn_ct,1727702
2026,1220,Gobierno Autónomo Municipal de Cajuata,6.1.1,6.1,3,Amortización de la Deuda Pública Interna a Corto Plazo,0862,data\raw\sigep_2026\objeto_gasto_fuente_total_gastos\2026_1220_Gobierno_Autónomo_Municipal_de_Cajuata_objeto_gasto_fuente_total_gastos.pdf,monto_03_tgn_ct,209225
2026,1220,Gobierno Autónomo Municipal de Cajuata,6.1.2,6.1,3,Intereses de la Deuda Pública Interna a Corto Plazo,0862,data\raw\sigep_2026\objeto_gasto_fuente_total_gastos\2026_1220_Gobierno_Autónomo_Municipal_de_Cajuata_objeto_gasto_fuente_total_gastos.pdf,monto_03_tgn_ct,47160
2026,1220,Gobierno Autónomo Municipal de Cajuata,7.1.6.10,7.1.6,4,A LU P C E R R O SONAS E INSTITUCIONES PRIVADAS SIN FINES DE,0999,data\raw\sigep_2026\objeto_gasto_fuente_total_gastos\2026_1220_Gobierno_Autónomo_Municipal_de_Cajuata_objeto_gasto_fuente_total_gastos.pdf,monto_03_tgn_ct,75910
2026,1221,Gobierno Autónomo Municipal de Colquiri,1.1.4,1.1,3,Aguinaldos,0000,data\raw\sigep_2026\objeto_gasto_fuente_total_gastos\2026_1221_Gobierno_Autónomo_Municipal_de_Colquiri_objeto_gasto_fuente_total_gastos.pdf,monto_03_tgn_ct,84449
2026,1221,Gobierno Autónomo Municipal de Colquiri,1.1.6,1.1,3,Asignaciones Familiares,0000,data\raw\sigep_2026\objeto_gasto_fuente_total_gastos\2026_1221_Gobierno_Autónomo_Municipal_de_Colquiri_objeto_gasto_fuente_total_gastos.pdf,monto_03_tgn_ct,10000
2026,1221,Gobierno Autónomo Municipal de Colquiri,1.1.7,1.1,3,Sueldos,0000,data\raw\sigep_2026\objeto_gasto_fuente_total_gastos\2026_1221_Gobierno_Autónomo_Municipal_de_Colquiri_objeto_gasto_fuente_total_gastos.pdf,monto_03_tgn_ct,2551752
2026,1221,Gobierno Autónomo Municipal de Colquiri,1.3.1.10,1.3.1,4,Régimen de Corto Plazo (Salud),0417,data\raw\sigep_2026\objeto_gasto_fuente_total_gastos\2026_1221_Gobierno_Autónomo_Municipal_de_Colquiri_objeto_gasto_fuente_total_gastos.pdf,monto_03_tgn_ct,255175
2026,1221,Gobierno Autónomo Municipal de Colquiri,1.3.1.20,1.3.1,4,PRIMA DE RIESGO PROFESIONAL RÉGIMEN DE LARGO PLAZO,0999,data\raw\sigep_2026\objeto_gasto_fuente_total_gastos\2026_1221_Gobierno_Autónomo_Municipal_de_Colquiri_objeto_gasto_fuente_total_gastos.pdf,monto_03_tgn_ct,43635
2026,1221,Gobierno Autónomo Municipal de Colquiri,1.3.1.31,1.3.1,4,Aporte Patronal Solidario 3.5%,0999,data\raw\sigep_2026\objeto_gasto_fuente_total_gastos\2026_1221_Gobierno_Autónomo_Municipal_de_Colquiri_objeto_gasto_fuente_total_gastos.pdf,monto_03_tgn_ct,89311
2026,1221,Gobierno Autónomo Municipal de Colquiri,1.3.2,1.3,3,Aporte Patronal para Vivienda,0342,data\raw\sigep_2026\objeto_gasto_fuente_total_gastos\2026_1221_Gobierno_Autónomo_Municipal_de_Colquiri_objeto_gasto_fuente_total_gastos.pdf,monto_03_tgn_ct,51035
2026,1221,Gobierno Autónomo Municipal de Colquiri,2.1.2,2.1,3,Energía Eléctrica,0000,data\raw\sigep_2026\objeto_gasto_fuente_total_gastos\2026_1221_Gobierno_Autónomo_Municipal_de_Colquiri_objeto_gasto_fuente_total_gastos.pdf,monto_03_tgn_ct,296673
