departamento_geo,provincia_geo,municipio_geo,capital_geo,municipio_alternativo,pibpc_2021,decil_pibpc_2021,has_presupuesto,codigo_entidad,nombre_entidad,departamento,tipo,grupo_eta,provincia_ine,municipio_ine,poblacion_2024,presupuesto_total,presupuesto_per_capita,ingresos_total,autonomia_fiscal_pct,autonomia_fiscal_aplica,dependencia_tgn_pct,coparticipacion_pct,idh_pct,regalias_pct,recursos_especificos_gam_gaioc_pct
Santa Cruz,Andrés Ibáñez,Porongo,Porongo (Ayacucho),Porongo (Ayacucho),3.471433046797756e-06,10.0,True,1703,Gobierno Autónomo Municipal de Porongo (Ayacucho),Santa Cruz,municipal,GAM,Andrés Ibáñez,Porongo,23126.0,159088092.0,6879.1875810776,159088092.0,81.001797,True,18.368528,16.862197,1.495349,0.0,81.001797
Santa Cruz,Ã‘uflo De ChÃ¡vez,San Javier,San Javier,San Javier,2.3167328890849603e-06,6.0,True,1738,Gobierno Autónomo Municipal de San Javier,Santa Cruz,municipal,GAM,Ñuflo de Chávez,San Javier,14888.0,19413631.0,1303.9784390113,19413631.0,19.182398,True,71.34962,65.340997,5.802712,0.024529,19.182398
Cochabamba,Chapare,Villa Tunari,Villa Tunari,Villa Tunari,1.8578374465505476e-06,1.0,True,1314,Gobierno Autónomo Municipal de Villa Tunari,Cochabamba,municipal,GAM,Chapare,Villa Tunari,93747.0,106261435.0,1133.4915783972,106261435.0,9.124194,True,86.724002,74.787155,8.453297,3e-05,9.124194
Cochabamba,Carrasco,Chimoré,Chimoré,Chimoré,2.0173606571916025e-06,3.0,True,1334,Gobierno Autónomo Municipal de Chimoré,Cochabamba,municipal,GAM,Carrasco,Chimoré,27521.0,37932967.0,1378.3280767414,37932967.0,13.202337,True,83.258744,61.313901,6.781407,0.0,13.202337
Cochabamba,Tiraque,Tiraque,Tiraque,Tiraque,2.4970120193756884e-06,7.0,True,1341,Gobierno Autónomo Municipal de Tiraque,Cochabamba,municipal,GAM,Tiraque,Tiraque,18475.0,18867960.0,1021.2698240866,18867960.0,10.247663,True,89.300195,80.150652,9.059543,0.001643,10.247663
Cochabamba,Tiraque,Shinahota,Shinahota,Shinahota,2.4125154141074745e-06,7.0,True,1347,Gobierno Autónomo Municipal de Shinahota,Cochabamba,municipal,GAM,Tiraque,Shinahota,27172.0,30585034.0,1125.608494038,30585034.0,15.694009,True,81.956989,73.575033,8.31629,0.0,15.694009
Chuquisaca,Sur Cinti,Culpina,Culpina,Culpina,1.8783271116262767e-06,1.0,True,1124,Gobierno Autónomo Municipal de Culpina,Chuquisaca,municipal,GAM,Sud Cinti,Culpina,14848.0,21907961.0,1475.4822871767,21907961.0,8.590485,True,91.395338,56.422184,16.108783,0.0,8.590485
Chuquisaca,Nor Cinti,Incahuasi,Incahuasi,Incahuasi,1.7710784732116736e-06,1.0,True,1121,Gobierno Autónomo Municipal de Incahuasi,Chuquisaca,municipal,GAM,Nor Cinti,Incahuasi,16484.0,20133393.0,1221.3900145596,20133393.0,1.072447,True,98.927553,67.353928,19.229844,0.0,1.072447
Santa Cruz,Ichilo,San Juan,San Juan,San Juan,2.8459023724280996e-06,9.0,True,1752,Gobierno Autónomo Municipal de San Juan,Santa Cruz,municipal,GAM,Ichilo,San Juan,10200.0,18896749.0,1852.6224509804,18896749.0,13.520844,True,53.786934,44.902216,4.0842,0.0,13.520844
Potosí,Tomás Frías,Tinguipaya,Tinguipaya,Tinguipaya,1.9841604625980835e-06,3.0,True,1502,Gobierno Autónomo Municipal de Tinguipaya,Potosí,municipal,GAM,Tomás Frías,Tinguipaya,28942.0,39168376.0,1353.3403358441,39168376.0,0.844304,True,94.84549,80.721623,12.242402,4.228508,0.844304
Santa Cruz,Obispo Santistéban,Montero,Montero,Montero,2.7180055894859834e-06,8.0,True,1734,Gobierno Autónomo Municipal de Montero,Santa Cruz,municipal,GAM,Obispo Santisteban,Montero,126886.0,216889857.0,1709.3285074792,216889857.0,36.423858,True,62.609825,52.477911,4.907987,0.000595,36.423858
Beni,Iténez,Baures,Baures,Baures,2.466318619553931e-06,7.0,True,1818,Gobierno Autónomo Municipal de Baures,Beni,municipal,GAM,Iténez,Baures,7488.0,11125645.0,1485.796607906,11125645.0,1.312283,True,69.341634,49.050415,17.602836,29.323343,1.312283
Santa Cruz,Guarayos,Ascención de Guarayos,Ascención de Guarayos,Ascención de Guarayos,1.9595281628426164e-06,2.0,True,1745,Gobierno Autónomo Municipal de Ascención de Guarayos,Santa Cruz,municipal,GAM,Guarayos,Ascención de Guarayos,34079.0,41847791.0,1227.9641714839,41847791.0,14.337674,True,83.882786,67.550916,6.144277,0.0,14.337674
Beni,Marbán,San Andrés,San Andrés,San Andrés,2.517844905014499e-06,7.0,True,1813,Gobierno Autónomo Municipal de San Andrés,Beni,municipal,GAM,Marbán,San Andrés,15570.0,18999033.0,1220.2333333333,18999033.0,6.562102,True,93.039941,68.417266,24.55306,0.0,6.562102
Beni,Marbán,Loreto,Loreto,Loreto,2.5025099148479057e-06,7.0,True,1812,Gobierno Autónomo Municipal de Loreto,Beni,municipal,GAM,Marbán,Loreto,4269.0,4921799.0,1152.9161396112,4921799.0,1.486509,True,98.507192,72.009666,25.842278,0.0,1.486509
Cochabamba,Arani,Vacas,Vacas,Vacas,1.834209570006351e-06,1.0,True,1337,Gobierno Autónomo Municipal de Vacas,Cochabamba,municipal,GAM,Arani,Vacas,8409.0,9168031.0,1090.2641217743,9168031.0,6.075459,True,92.231484,82.94444,9.071893,0.0,6.075459
Cochabamba,Carrasco,Pocona,Pocona,Pocona,2.4592179670435144e-06,7.0,True,1333,Gobierno Autónomo Municipal de Pocona,Cochabamba,municipal,GAM,Carrasco,Pocona,12258.0,11603755.0,946.627100669,11603755.0,1.706344,True,98.27642,87.52453,9.893022,0.0,1.706344
Santa Cruz,Warnes,Okinawa Uno,Okinawa Uno,Okinawa Uno,2.7672415399138117e-06,8.0,True,1748,Gobierno Autónomo Municipal de Okinawa Uno,Santa Cruz,municipal,GAM,Warnes,Okinawa Uno,10665.0,13560292.0,1271.4760431317,13560292.0,29.49789,True,70.465149,64.424394,5.859896,0.0,29.49789
Santa Cruz,Warnes,Warnes,Warnes,Warnes,3.168606099279714e-06,9.0,True,1706,Gobierno Autónomo Municipal de Warnes,Santa Cruz,municipal,GAM,Warnes,Warnes,151248.0,359415375.0,2376.3314225643,359415375.0,48.510394,True,47.512663,35.995823,3.17287,0.003119,48.510394
Santa Cruz,Obispo Santistéban,General Saavedra,General Saavedra,General Saavedra,2.4757439405220794e-06,7.0,True,1735,Gobierno Autónomo Municipal de General Agustín Saavedra,Santa Cruz,municipal,GAM,Obispo Santisteban,General Saavedra,16598.0,28924415.0,1742.6445957344,28924415.0,40.349255,True,58.785929,46.631266,4.194304,0.0,40.349255
Santa Cruz,Obispo Santistéban,Fernández Alonso,Fernández Alonso,Fernández Alonso,2.500025175322662e-06,7.0,True,1753,Gobierno Autónomo Municipal de Fernández Alonso,Santa Cruz,municipal,GAM,Obispo Santisteban,Fernández Alonso,14610.0,19507502.0,1335.215742642,19507502.0,31.782644,True,68.216633,62.329482,5.669347,0.0,31.782644
Santa Cruz,Obispo Santistéban,Mineros,Mineros,Mineros,2.236312866443768e-06,5.0,True,1736,Gobierno Autónomo Municipal de Mineros,Santa Cruz,municipal,GAM,Obispo Santisteban,Mineros,23110.0,33974300.0,1470.1125054089,33974300.0,23.402952,True,76.596677,55.624655,5.059492,0.0,23.402952
Santa Cruz,Florida,Pampa Grande,Pampa Grande,Pampa Grande,1.8429741430736613e-06,1.0,True,1731,Gobierno Autónomo Municipal de Pampa Grande,Santa Cruz,municipal,GAM,Florida,Pampagrande,9692.0,11020084.0,1137.028889806,11020084.0,12.704077,True,87.261504,72.801732,6.621882,0.034419,12.704077
Santa Cruz,Florida,Mairana,Mairana,Mairana,2.1036921680206433e-06,4.0,True,1732,Gobierno Autónomo Municipal de Mairana,Santa Cruz,municipal,GAM,Florida,Mairana,12735.0,15445949.0,1212.873890852,15445949.0,16.185474,True,83.814526,68.530098,6.233343,0.0,16.185474
Cochabamba,Carrasco,Puerto Villarroel,Puerto Villarroel,Puerto Villarroel,2.6079856070282403e-06,8.0,True,1335,Gobierno Autónomo Municipal de Puerto Villarroel,Cochabamba,municipal,GAM,Carrasco,Puerto Villarroel,64595.0,89805237.0,1390.2815542999,89805237.0,13.96518,True,80.161765,61.330451,6.733046,0.0,13.96518
Santa Cruz,Sara,Colpa Bélgica,Colpa Bélgica,Colpa Bélgica,2.6759782940644072e-06,8.0,True,1756,Gobierno Autónomo Municipal de Colpa Bélgica,Santa Cruz,municipal,GAM,Sara,Colpa Bélgica,6007.0,26049039.0,4336.44731147,26049039.0,78.959635,True,21.040177,19.213396,1.747604,0.0,78.959635
Santa Cruz,Germán Busch,Puerto Suarez,Puerto Suarez,Puerto Suarez,5.96963036514353e-06,10.0,True,1743,Gobierno Autónomo Municipal de Puerto Suárez,Santa Cruz,municipal,GAM,Germán Busch,Puerto Suárez,17417.0,25197005.0,1446.6903025779,25197005.0,31.578896,True,62.632198,57.339009,5.215425,4.671115,31.578896
Santa Cruz,Germán Busch,El Carmen Rivero Tórrez,El Carmen Rivero Tórrez,El Carmen Rivero Tórrez,4.156830527790589e-06,10.0,True,1751,Gobierno Autónomo Municipal de El Carmen Rivero Tórrez,Santa Cruz,municipal,GAM,Germán Busch,El Carmen Rivero Tórrez,8816.0,20922082.0,2373.1944192377,20922082.0,13.980444,True,56.485186,35.172284,3.251311,0.0,13.980444
Santa Cruz,Angel Sandoval,San Matías,San Matías,San Matías,3.889756953867618e-06,10.0,True,1740,Gobierno Autónomo Municipal de San Matías,Santa Cruz,municipal,GAM,Ángel Sandoval,San Matías,15378.0,15400060.0,1001.4345168422,15400060.0,7.808022,True,90.411765,82.792119,7.530575,0.413336,7.808022
Cochabamba,Ayopaya,Ayopaya,Villa de Independencia,Independencia,2.0424658941919915e-06,3.0,True,1310,Gobierno Autónomo Municipal de Independencia,Cochabamba,municipal,GAM,Ayopaya,Ayopaya,21815.0,25066704.0,1149.0581709833,25066704.0,6.293209,True,88.743542,72.028094,8.141433,4.682024,6.293209
Santa Cruz,Velasco,San Ignacio,San Ignacio,San Ignacio de Velasco,3.4124957437597914e-06,10.0,True,1707,Gobierno Autónomo Municipal de San Ignacio (San Ignacio de Velasco),Santa Cruz,municipal,GAM,Velasco,San Ignacio,67103.0,77924456.0,1161.2663517279,77924456.0,13.243596,True,79.924273,72.839223,7.010245,0.009027,13.243596
Santa Cruz,Guarayos,Urubicha,Urubicha,Urubicha,2.4451117042190162e-06,7.0,True,1746,Gobierno Autónomo Municipal de Urubicha,Santa Cruz,municipal,GAM,Guarayos,Urubichá,6555.0,6477432.0,988.166590389,6477432.0,6.359002,True,91.767015,83.786985,7.621091,0.0,6.359002
Beni,Cercado,Trinidad,Trinidad,Trinidad,2.413597485428909e-06,7.0,True,1801,Gobierno Autónomo Municipal de Trinidad,Beni,municipal,GAM,Cercado,Trinidad,128589.0,233143669.0,1813.0918585571,233143669.0,36.817301,True,63.179731,44.345129,15.914237,0.0,36.817301
Beni,Moxos,San Ignacio,San Ignacio,San Ignacio,2.289730900884024e-06,6.0,True,1811,Gobierno Autónomo Municipal de San Ignacio,Beni,municipal,GAM,Moxos,San Ignacio,21584.0,30289005.0,1403.3082375834,30289005.0,6.603056,True,93.386438,59.227786,21.255211,0.0,6.603056
Beni,Cercado,San Javier,San Javier,San Javier,2.2903930130269146e-06,6.0,True,1802,Gobierno Autónomo Municipal de San Javier,Beni,municipal,GAM,Cercado,San Javier,7913.0,10934259.0,1381.8095538986,10934259.0,7.316454,True,91.698459,58.653988,21.342461,0.0,7.316454
Santa Cruz,Obispo Santistéban,San Pedro,San Pedro,San Pedro,2.8293327432038495e-06,9.0,True,1754,Gobierno Autónomo Municipal de San Pedro,Santa Cruz,municipal,GAM,Obispo Santisteban,San Pedro,15246.0,20019625.0,1313.1067165158,20019625.0,30.570003,True,68.730408,62.948482,5.725647,0.0,30.570003
Santa Cruz,Ã‘uflo De ChÃ¡vez,San Antonio de Lomerio,San Antonio de Lomerio,San Antonio de Lomerio,2.6821778646990424e-06,8.0,True,1749,Gobierno Autónomo Municipal de San Antonio de Lomerio,Santa Cruz,municipal,GAM,Ñuflo de Chávez,San Antonio de Lomerio,6364.0,6095105.0,957.747485858,6095105.0,2.953189,True,96.332582,88.200843,7.873334,0.0,2.953189
Cochabamba,Carrasco,Pojo,Pojo,Pojo,2.4249609396065352e-06,7.0,True,1332,Gobierno Autónomo Municipal de Pojo,Cochabamba,municipal,GAM,Carrasco,Pojo,11865.0,14766564.0,1244.5481668774,14766564.0,13.296932,True,86.455888,69.36978,7.534779,0.0,13.296932
Cochabamba,Carrasco,Entre Ríos,Entre Ríos,Entre Rios (Bulo Bulo),3.0880771646479843e-06,9.0,True,1345,Gobierno Autónomo Municipal de Entre Rios,Cochabamba,municipal,GAM,Carrasco,Entre Ríos,45780.0,59456897.0,1298.7526649192,59456897.0,17.378203,True,81.177967,63.775997,7.600952,0.0,17.378203
Cochabamba,Chapare,Colomi,Colomi,Colomi,2.3076181605574675e-06,6.0,True,1313,Gobierno Autónomo Municipal de Colomi,Cochabamba,municipal,GAM,Chapare,Colomi,21846.0,20489492.0,937.9058866612,20489492.0,12.567417,True,87.310569,78.384515,8.859912,0.0,12.567417
Cochabamba,Mizque,Alalay,Alalay,Alalay,1.9931783299398376e-06,3.0,True,1344,Gobierno Autónomo Municipal de Alalay,Cochabamba,municipal,GAM,Mizque,Alalay,3512.0,3528141.0,1004.5959567198,3528141.0,1.417177,True,98.582823,88.641695,9.501803,0.0,1.417177
Cochabamba,Mizque,Vila Vila,Vila Vila,Vila Vila,2.097773176501505e-06,4.0,True,1343,Gobierno Autónomo Municipal de Vila Vila,Cochabamba,municipal,GAM,Mizque,Vila Vila,5244.0,5177409.0,987.3014874142,5177409.0,4.82867,True,94.88161,85.173897,9.474488,0.0,4.82867
La Paz,Abel Iturralde,Ixiamas,Ixiamas,Ixiamas,2.4242101517302217e-06,7.0,True,1267,Gobierno Autónomo Municipal de Ixiamas,La Paz,municipal,GAM,Abel Iturralde,Ixiamas,12595.0,23227708.0,1844.2007145693,23227708.0,6.457805,True,91.073812,44.69419,4.657838,0.725448,6.457805
La Paz,Muñecas,Ayata,Ayata,Ayata,2.0047375528520206e-06,3.0,True,1236,Gobierno Autónomo Municipal de Ayata,La Paz,municipal,GAM,Muñecas,Ayata,9029.0,9509993.0,1053.2720124045,9509993.0,0.105153,True,98.195624,78.303591,8.160469,1.699223,0.105153
Potosí,Antonio Quijarro,Uyuni,Uyuni,Uyuni (Thola Pampa),2.2366982648236444e-06,5.0,True,1530,Gobierno Autónomo Municipal de Uyuni,Potosí,municipal,GAM,Antonio Quijarro,Uyuni,35318.0,61108753.0,1730.2438699813,61108753.0,16.218393,True,79.538139,54.814382,11.116129,3.717436,16.218393
La Paz,Pacajes,Waldo Ballivian,Waldo Ballivian,Waldo Ballivian,2.718658379308181e-06,8.0,True,1243,Gobierno Autónomo Municipal de Waldo Ballivián,La Paz,municipal,GAM,Pacajes,Waldo Ballivián,6442.0,6363941.0,987.8828003726,6363941.0,5.370257,True,94.629601,85.660049,8.927126,0.0,5.370257
Oruro,Sajama,Curahuara de Carangas,Curahuara de Carangas,Curahuara de Carangas,1.9435476588114398e-06,2.0,True,1416,Gobierno Autónomo Municipal de Curahuara de Carangas,Oruro,municipal,GAM,Sajama,Curahuara de Carangas,6683.0,7523030.0,1125.6965434685,7523030.0,3.987755,True,96.012245,73.722064,22.153095,0.0,3.987755
Beni,Mamoré,San Joaquín,San Joaquín,San Joaquín,2.934147232735995e-06,9.0,True,1814,Gobierno Autónomo Municipal de San Joaquín,Beni,municipal,GAM,Mamoré,San Joaquín,6808.0,9478989.0,1392.3309341951,9478989.0,13.425672,True,84.470865,61.036678,23.243892,0.0,13.425672
Oruro,Carangas,Choquecota,Choquecota,Choquecota,2.1135210772627033e-06,4.0,True,1415,Gobierno Autónomo Municipal de Choquecota,Oruro,municipal,GAM,Carangas,Choquecota,2504.0,3413990.0,1363.4145367412,3413990.0,5.272423,True,94.727577,72.569369,21.806713,0.0,5.272423
La Paz,Inquisivi,Cajuata,Cajuata,Cajuata,1.6287464177366928e-06,1.0,True,1220,Gobierno Autónomo Municipal de Cajuata,La Paz,municipal,GAM,Inquisivi,Cajuata,15565.0,16790899.0,1078.7599743013,16790899.0,0.416893,True,95.078435,76.671964,7.990424,4.504672,0.416893
La Paz,Inquisivi,Inquisivi,Inquisivi,Inquisivi,1.7751335690263659e-06,1.0,True,1218,Gobierno Autónomo Municipal de Inquisivi,La Paz,municipal,GAM,Inquisivi,Inquisivi,18679.0,23286166.0,1246.6494994379,23286166.0,10.735988,True,86.241986,66.992587,6.981677,1.86479,10.735988
La Paz,Sud Yungas,Irupana,Villa de Lanza,Irupana,1.76120283867931e-06,1.0,True,1257,Gobierno Autónomo Municipal de Irupana (Villa de Lanza),La Paz,municipal,GAM,Sur Yungas,Irupana,23279.0,26478359.0,1137.4354138923,26478359.0,2.773386,True,91.645895,72.455068,7.550955,5.366892,2.773386
La Paz,Sud Yungas,Chulumani,Villa de la Libertad,Chulumani,1.5433461157954298e-06,1.0,True,1256,Gobierno Autónomo Municipal de Chulumani (Villa de la Libertad),La Paz,municipal,GAM,Sur Yungas,Chulumani,18303.0,29064222.0,1587.9485330274,29064222.0,4.128788,True,95.871212,52.284059,5.44882,0.0,4.128788
Oruro,Poopó,Poopó,Villa de Poopó,Poopó,2.164091029044357e-06,4.0,True,1408,Gobierno Autónomo Municipal de Poopó (Villa Poopó),Oruro,municipal,GAM,Poopó,Poopó,9189.0,15738980.0,1712.8066166068,15738980.0,11.603954,True,62.987786,48.343571,14.52699,25.40826,11.603954
Beni,Mamoré,San Ramón,San Ramón,San Ramón,3.075909489780315e-06,9.0,True,1815,Gobierno Autónomo Municipal de San Ramón,Beni,municipal,GAM,Mamoré,San Ramón,5489.0,7378760.0,1344.2812898524,7378760.0,8.630989,True,84.860966,61.304826,22.000607,0.087115,8.630989
La Paz,Ingavi,Tiahuanacu,Tiahuanacu,Tiahuanacu,2.8198280688229715e-06,9.0,True,1208,Gobierno Autónomo Municipal de Tiahuanacu,La Paz,municipal,GAM,Ingavi,Tiahuanacu,13648.0,13479705.0,987.6688892145,13479705.0,4.272875,True,95.727125,83.682521,8.721037,0.0,4.272875
La Paz,Camacho,Puerto Acosta,Puerto Acosta,Puerto Acosta,1.887996290861338e-06,2.0,True,1246,Gobierno Autónomo Municipal de Puerto Acosta,La Paz,municipal,GAM,Camacho,Puerto Acosta,14012.0,17894764.0,1277.1027690551,17894764.0,7.82525,True,92.1738,64.764363,6.749466,0.0,7.82525
La Paz,Camacho,Escoma,Escoma,Escoma,1.6693448969817837e-06,1.0,True,1283,Gobierno Autónomo Municipal de Escoma,La Paz,municipal,GAM,Camacho,Escoma,8837.0,8340439.0,943.8088717891,8340439.0,2.94349,True,97.05651,87.818555,9.152072,0.0,2.94349
La Paz,Pacajes,Charaña,Charaña,Charaña,1.8014204670180334e-06,1.0,True,1242,Gobierno Autónomo Municipal de Charaña,La Paz,municipal,GAM,Pacajes,Charaña,4221.0,5100585.0,1208.3830845771,5100585.0,5.881678,True,94.118322,67.219917,7.005373,0.0,5.881678
La Paz,Omasuyos,Achacachi,Achacachi,Achacachi,1.9721796888916288e-06,2.0,True,1224,Gobierno Autónomo Municipal de Achacachi,La Paz,municipal,GAM,Omasuyos,Achacachi,47257.0,45067967.0,953.6781217597,45067967.0,3.216697,True,95.949975,86.82008,9.048014,0.0,3.216697
La Paz,Ingavi,Taraco,Taraco,Taraco,2.010435991905979e-06,3.0,True,1280,Gobierno Autónomo Municipal de Taraco,La Paz,municipal,GAM,Ingavi,Taraco,7540.0,10836830.0,1437.2453580902,10836830.0,13.825076,True,86.174924,57.622856,6.005206,0.0,13.825076
La Paz,Ingavi,La (Marka) San Andrés de Machaca,La (Marka) San Andrés de Machaca,San Andrés de Machaca,2.079881141980877e-06,3.0,True,1278,Gobierno Autónomo Municipal de San Andrés de Machaca,La Paz,municipal,GAM,Ingavi,La (Marka) San Andrés de Machaca,7936.0,7853726.0,989.6328125,7853726.0,4.965796,True,95.034204,82.90796,8.640307,0.0,4.965796
Oruro,Abaroa,Challapata,Challapata,Challapata,2.0638781279558316e-06,3.0,True,1404,Gobierno Autónomo Municipal de Challapata,Oruro,municipal,GAM,Abaroa,Challapata,35427.0,47320012.0,1335.7047449685,47320012.0,7.28678,True,92.240002,62.08815,18.657168,0.050564,7.28678
Oruro,Litoral,Escara,Escara,Escara,2.1736261714977445e-06,4.0,True,1419,Gobierno Autónomo Municipal de Escara,Oruro,municipal,GAM,Litoral,Escara,4231.0,6934522.0,1638.9794374852,6934522.0,28.841209,True,71.158791,50.281851,15.109434,0.0,28.841209
Oruro,San Pedro de Totora,Totora,Totora,San Pedro de Totora,1.8718546925811097e-06,1.0,True,1413,Gobierno Autónomo Municipal de Totora,Oruro,municipal,GAM,San Pedro de Totora,Totora,6637.0,9667747.0,1456.6441163176,9667747.0,3.103101,True,96.896899,56.49882,16.977606,0.0,3.103101
Oruro,Sajama,Turco,Turco,Turco,2.230390236945823e-06,5.0,True,1417,Gobierno Autónomo Municipal de Turco,Oruro,municipal,GAM,Sajama,Turco,5803.0,9552263.0,1646.0904704463,9552263.0,10.405911,True,89.588122,45.928279,13.801211,0.005967,10.405911
Oruro,Sabaya,Coipasa,Coipasa,Coipasa,3.1655022212362383e-06,9.0,True,1432,Gobierno Autónomo Municipal de Coipasa,Oruro,municipal,GAM,Sabaya,Coipasa,1406.0,3541469.0,2518.8257467994,3541469.0,56.47374,True,43.233246,32.983149,9.911254,0.293014,56.47374
Potosí,Rafael Bustillo,Chayanta,Chayanta,Chayanta,2.0187237623758847e-06,3.0,True,1506,Gobierno Autónomo Municipal de Chayanta,Potosí,municipal,GAM,Rafael Bustillo,Chayanta,16021.0,18383004.0,1147.4317458336,18383004.0,1.146167,True,98.037725,72.396889,14.484156,0.816107,1.146167
Potosí,Sur Chichas,Atocha,Atocha,Atocha,2.854385456885211e-06,9.0,True,1520,Gobierno Autónomo Municipal de Atocha,Potosí,municipal,GAM,Sur Chichas,Atocha,9610.0,21445708.0,2231.6033298647,21445708.0,2.877033,True,47.956584,37.314548,7.262623,49.166383,2.877033
Potosí,Nor Lipez,San Pedro de Quemes,Villa San Pedro de Quemes,San Pedro de Quemes,2.6845016236620722e-06,8.0,True,1522,Gobierno Autónomo Municipal de San Pedro de Quemes,Potosí,municipal,GAM,Nor Lípez,San Pedro de Quemes,1621.0,5985878.0,3692.7069710056,5985878.0,4.066672,True,95.632621,22.264086,4.454284,0.0,4.066672
Santa Cruz,Ã‘uflo De ChÃ¡vez,San Julián,San Julián,San Julián,2.354241587454453e-06,6.0,True,1739,Gobierno Autónomo Municipal de San Julián,Santa Cruz,municipal,GAM,Ñuflo de Chávez,San Julián,44909.0,105893072.0,2357.9476719589,105893072.0,13.409754,True,54.960674,35.8934,3.187476,0.0,13.409754
Santa Cruz,Guarayos,El Puente,El Puente,El Puente,2.712148670980241e-06,8.0,True,1747,Gobierno Autónomo Municipal de El Puente,Santa Cruz,municipal,GAM,Guarayos,El Puente,17290.0,20523153.0,1186.9955465587,20523153.0,13.30205,True,86.6752,69.732789,6.342734,0.0,13.30205
Santa Cruz,Manuel María Caballero,Comarapa,Comarapa,Comarapa,2.0237330318195745e-06,3.0,True,1741,Gobierno Autónomo Municipal de Comarapa,Santa Cruz,municipal,GAM,Manuel María Caballero,Comarapa,17195.0,24151388.0,1404.5587670835,24151388.0,15.677053,True,83.905927,58.974639,5.364201,0.0,15.677053
Tarija,Arce,Bermejo,Bermejo,Bermejo,2.2905423975316808e-06,6.0,True,1603,Gobierno Autónomo Municipal de Bermejo,Tarija,municipal,GAM,Arce,Bermejo,36970.0,92477448.0,2501.4186637814,92477448.0,30.870396,True,54.443043,40.940482,10.656463,0.0,30.870396
Chuquisaca,Nor Cinti,Villa Charcas,Villa Charcas,Villa Charcas,1.8862640445149736e-06,2.0,True,1129,Gobierno Autónomo Municipal de Villa Charcas,Chuquisaca,municipal,GAM,Nor Cinti,Villa Charcas,14282.0,17118963.0,1198.6390561546,17118963.0,8.178065,True,90.653639,71.126551,19.30628,0.0,8.178065
Tarija,O'Connor,Entre Ríos,Entre Ríos,Entre Rios (La Moreta),2.44926104642218e-06,7.0,True,1611,Gobierno Autónomo Municipal de Entre Ríos,Tarija,municipal,GAM,O'Connor,Entre Ríos,20864.0,33960713.0,1627.7182227761,33960713.0,4.466582,True,78.014734,58.453422,19.410823,0.011675,4.466582
Potosí,Rafael Bustillo,Uncía,Uncía,Uncía,1.9563485693652183e-06,2.0,True,1505,Gobierno Autónomo Municipal de Uncía,Potosí,municipal,GAM,Rafael Bustillo,Uncía,22768.0,42020650.0,1845.6012825018,42020650.0,8.166587,True,89.97164,53.206547,12.882925,1.861773,8.166587
La Paz,Murillo,Mecapaca,Mecapaca,Mecapaca,2.407184183539357e-06,7.0,True,1203,Gobierno Autónomo Municipal de Mecapaca,La Paz,municipal,GAM,Murillo,Mecapaca,20446.0,27231767.0,1331.8872640125,27231767.0,31.00126,True,68.99874,62.448639,6.508127,0.0,31.00126
Cochabamba,Campero,Pasorapa,Pasorapa,Pasorapa,2.147904524463229e-06,4.0,True,1308,Gobierno Autónomo Municipal de Pasorapa,Cochabamba,municipal,GAM,Campero,Pasorapa,6475.0,6595000.0,1018.5328185328,6595000.0,6.8916,True,92.486717,83.053268,9.21624,0.0,6.8916
Potosí,Modesto Omiste,Villazón,Villazón,Villazón,2.8293993636907544e-06,9.0,True,1537,Gobierno Autónomo Municipal de Villazón,Potosí,municipal,GAM,Modesto Omiste,Villazón,49340.0,72813971.0,1475.7594446696,72813971.0,24.627406,True,68.930383,57.611875,11.264465,0.408902,24.627406
Tarija,Arce,Padcaya,Padcaya,Padcaya,2.17177966987947e-06,4.0,True,1602,Gobierno Autónomo Municipal de Padcaya,Tarija,municipal,GAM,Arce,Padcaya,17817.0,38045325.0,2135.338440815,38045325.0,2.628444,True,89.129842,38.860023,12.460585,0.0,2.628444
La Paz,Bautista Saavedra,Charazani,Villa General Juan José Pérez,Charazani,1.9406220417295117e-06,2.0,True,1269,Gobierno Autónomo Municipal de General Juan José Pérez (Charazani),La Paz,municipal,GAM,Bautista Saavedra,Charazani,15763.0,15766181.0,1000.2018016875,15766181.0,0.412275,True,99.219989,83.601038,8.712535,0.367736,0.412275
Cochabamba,Mizque,Mizque,Mizque,Mizque,2.206412546001957e-06,5.0,True,1342,Gobierno Autónomo Municipal de Mizque,Cochabamba,municipal,GAM,Mizque,Mizque,19896.0,26652742.0,1339.6030357861,26652742.0,10.01623,True,84.007811,61.905668,6.997288,4.017245,10.01623
Santa Cruz,Vallegrande,Postrervalle,Postrervalle,Postrervalle,2.0593618046405027e-06,3.0,True,1728,Gobierno Autónomo Municipal de Postrer Valle,Santa Cruz,municipal,GAM,Valle Grande,Postrervalle,1806.0,1757150.0,972.9512735327,1757150.0,3.41462,True,96.532567,84.976126,7.729221,0.0,3.41462
Santa Cruz,Cordillera,Cabezas,Cabezas,Cabezas,3.041556510652299e-06,9.0,True,1720,Gobierno Autónomo Municipal de Cabezas,Santa Cruz,municipal,GAM,Cordillera,Cabezas,32961.0,35215475.0,1068.398258548,35215475.0,19.280032,True,80.322977,73.563639,6.691181,0.0,19.280032
