DEPARTAMEN,PROVINCIA,MUNICIPIO,CAPITAL,F_LEY_PROV,LEY_MUN,F_LEY_MUN,X,Y,MUN_ALTERN,PIBpc_2021_wmean,decile,departamento_geo,provincia_geo,municipio_geo,depto_key,mun_key,codigo_entidad,nombre_entidad,departamento,tipo,grupo_eta,presupuesto_total,provincia_ine,municipio_ine,poblacion_2001,poblacion_2012,poblacion_2024,hombres_2024,mujeres_2024,presupuesto_per_capita
Pando,AbunÃ¡,Santa Rosa,Santa Rosa,1938-09-24,ML,1945-12-03,-67.2788428097,-10.7316108589,Santa Rosa del Abuna,2.4252201455965405e-06,7,Pando,Abuná,Santa Rosa,pando,santa rosa,1911,Gobierno Autónomo Municipal de Santa Rosa del Abuná,Pando,municipal,GAM,5683428.0,Abuná,Santa Rosa,2097.0,2395.0,2889.0,1647.0,1242.0,1967.2647975078
Pando,AbunÃ¡,Ingavi,Ingavi,1938-09-24,CSL,1938-09-24,-66.7473248683,-10.5045770983,Ingavi,2.2487749902211362e-06,5,Pando,Abuná,Ingavi,pando,ingavi,1912,Gobierno Autónomo Municipal de Ingavi (Humaita),Pando,municipal,GAM,5060458.0,Abuná,Ingavi,899.0,1654.0,2600.0,1500.0,1100.0,1946.33
Beni,Vaca Diez,GuayaramerÃ­n,GuayaramerÃ­n,1900-01-19,1669,1995-10-30,-65.4349889568,-11.3089109596,GuayaramerÃ­n,2.9447091947076842e-06,9,Beni,Vaca Diez,Guayaramerín,beni,guayaramerin,1805,Gobierno Autónomo Municipal de Puerto Guayaramerín,Beni,municipal,GAM,57405738.0,Vaca Diez,Guayaramerín,40444.0,41814.0,42031.0,21563.0,20468.0,1365.7951987819
Pando,Federico RomÃ¡n,Villa Nueva,Loma Alta,1963-10-19,CSL,1963-10-19,-66.105491901,-10.6509481126,Villa Nueva (Loma Alta),2.162762939406093e-06,4,Pando,Federico Román,Villa Nueva,pando,villa nueva,1914,Gobierno Autónomo Municipal de Villa Nueva (Loma Alta),Pando,municipal,GAM,4971902.0,Federico Román,Villa Nueva,993.0,2801.0,2511.0,1346.0,1165.0,1980.0485862206
Pando,Federico RomÃ¡n,Santos Mercado,Santos Mercado,1963-10-19,CSL,1963-10-19,-66.1364085683,-10.153428419,Santos Mercado,2.8757413019775413e-06,9,Pando,Federico Román,Santos Mercado,pando,santos mercado,1915,Gobierno Autónomo Municipal de Santos Mercado,Pando,municipal,GAM,4257745.0,Federico Román,Santos Mercado,509.0,2165.0,2347.0,1306.0,1041.0,1814.1222837665
Pando,Federico RomÃ¡n,Nueva Esperanza,Nueva Esperanza,1963-10-19,CSL,1995-10-31,-65.5377979823,-10.1113030749,Nuevo Manoa (Nueva Esperanza),6.162678346299799e-06,10,Pando,Federico Román,Nueva Esperanza,pando,nueva esperanza,1913,Gobierno Autónomo Municipal de Nueva Esperanza,Pando,municipal,GAM,2799727.0,Federico Román,Nueva Esperanza,740.0,2068.0,1598.0,874.0,724.0,1752.0193992491
La Paz,Omasuyos,Santiago de Huata,Santiago de Huata,1863-09-07,4000,2009-01-20,-68.8350934722,-16.0862586579,Santiago de Huata,2.207993702540989e-06,5,La Paz,Omasuyos,Santiago de Huata,la paz,santiago de huata,1282,Gobierno Autónomo Municipal de Santiago de Huata,La Paz,municipal,GAM,10133057.0,Omasuyos,Santiago de Huata,7857.0,8562.0,9287.0,4612.0,4675.0,1091.1012167546
La Paz,Los Andes,Puerto PÃ©rez,Puerto PÃ©rez,1917-11-24,758,2015-11-12,-68.6493357723,-16.3270299779,Puerto PÃ©rez,2.1594671579805436e-06,4,La Paz,Los Andes,Puerto Pérez,la paz,puerto perez,1264,Gobierno Autónomo Municipal de Puerto Pérez,La Paz,municipal,GAM,7948356.0,Los Andes,Puerto Pérez,7830.0,6498.0,7900.0,3858.0,4042.0,1006.1210126582
PotosÃ­,Rafael Bustillo,Chuquihuta Ayllu Jucumani,Chuquihuta Ayllu Jucumani,2009-06-17,4039,2009-06-17,-66.3533150921,-18.6322384682,Chuquihuta,2.1439825559355086e-06,4,Potosí,Rafael Bustillo,Chuquihuta Ayllu Jucumani,potosi,chuquihuta ayllu jucumani,1540,Gobierno Autónomo Municipal de Chuquihuta Ayllu Jucumani,Potosí,municipal,GAM,8518166.0,Rafael Bustillo,Chuquihuta Ayllu Jucumani,6476.0,8019.0,8220.0,4489.0,3731.0,1036.2732360097
La Paz,Caranavi,Alto Beni,Alto Beni,1992-12-16,4131,2009-12-23,-67.3894131675,-15.6057054827,Alto Beni,1.880822992461617e-06,2,La Paz,Caranavi,Alto Beni,la paz,alto beni,1285,Gobierno Autónomo Municipal de Alto Beni,La Paz,municipal,GAM,10227654.0,Caranavi,Alto Beni,8093.0,11194.0,10585.0,5749.0,4836.0,966.2403401039
La Paz,Caranavi,Caranavi,Caranavi,1992-12-16,1401,1992-12-16,-67.4879858296,-15.844679091,Caranavi,1.9245658222644124e-06,2,La Paz,Caranavi,Caranavi,la paz,caranavi,1210,Gobierno Autónomo Municipal de Caranavi,La Paz,municipal,GAM,87897286.0,Caranavi,Caranavi,43060.0,50330.0,59676.0,31048.0,28628.0,1472.9084724177
Chuquisaca,Tomina,AlcalÃ¡,AlcalÃ¡,1917-12-05,ML,1957-09-20,-64.3738832136,-19.4321348702,Villa Alcala,2.2135245671961457e-06,5,Chuquisaca,Tomina,Alcalá,chuquisaca,alcala,1113,Gobierno Autónomo Municipal de Villa Alcalá,Chuquisaca,municipal,GAM,8101707.0,Tomina,Alcalá,4034.0,4902.0,3768.0,1917.0,1851.0,2150.1345541401
Chuquisaca,Tomina,Sopachuy,Villa de Sopachui,1917-12-05,ML,1932-04-01,-64.5352218162,-19.4622942159,Sopachuy,2.3073826014297083e-06,6,Chuquisaca,Tomina,Sopachuy,chuquisaca,sopachuy,1112,Gobierno Autónomo Municipal de Sopachuy,Chuquisaca,municipal,GAM,9564373.0,Tomina,Sopachuy,7241.0,7312.0,6942.0,3507.0,3435.0,1377.7546816479
La Paz,Omasuyos,Huarina,Huarina,1863-09-07,3098,2005-07-15,-68.5931256425,-16.1645624962,Huarina,1.9797359982476337e-06,2,La Paz,Omasuyos,Huarina,la paz,huarina,1281,Gobierno Autónomo Municipal de Huarina,La Paz,municipal,GAM,10914396.0,Omasuyos,Huarina,8290.0,7948.0,8679.0,4076.0,4603.0,1257.5637746284
Cochabamba,Bolivar,Bolivar,Bolivar,1985-01-31,704,1985-01-31,-66.6445215579,-18.0155672478,Bolivar,2.9511991215258604e-06,9,Cochabamba,Bolivar,Bolivar,cochabamba,bolivar,1340,Gobierno Autónomo Municipal de Bolivar,Cochabamba,municipal,GAM,7855912.0,Bolívar,Bolívar,8635.0,7279.0,8282.0,4585.0,3697.0,948.552523545
Chuquisaca,Tomina,Tomina,Villa de Tomina,1917-12-05,ML,1932-04-01,-64.4949701995,-19.1608600057,Tomina,2.0777181362063857e-06,3,Chuquisaca,Tomina,Tomina,chuquisaca,tomina,1111,Gobierno Autónomo Municipal de Tomina,Chuquisaca,municipal,GAM,9760722.0,Tomina,Tomina,9060.0,8494.0,8509.0,4310.0,4199.0,1147.1056528382
Chuquisaca,ZudÃ¡Ã±ez,ZudaÃ±ez,Villa ZudÃ¡Ã±ez,1917-12-05,ML,1917-12-05,-64.6879862089,-19.1279911384,ZudaÃ±ez,1.985313929253607e-06,3,Chuquisaca,Zudáñez,Zudañez,chuquisaca,zudanez,1106,Gobierno Autónomo Municipal de Villa Zudañez (Tacopaya),Chuquisaca,municipal,GAM,15894480.0,Zudáñez,Zudáñez,7423.0,11362.0,13694.0,7143.0,6551.0,1160.6893530013
Chuquisaca,Tomina,Padilla,Padilla,1917-12-05,ML,1827-01-03,-64.1608587629,-19.3747358802,Padilla,1.842028041210142e-06,1,Chuquisaca,Tomina,Padilla,chuquisaca,padilla,1110,Gobierno Autónomo Municipal de Padilla,Chuquisaca,municipal,GAM,14200568.0,Tomina,Padilla,12453.0,10383.0,9192.0,4628.0,4564.0,1544.8833768494
Chuquisaca,ZudÃ¡Ã±ez,Mojocoya,Villa de Mojocoya,1917-12-05,ML,1941-01-14,-64.6441709128,-18.7802819496,Villa Mojocoya,2.3194404548121383e-06,6,Chuquisaca,Zudáñez,Mojocoya,chuquisaca,mojocoya,1108,Gobierno Autónomo Municipal de Villa Mojocoya,Chuquisaca,municipal,GAM,10515624.0,Zudáñez,Mojocoya,7926.0,8068.0,9055.0,4515.0,4540.0,1161.3057979017
Santa Cruz,Vallegrande,PucarÃ¡,PucarÃ¡,1984-10-18,658,1984-10-18,-64.1910807869,-18.7623656332,PucarÃ¡,2.1026812646596227e-06,4,Santa Cruz,Vallegrande,Pucará,santa cruz,pucara,1729,Gobierno Autónomo Municipal de Pucara,Santa Cruz,municipal,GAM,2055912.0,Valle Grande,Pucará,2548.0,2076.0,2015.0,1097.0,918.0,1020.3037220844
Chuquisaca,Belisario Boeto,Villa Serrano,Villa Serrano,1943-10-15,ML,1943-10-15,-64.3000593172,-18.9518465875,Villa Serrano,2.2204724245966645e-06,5,Chuquisaca,Belisario Boeto,Villa Serrano,chuquisaca,villa serrano,1122,Gobierno Autónomo Municipal de Villa Serrano,Chuquisaca,municipal,GAM,12924183.0,Belisario Boeto,Villa Serrano,12386.0,11161.0,9107.0,4693.0,4414.0,1419.1482376194
La Paz,Los Andes,Batallas,Batallas,1917-11-24,654,1984-10-18,-68.4336080149,-16.1643723187,Batallas,1.9565081856853794e-06,2,La Paz,Los Andes,Batallas,la paz,batallas,1263,Gobierno Autónomo Municipal de Batallas,La Paz,municipal,GAM,30560704.0,Los Andes,Batallas,20925.0,17426.0,20607.0,9862.0,10745.0,1483.0253797253
Chuquisaca,Azurduy,Azurduy,Villa Azurduy,1917-12-05,ML,1917-12-05,-64.4329027862,-20.1813721151,Villa Azurduy,1.690461772341223e-06,1,Chuquisaca,Azurduy,Azurduy,chuquisaca,azurduy,1104,Gobierno Autónomo Municipal de Villa Azurduy,Chuquisaca,municipal,GAM,16184792.0,Azurduy,Azurduy,11349.0,10652.0,7903.0,4004.0,3899.0,2047.9301531064
PotosÃ­,JosÃ© MarÃ­a Linares,"Caiza ""D""","Caiza ""D""",2006-08-15,666,1984-11-01,-65.6536114845,-20.0113212108,"Caiza ""D""",2.015035988733871e-06,3,Potosí,José María Linares,"Caiza ""D""",potosi,caiza d,1529,"Gobierno Autónomo Municipal de Caiza ""D""",Potosí,municipal,GAM,14303070.0,José María Linares,"Caiza ""D""",10914.0,12067.0,12999.0,6463.0,6536.0,1100.3207939072
La Paz,Manco Kapac,Copacabana,Copacabana,1961-11-18,121,1961-11-18,-69.0641664312,-16.1363528164,Copacabana,2.1308183022483718e-06,4,La Paz,Manco Kapac,Copacabana,la paz,copacabana,1232,Gobierno Autónomo Municipal de Copacabana,La Paz,municipal,GAM,19251842.0,Manco Kapac,Copacabana,14586.0,14931.0,17463.0,8481.0,8982.0,1102.4361220867
PotosÃ­,Cornelio Saavedra,ChaquÃ­,ChaquÃ­,1925-11-06,ML,1929-01-04,-65.5460617741,-19.6250138307,ChaquÃ­,1.8024527435045457e-06,1,Potosí,Cornelio Saavedra,Chaquí,potosi,chaqui,1509,Gobierno Autónomo Municipal de Chaqui,Potosí,municipal,GAM,9515621.0,Cornelio Saavedra,Chaquí,9644.0,9910.0,9285.0,4585.0,4700.0,1024.8380183091
Chuquisaca,Tomina,El Villar,El Villar,1917-12-05,204,1962-11-26,-64.2752432187,-19.6912768467,El Villar,2.182901198466425e-06,5,Chuquisaca,Tomina,El Villar,chuquisaca,el villar,1114,Gobierno Autónomo Municipal de El Villar,Chuquisaca,municipal,GAM,8056284.0,Tomina,El Villar,4585.0,4465.0,5654.0,2862.0,2792.0,1424.8822072869
PotosÃ­,Nor Chichas,Vitichi,Vitiche,1863-08-26,CSL,1911-01-16,-65.4324371794,-20.3496376912,Vitichi,1.96727614820702e-06,2,Potosí,Nor Chichas,Vitichi,potosi,vitichi,1518,Gobierno Autónomo Municipal de Vitichi,Potosí,municipal,GAM,10592641.0,Nor Chichas,Vitichi,11298.0,10646.0,10184.0,4886.0,5298.0,1040.125785546
Chuquisaca,Luis Calvo,Villa Vaca GuzmÃ¡n,Villa Vaca GuzmÃ¡n,1947-11-14,ML,1947-11-14,-63.8012914588,-19.9031853746,Villa Vaca Guzman (Muyupampa),2.5833123800111935e-06,8,Chuquisaca,Luis Calvo,Villa Vaca Guzmán,chuquisaca,villa vaca guzman,1126,Gobierno Autónomo Municipal de Villa Vaca Guzmán,Chuquisaca,municipal,GAM,16368235.0,Luis Calvo,Villa Vaca Guzmán,10748.0,9720.0,13282.0,7279.0,6003.0,1232.3622195452
PotosÃ­,Nor Chichas,Cotagaita,Cotagaita,1863-08-26,CSL,1911-01-16,-65.7699421027,-20.6725072154,Cotagaita,2.58387490248424e-06,8,Potosí,Nor Chichas,Cotagaita,potosi,cotagaita,1517,Gobierno Autónomo Municipal de Cotagaita,Potosí,municipal,GAM,41484146.0,Nor Chichas,Cotagaita,24025.0,31801.0,29221.0,14451.0,14770.0,1419.6689367236
Chuquisaca,Sur Cinti,Villa Abecia,Villa Abecia,1944-03-23,ML,1947-11-20,-65.2893878064,-20.9860157745,Villa Abecia,2.3941083782119676e-06,6,Chuquisaca,Sur Cinti,Villa Abecia,chuquisaca,villa abecia,1123,Gobierno Autónomo Municipal de Camataqui (Villa Abecia),Chuquisaca,municipal,GAM,6082776.0,Sud Cinti,Villa Abecia,3195.0,3514.0,5375.0,2717.0,2658.0,1131.679255814
PotosÃ­,Sur Chichas,Tupiza,Tupiza,1863-08-26,MDS,1863-02-05,-65.7969192073,-21.4911500216,Tupiza,3.5426476188149536e-06,10,Potosí,Sur Chichas,Tupiza,potosi,tupiza,1519,Gobierno Autónomo Municipal de Tupiza,Potosí,municipal,GAM,64026962.0,Sur Chichas,Tupiza,38337.0,44814.0,45590.0,22111.0,23479.0,1404.4080280763
Chuquisaca,Sur Cinti,Las Carreras,Las Carreras,1944-03-23,1445,1993-02-15,-65.320277535,-21.2956792225,Las Carreras,2.7512237465998624e-06,8,Chuquisaca,Sur Cinti,Las Carreras,chuquisaca,las carreras,1125,Gobierno Autónomo Municipal de Las Carreras,Chuquisaca,municipal,GAM,14015349.0,Sud Cinti,Las Carreras,3556.0,4088.0,5016.0,2576.0,2440.0,2794.1285885167
La Paz,Larecaja,Tacacoma,Tacacoma,1826-10-18,652,1984-10-17,-68.5230229401,-15.3924830872,Tacacoma,1.9822562080662465e-06,2,La Paz,Larecaja,Tacacoma,la paz,tacacoma,1228,Gobierno Autónomo Municipal de Tacacoma,La Paz,municipal,GAM,10632316.0,Larecaja,Tacacoma,6269.0,8182.0,9761.0,5161.0,4600.0,1089.2650343203
Santa Cruz,Ichilo,YapacanÃ­,YapacanÃ­,1926-04-08,1144,1990-03-13,-64.3620574515,-16.7507586691,YapacanÃ­,2.540909463277785e-06,8,Santa Cruz,Ichilo,Yapacaní,santa cruz,yapacani,1712,Gobierno Autónomo Municipal de Yapacaní,Santa Cruz,municipal,GAM,82374547.0,Ichilo,Yapacaní,31538.0,50558.0,57794.0,31127.0,26667.0,1425.3131293906
Santa Cruz,Cordillera,Boyuibe,Boyuibe,1894-09-06,1265,1991-09-30,-63.0673573921,-20.3454200492,Boyuibe,2.107350155711174e-06,4,Santa Cruz,Cordillera,Boyuibe,santa cruz,boyuibe,1724,Gobierno Autónomo Municipal de Boyuibe,Santa Cruz,municipal,GAM,5737583.0,Cordillera,Boyuibe,4031.0,5087.0,5612.0,2980.0,2632.0,1022.3775837491
Cochabamba,Ayopaya,Cocapata,Cocapata,1826-02-15,4007,2009-02-06,-66.5521991724,-16.4891607663,Cocapata,1.6960332231974462e-06,1,Cochabamba,Ayopaya,Cocapata,cochabamba,cocapata,1346,Gobierno Autónomo Municipal de Cocapata,Cochabamba,municipal,GAM,26506372.0,Ayopaya,Cocapata,17061.0,18076.0,19608.0,10671.0,8937.0,1351.8141574867
Santa Cruz,Vallegrande,Vallegrande,Vallegrande,1984-10-18,658,1984-10-18,-63.9404133016,-18.7837902986,Vallegrande,2.2730739601684036e-06,6,Santa Cruz,Vallegrande,Vallegrande,santa cruz,vallegrande,1725,Gobierno Autónomo Municipal de Vallegrande,Santa Cruz,municipal,GAM,31403432.0,Valle Grande,Vallegrande,16837.0,17208.0,17249.0,8787.0,8462.0,1820.5943532958
Tarija,Gran Chaco,Villa Montes,Villa Montes,1876-08-12,MDS,1937-08-24,-62.9133898058,-21.4028222086,Villa Montes,2.850861164915841e-06,9,Tarija,Gran Chaco,Villa Montes,tarija,villa montes,1606,Gobierno Autónomo Municipal de Villamontes,Tarija,municipal,GAM,93009878.0,Gran Chaco,Villa Montes,23765.0,39867.0,46071.0,23557.0,22514.0,2018.8378372512
Chuquisaca,ZudÃ¡Ã±ez,Presto,Presto,1917-12-05,ML,1926-10-28,-64.893029054,-18.7556524932,Presto,2.1486921468749642e-06,4,Chuquisaca,Zudáñez,Presto,chuquisaca,presto,1107,Gobierno Autónomo Municipal de Presto,Chuquisaca,municipal,GAM,14381363.0,Zudáñez,Presto,8892.0,12385.0,12539.0,6550.0,5989.0,1146.9306164766
Santa Cruz,Vallegrande,Trigal,Trigal,1984-10-18,658,1984-10-18,-64.1326643091,-18.2870823247,Trigal,2.02460796572268e-06,3,Santa Cruz,Vallegrande,Trigal,santa cruz,trigal,1726,Gobierno Autónomo Municipal de Trigal,Santa Cruz,municipal,GAM,2451369.0,Valle Grande,Trigal,2133.0,2135.0,2359.0,1197.0,1162.0,1039.1559983044
Santa Cruz,Florida,Quirusillas,Quirusillas,1924-12-15,24,1943-09-24,-63.9374563818,-18.3705717191,Quirusillas,2.0015759218949825e-06,3,Santa Cruz,Florida,Quirusillas,santa cruz,quirusillas,1733,Gobierno Autónomo Municipal de Quirusillas,Santa Cruz,municipal,GAM,3096414.0,Florida,Quirusillas,2028.0,2995.0,3086.0,1560.0,1526.0,1003.3745949449
Santa Cruz,AndrÃ©s IbÃ¡Ã±ez,La Guardia,La Guardia,1944-12-06,1522,1993-12-13,-63.2339492265,-18.0537226226,La Guardia,3.5271589240437606e-06,10,Santa Cruz,Andrés Ibáñez,La Guardia,santa cruz,la guardia,1704,Gobierno Autónomo Municipal de La Guardia,Santa Cruz,municipal,GAM,257239659.0,Andrés Ibáñez,La Guardia,39552.0,89284.0,147726.0,73823.0,73903.0,1741.3296169936
Santa Cruz,Vallegrande,Moromoro,Moromoro,1984-10-18,658,1984-10-18,-64.3442093121,-18.3207853576,Moromoro,2.097222250085906e-06,4,Santa Cruz,Vallegrande,Moromoro,santa cruz,moromoro,1727,Gobierno Autónomo Municipal de Moro Moro,Santa Cruz,municipal,GAM,4354001.0,Valle Grande,Moromoro,3366.0,2767.0,2793.0,1443.0,1350.0,1558.8976011457
Santa Cruz,AndrÃ©s IbÃ¡Ã±ez,El Torno,El Torno,1944-12-06,1522,1993-12-13,-63.4688591396,-18.0488023313,El Torno,3.3094413538492518e-06,10,Santa Cruz,Andrés Ibáñez,El Torno,santa cruz,el torno,1705,Gobierno Autónomo Municipal de El Torno,Santa Cruz,municipal,GAM,91566756.0,Andrés Ibáñez,El Torno,37961.0,49652.0,55697.0,28264.0,27433.0,1644.0159434081
Santa Cruz,Florida,Samaipata,Samaipata,1924-12-15,ML,1924-12-15,-63.7500244308,-18.175267861,Samaipata,2.4075413875834784e-06,7,Santa Cruz,Florida,Samaipata,santa cruz,samaipata,1730,Gobierno Autónomo Municipal de Samaipata,Santa Cruz,municipal,GAM,19597083.0,Florida,Samaipata,9739.0,10472.0,11843.0,6247.0,5596.0,1654.7397618847
Santa Cruz,Ã‘uflo De ChÃ¡vez,Cuatro CaÃ±adas,Cuatro CaÃ±adas,1915-09-16,2322,2003-01-28,-62.2426278351,-17.2373486962,Cuatro CaÃ±adas,2.740722720773192e-06,8,Santa Cruz,Ã‘uflo De ChÃ¡vez,Cuatro Cañadas,santa cruz,cuatro canadas,1755,Gobierno Autónomo Municipal de Cuatro Cañadas,Santa Cruz,municipal,GAM,54863501.0,Ñuflo de Chávez,Cuatro Cañadas,17574.0,22845.0,25258.0,13007.0,12251.0,2172.1237231768
Santa Cruz,Ã‘uflo De ChÃ¡vez,San RamÃ³n,San RamÃ³n,1915-09-16,1966,1999-03-24,-62.4345709129,-16.5769120247,San RamÃ³n,2.2920232822798425e-06,6,Santa Cruz,Ã‘uflo De ChÃ¡vez,San Ramón,santa cruz,san ramon,1750,Gobierno Autónomo Municipal de San Ramón,Santa Cruz,municipal,GAM,20231199.0,Ñuflo de Chávez,San Ramón,5660.0,7490.0,8541.0,4523.0,4018.0,2368.7154899895
Santa Cruz,AndrÃ©s IbÃ¡Ã±ez,Cotoca,Cotoca,1944-12-06,1522,1993-12-13,-62.9082845307,-17.7547826004,Cotoca,2.9063642159599112e-06,9,Santa Cruz,Andrés Ibáñez,Cotoca,santa cruz,cotoca,1702,Gobierno Autónomo Municipal de Cotoca,Santa Cruz,municipal,GAM,175825894.0,Andrés Ibáñez,Cotoca,36425.0,55633.0,106603.0,54479.0,52124.0,1649.3522133523
Santa Cruz,Manuel MarÃ­a Caballero,Saipina,Saipina,1960-11-04,23,1960-11-04,-64.6399376625,-18.0237514668,Saipina,1.8886444195231888e-06,2,Santa Cruz,Manuel María Caballero,Saipina,santa cruz,saipina,1742,Gobierno Autónomo Municipal de Saipina,Santa Cruz,municipal,GAM,7443749.0,Manuel María Caballero,Saipina,5350.0,7390.0,6048.0,3111.0,2937.0,1230.7786044974
Cochabamba,Campero,Omereque,Omereque,1899-07-08,520,1980-05-09,-64.8934476661,-18.0705641641,Omereque,1.9051027493333095e-06,2,Cochabamba,Campero,Omereque,cochabamba,omereque,1309,Gobierno Autónomo Municipal de Omereque,Cochabamba,municipal,GAM,8441040.0,Campero,Omereque,6071.0,5643.0,6700.0,3422.0,3278.0,1259.8567164179
Santa Cruz,Cordillera,Cuevo,Cuevo,1894-09-06,CSL,1926-09-27,-63.5309318494,-20.32724302,Cuevo,2.3045397483656416e-06,6,Santa Cruz,Cordillera,Cuevo,santa cruz,cuevo,1721,Gobierno Autónomo Municipal de Cuevo,Santa Cruz,municipal,GAM,4926870.0,Cordillera,Cuevo,3406.0,5052.0,5335.0,2859.0,2476.0,923.4995313964
Chuquisaca,Luis Calvo,Huacaya,Villa de Huacaya,1947-11-14,ML,1947-11-14,-63.5948645769,-20.7163605271,Huacaya,2.224928493888001e-06,5,Chuquisaca,Luis Calvo,Huacaya,chuquisaca,huacareta,1116,Gobierno Autónomo Municipal de San Pablo de Huacareta,Chuquisaca,municipal,GAM,11701686.0,Hernando Siles,Huacareta,10007.0,8349.0,7200.0,3732.0,3468.0,1625.2341666667
Chuquisaca,Luis Calvo,MacharetÃ­,Villa de MacharetÃ­,1947-11-14,ML,1950-01-04,-62.882725528,-20.7344252332,MacharetÃ­,4.271256784704747e-06,10,Chuquisaca,Luis Calvo,Macharetí,chuquisaca,machareti,1128,Gobierno Autónomo Municipal de Machareti,Chuquisaca,municipal,GAM,9269406.0,Luis Calvo,Macharetí,7386.0,7418.0,7235.0,3895.0,3340.0,1281.1894955079
Santa Cruz,AndrÃ©s IbÃ¡Ã±ez,Porongo,Porongo (Ayacucho),1944-12-06,1522,1993-12-13,-63.3648655158,-17.7503118828,Porongo (Ayacucho),3.471433046797756e-06,10,Santa Cruz,Andrés Ibáñez,Porongo,santa cruz,porongo,1703,Gobierno Autónomo Municipal de Porongo (Ayacucho),Santa Cruz,municipal,GAM,159088092.0,Andrés Ibáñez,Porongo,11085.0,15317.0,23126.0,11983.0,11143.0,6879.1875810776
Santa Cruz,Ã‘uflo De ChÃ¡vez,San Javier,San Javier,1915-09-16,CSL,1915-09-16,-62.4908696082,-16.233748337,San Javier,2.3167328890849603e-06,6,Santa Cruz,Ã‘uflo De ChÃ¡vez,San Javier,santa cruz,san javier,1738,Gobierno Autónomo Municipal de San Javier,Santa Cruz,municipal,GAM,19413631.0,Ñuflo de Chávez,San Javier,11316.0,13620.0,14888.0,7733.0,7155.0,1303.9784390113
Cochabamba,Chapare,Villa Tunari,Villa Tunari,1854-06-10,MDS,1970-06-04,-65.571835347,-16.6345803631,Villa Tunari,1.8578374465505476e-06,1,Cochabamba,Chapare,Villa Tunari,cochabamba,villa tunari,1314,Gobierno Autónomo Municipal de Villa Tunari,Cochabamba,municipal,GAM,106261435.0,Chapare,Villa Tunari,52886.0,71386.0,93747.0,50362.0,43385.0,1133.4915783972
Cochabamba,Carrasco,ChimorÃ©,ChimorÃ©,1926-09-14,633,1984-09-13,-64.9112188058,-16.558197565,ChimorÃ©,2.0173606571916025e-06,3,Cochabamba,Carrasco,Chimoré,cochabamba,chimore,1334,Gobierno Autónomo Municipal de Chimoré,Cochabamba,municipal,GAM,37932967.0,Carrasco,Chimoré,14834.0,21736.0,27521.0,14637.0,12884.0,1378.3280767414
Cochabamba,Tiraque,Tiraque,Tiraque,1986-10-15,888,1986-10-15,-65.5173096085,-17.3365544649,Tiraque,2.4970120193756884e-06,7,Cochabamba,Tiraque,Tiraque,cochabamba,tiraque,1341,Gobierno Autónomo Municipal de Tiraque,Cochabamba,municipal,GAM,18867960.0,Tiraque,Tiraque,20772.0,21231.0,18475.0,9200.0,9275.0,1021.2698240866
Cochabamba,Tiraque,Shinahota,Shinahota,1986-10-15,4047,2009-07-04,-65.3182572206,-17.0591777002,Shinahota,2.4125154141074745e-06,7,Cochabamba,Tiraque,Shinahota,cochabamba,shinahota,1347,Gobierno Autónomo Municipal de Shinahota,Cochabamba,municipal,GAM,30585034.0,Tiraque,Shinahota,14709.0,20841.0,27172.0,14200.0,12972.0,1125.608494038
Chuquisaca,Sur Cinti,Culpina,Culpina,1944-03-23,ML,1960-12-20,-64.5720022582,-20.8697761123,Culpina,1.8783271116262767e-06,1,Chuquisaca,Sur Cinti,Culpina,chuquisaca,culpina,1124,Gobierno Autónomo Municipal de Culpina,Chuquisaca,municipal,GAM,21907961.0,Sud Cinti,Culpina,17570.0,17731.0,14848.0,7302.0,7546.0,1475.4822871767
Chuquisaca,Nor Cinti,Incahuasi,Incahuasi,1984-10-03,643,1984-10-03,-64.5723537511,-20.5907602285,Incahuasi,1.7710784732116736e-06,1,Chuquisaca,Nor Cinti,Incahuasi,chuquisaca,incahuasi,1121,Gobierno Autónomo Municipal de Incahuasi,Chuquisaca,municipal,GAM,20133393.0,Nor Cinti,Incahuasi,10709.0,13056.0,16484.0,8474.0,8010.0,1221.3900145596
Santa Cruz,Ichilo,San Juan,San Juan,1926-04-08,2233,2001-07-26,-63.9987648468,-16.8614961446,San Juan,2.8459023724280996e-06,9,Santa Cruz,Ichilo,San Juan,santa cruz,san juan,1752,Gobierno Autónomo Municipal de San Juan,Santa Cruz,municipal,GAM,18896749.0,Ichilo,San Juan,9131.0,9191.0,10200.0,5485.0,4715.0,1852.6224509804
PotosÃ­,TomÃ¡s FrÃ­as,Tinguipaya,Tinguipaya,1993-11-10,1669,1995-10-31,-65.9040959582,-19.1700080476,Tinguipaya,1.9841604625980835e-06,3,Potosí,Tomás Frías,Tinguipaya,potosi,tinguipaya,1502,Gobierno Autónomo Municipal de Tinguipaya,Potosí,municipal,GAM,39168376.0,Tomás Frías,Tinguipaya,21794.0,27200.0,28942.0,16216.0,12726.0,1353.3403358441
Santa Cruz,Obispo SantistÃ©ban,Montero,Montero,1941-12-02,CSL,1941-12-02,-63.2499004885,-17.3328692562,Montero,2.7180055894859834e-06,8,Santa Cruz,Obispo Santistéban,Montero,santa cruz,montero,1734,Gobierno Autónomo Municipal de Montero,Santa Cruz,municipal,GAM,216889857.0,Obispo Santisteban,Montero,80341.0,109518.0,126886.0,63754.0,63132.0,1709.3285074792
