status,departamento_nbi,provincia_nbi,municipio_nbi,nbi_key,codigo_entidad,nombre_entidad,departamento_sigep,grupo_eta,tipo,nbi_inadecuados_materiales_vivienda,nbi_insuficientes_espacios_vivienda,nbi_inadecuados_agua_saneamiento,nbi_inadecuados_insumos_energeticos,nbi_insuficiencia_educacion,nbi_inadecuada_atencion_salud,nbi_no_pobre_pct,nbi_necesidades_basicas_satisfechas_pct,nbi_umbral_pct,nbi_pobre_pct,nbi_pobre_moderada_pct,nbi_pobre_indigente_pct,nbi_pobre_marginal_pct
match_exacto,LA PAZ,Abel Iturralde,Ixiamas,ixiamas,1267,Gobierno Autónomo Municipal de Ixiamas,La Paz,GAM,municipal,5084,8386,6431,5388,4265,2196,39.9,8.9,31.0,60.1,51.1,8.7,0.3
match_exacto,LA PAZ,Abel Iturralde,San Buenaventura,san buenaventura,1268,Gobierno Autónomo Municipal de San Buenaventura,La Paz,GAM,municipal,3401,7599,2417,2844,3250,998,67.0,13.4,53.7,33.0,29.8,3.2,0.0
match_contiene,LA PAZ,Bautista Saavedra,Charazani,charazani,1269,Gobierno Autónomo Municipal de General Juan José Pérez (Charazani),La Paz,GAM,municipal,11236,10067,9285,10924,7720,3812,26.3,4.5,21.8,73.7,61.2,12.1,0.3
match_exacto,LA PAZ,Bautista Saavedra,Curva,curva,1270,Gobierno Autónomo Municipal de Curva,La Paz,GAM,municipal,4750,4769,3741,3971,3433,2456,25.4,2.3,23.1,74.6,55.5,18.7,0.4
match_exacto,LA PAZ,Manco Kapac,Copacabana,copacabana,1232,Gobierno Autónomo Municipal de Copacabana,La Paz,GAM,municipal,5514,8568,7004,6849,7791,6266,49.3,11.0,38.3,50.7,42.1,8.5,0.1
match_exacto,LA PAZ,Manco Kapac,San Pedro de Tiquina,san pedro de tiquina,1233,Gobierno Autónomo Municipal de San Pedro de Tiquina,La Paz,GAM,municipal,2649,4604,4869,3898,3622,1683,51.0,11.1,39.8,49.0,43.4,5.5,0.1
match_exacto,LA PAZ,Manco Kapac,Tito Yupanqui,tito yupanqui,1234,Gobierno Autónomo Municipal de Tito Yupanqui,La Paz,GAM,municipal,3749,5958,5416,4130,3430,1747,29.6,1.1,28.5,70.4,58.0,12.2,0.2
match_exacto,LA PAZ,Gualberto Villarroel,San Pedro de Curahuara,san pedro de curahuara,1271,Gobierno Autónomo Municipal de San Pedro de Curahuara,La Paz,GAM,municipal,6024,6548,7236,5157,2908,1591,22.1,2.1,20.0,77.9,68.6,9.2,0.1
match_exacto,LA PAZ,Gualberto Villarroel,Papel Pampa,papel pampa,1272,Gobierno Autónomo Municipal de Papel Pampa,La Paz,GAM,municipal,3883,4399,5678,3932,2613,809,24.7,1.7,22.9,75.3,66.5,8.7,0.1
match_exacto,LA PAZ,Gualberto Villarroel,Chacarilla,chacarilla,1273,Gobierno Autónomo Municipal de Chacarilla,La Paz,GAM,municipal,1251,1391,1889,1484,780,395,13.1,1.9,11.3,86.9,72.1,14.6,0.2
match_exacto,LA PAZ,General José Manuel Pando,Santiago de Machaca,santiago de machaca,1274,Gobierno Autónomo Municipal de Santiago de Machaca,La Paz,GAM,municipal,4126,4134,4447,4511,2520,1567,31.3,6.9,24.4,68.7,60.2,8.5,0.0
match_exacto,LA PAZ,General José Manuel Pando,Catacora,catacora,1275,Gobierno Autónomo Municipal de Catacora,La Paz,GAM,municipal,3638,4238,3558,2456,1705,774,28.5,3.1,25.4,71.5,65.0,6.1,0.5
match_exacto,LA PAZ,Caranavi,Caranavi,caranavi,1210,Gobierno Autónomo Municipal de Caranavi,La Paz,GAM,municipal,29360,41403,27517,27960,19886,10444,44.2,9.9,34.2,55.8,49.3,6.4,0.2
match_exacto,LA PAZ,Caranavi,Alto Beni,alto beni,1285,Gobierno Autónomo Municipal de Alto Beni,La Paz,GAM,municipal,6355,7089,6336,5598,3844,1328,35.2,7.2,28.0,64.8,54.3,10.2,0.2
match_exacto,COCHABAMBA,Cercado,Cochabamba,cochabamba,1301,Gobierno Autónomo Municipal de Cochabamba,Cochabamba,GAM,municipal,26836,377401,158098,11145,125354,97503,83.0,45.8,37.2,17.0,16.0,1.0,0.0
match_exacto,COCHABAMBA,Campero,Aiquile,aiquile,1307,Gobierno Autónomo Municipal de Aiquile,Cochabamba,GAM,municipal,9552,13773,9781,10022,12094,3893,49.0,14.6,34.4,51.0,40.7,10.0,0.3
match_exacto,COCHABAMBA,Campero,Pasorapa,pasorapa,1308,Gobierno Autónomo Municipal de Pasorapa,Cochabamba,GAM,municipal,3101,4206,3098,3756,2619,443,47.0,10.2,36.8,53.0,46.9,6.0,0.1
match_exacto,COCHABAMBA,Campero,Omereque,omereque,1309,Gobierno Autónomo Municipal de Omereque,Cochabamba,GAM,municipal,2011,4680,2267,2360,3935,581,55.3,10.1,45.1,44.7,40.9,3.9,0.0
match_manual,COCHABAMBA,Ayopaya,Ayopaya,ayopaya,1310,Gobierno Autónomo Municipal de Independencia,Cochabamba,GAM,municipal,15694,12929,14572,14579,13478,4916,25.8,5.9,19.9,74.2,55.3,18.0,0.8
match_exacto,COCHABAMBA,Ayopaya,Morochata,morochata,1311,Gobierno Autónomo Municipal de Morochata,Cochabamba,GAM,municipal,11394,8966,9365,11526,10367,3325,15.0,2.0,13.0,85.0,63.9,20.5,0.7
match_exacto,COCHABAMBA,Ayopaya,Cocapata,cocapata,1346,Gobierno Autónomo Municipal de Cocapata,Cochabamba,GAM,municipal,15873,11739,14483,13590,12144,4867,11.8,1.0,10.9,88.2,65.9,21.2,1.1
match_exacto,COCHABAMBA,Esteban Arze,Tarata,tarata,1320,Gobierno Autónomo Municipal de Tarata,Cochabamba,GAM,municipal,3803,6088,3774,3859,4926,1507,58.5,22.6,35.8,41.5,33.5,7.9,0.2
match_exacto,COCHABAMBA,Esteban Arze,Anzaldo,anzaldo,1321,Gobierno Autónomo Municipal de Anzaldo,Cochabamba,GAM,municipal,4171,3865,4996,5012,4145,1294,26.4,8.4,18.1,73.6,56.4,16.6,0.5
match_exacto,COCHABAMBA,Esteban Arze,Arbieto,arbieto,1322,Gobierno Autónomo Municipal de Arbieto,Cochabamba,GAM,municipal,6454,19722,19461,7841,13370,5489,44.5,9.8,34.7,55.5,47.2,8.0,0.3
match_exacto,COCHABAMBA,Esteban Arze,Sacabamba,sacabamba,1323,Gobierno Autónomo Municipal de Sacabamba,Cochabamba,GAM,municipal,3502,3104,3282,3609,2741,595,26.4,4.1,22.3,73.6,60.3,13.0,0.2
match_exacto,COCHABAMBA,Arani,Arani,arani,1336,Gobierno Autónomo Municipal de Arani,Cochabamba,GAM,municipal,3272,5318,2644,1895,4836,1399,69.5,25.2,44.3,30.5,27.8,2.7,0.1
match_exacto,COCHABAMBA,Arani,Vacas,vacas,1337,Gobierno Autónomo Municipal de Vacas,Cochabamba,GAM,municipal,5592,3556,4268,5087,4962,1364,36.1,9.3,26.8,63.9,56.1,7.6,0.1
match_exacto,COCHABAMBA,Arque,Arque,arque,1338,Gobierno Autónomo Municipal de Arque,Cochabamba,GAM,municipal,7231,6505,7911,8417,6652,1782,15.5,2.6,12.8,84.5,65.4,18.7,0.4
match_exacto,COCHABAMBA,Arque,Tacopaya,tacopaya,1339,Gobierno Autónomo Municipal de Tacopaya,Cochabamba,GAM,municipal,7725,6098,6004,8991,7187,2476,17.4,1.8,15.6,82.6,64.9,17.1,0.6
match_exacto,COCHABAMBA,Capinota,Capinota,capinota,1327,Gobierno Autónomo Municipal de Capinota,Cochabamba,GAM,municipal,4522,11119,6248,4513,8919,3238,62.1,21.6,40.5,37.9,31.1,6.7,0.1
match_exacto,COCHABAMBA,Capinota,Santiváñez,santivanez,1328,Gobierno Autónomo Municipal de Santivañez,Cochabamba,GAM,municipal,1445,4586,2222,2012,3624,903,67.6,23.3,44.2,32.4,28.3,3.9,0.3
match_exacto,COCHABAMBA,Capinota,Sicaya,sicaya,1329,Gobierno Autónomo Municipal de Sicaya,Cochabamba,GAM,municipal,1228,2714,1757,1829,2420,530,48.5,8.3,40.1,51.5,42.9,8.4,0.2
match_exacto,COCHABAMBA,Germán Jordán,Cliza,cliza,1324,Gobierno Autónomo Municipal de Cliza,Cochabamba,GAM,municipal,3383,12648,1997,781,7479,2032,84.4,31.7,52.7,15.6,15.2,0.4,0.0
match_exacto,COCHABAMBA,Germán Jordán,Toco,toco,1325,Gobierno Autónomo Municipal de Toco,Cochabamba,GAM,municipal,3138,4266,2216,2135,3809,747,60.3,14.8,45.5,39.7,36.0,3.7,0.1
match_exacto,COCHABAMBA,Germán Jordán,Tolata,tolata,1326,Gobierno Autónomo Municipal de Tolata,Cochabamba,GAM,municipal,1406,4992,2408,1619,3051,878,69.0,22.7,46.3,31.0,24.8,6.1,0.1
match_exacto,COCHABAMBA,Quillacollo,Quillacollo,quillacollo,1302,Gobierno Autónomo Municipal de Quillacollo,Cochabamba,GAM,municipal,9251,103312,25684,4551,41688,22423,85.4,39.7,45.7,14.6,13.7,0.9,0.0
match_manual,COCHABAMBA,Quillacollo,Sipesipe,sipesipe,1303,Gobierno Autónomo Municipal de Sipe Sipe,Cochabamba,GAM,municipal,6634,36509,18421,4891,24065,8953,70.4,19.6,50.7,29.6,26.9,2.7,0.1
match_exacto,COCHABAMBA,Quillacollo,Tiquipaya,tiquipaya,1304,Gobierno Autónomo Municipal de Tiquipaya,Cochabamba,GAM,municipal,4913,37970,9241,3470,13165,7507,85.8,41.6,44.2,14.2,13.1,1.1,0.0
match_exacto,COCHABAMBA,Quillacollo,Vinto,vinto,1305,Gobierno Autónomo Municipal de Vinto,Cochabamba,GAM,municipal,3383,35281,15111,2284,17008,8558,79.1,31.1,48.0,20.9,19.4,1.5,0.1
match_exacto,COCHABAMBA,Quillacollo,Colcapirhua,colcapirhua,1306,Gobierno Autónomo Municipal de Colcapirhua,Cochabamba,GAM,municipal,2257,40934,4515,514,10745,6945,93.0,52.1,41.0,7.0,6.8,0.2,0.0
match_exacto,COCHABAMBA,Chapare,Sacaba,sacaba,1312,Gobierno Autónomo Municipal de Sacaba,Cochabamba,GAM,municipal,22582,130230,48915,16170,58649,31735,79.7,36.4,43.2,20.3,18.6,1.7,0.0
match_exacto,COCHABAMBA,Chapare,Colomi,colomi,1313,Gobierno Autónomo Municipal de Colomi,Cochabamba,GAM,municipal,8254,12590,7055,7362,11491,5140,49.1,10.0,39.1,50.9,41.8,8.7,0.4
match_exacto,COCHABAMBA,Chapare,Villa Tunari,villa tunari,1314,Gobierno Autónomo Municipal de Villa Tunari,Cochabamba,GAM,municipal,41924,58837,44911,31622,44245,12944,43.9,8.8,35.1,56.1,47.4,8.4,0.3
match_exacto,COCHABAMBA,Tapacarí,Tapacarí,tapacari,1330,Gobierno Autónomo Municipal de Tapacari,Cochabamba,GAM,municipal,18322,15548,19320,18585,15377,6632,13.5,1.7,11.8,86.5,58.5,26.6,1.4
match_exacto,COCHABAMBA,Carrasco,Totora,totora,1331,Gobierno Autónomo Municipal de Totora,Cochabamba,GAM,municipal,7859,9032,10218,8016,9144,3620,26.7,6.5,20.1,73.3,57.9,15.0,0.5
match_exacto,COCHABAMBA,Carrasco,Pojo,pojo,1332,Gobierno Autónomo Municipal de Pojo,Cochabamba,GAM,municipal,6218,8344,7603,5436,7362,2133,31.0,4.9,26.1,69.0,52.8,15.7,0.5
match_exacto,COCHABAMBA,Carrasco,Pocona,pocona,1333,Gobierno Autónomo Municipal de Pocona,Cochabamba,GAM,municipal,6772,6346,6725,5625,7533,1749,35.5,4.6,30.9,64.5,56.1,8.1,0.2
match_exacto,COCHABAMBA,Carrasco,Chimoré,chimore,1334,Gobierno Autónomo Municipal de Chimoré,Cochabamba,GAM,municipal,7466,18014,11313,7347,11312,3237,55.3,12.7,42.6,44.7,39.2,5.4,0.1
match_exacto,COCHABAMBA,Carrasco,Puerto Villarroel,puerto villarroel,1335,Gobierno Autónomo Municipal de Puerto Villarroel,Cochabamba,GAM,municipal,18320,43610,25714,16136,29381,9115,55.9,13.0,42.9,44.1,38.9,5.2,0.1
match_exacto,COCHABAMBA,Carrasco,Entre Ríos,entre rios,1345,Gobierno Autónomo Municipal de Entre Rios,Cochabamba,GAM,municipal,11284,28678,18185,10334,20782,6559,58.7,13.8,44.8,41.3,35.1,6.1,0.1
match_exacto,COCHABAMBA,Mizque,Mizque,mizque,1342,Gobierno Autónomo Municipal de Mizque,Cochabamba,GAM,municipal,6269,12417,9863,7647,11550,3415,48.1,11.7,36.4,51.9,42.7,8.9,0.3
match_exacto,COCHABAMBA,Mizque,Vila Vila,vila vila,1343,Gobierno Autónomo Municipal de Vila Vila,Cochabamba,GAM,municipal,3838,3495,4079,4318,3228,1339,17.4,4.2,13.3,82.6,52.5,27.3,2.8
match_exacto,COCHABAMBA,Mizque,Alalay,alalay,1344,Gobierno Autónomo Municipal de Alalay,Cochabamba,GAM,municipal,2767,2454,2668,2935,2234,867,13.9,1.4,12.5,86.1,65.0,20.2,0.9
match_exacto,COCHABAMBA,Punata,Punata,punata,1315,Gobierno Autónomo Municipal de Punata,Cochabamba,GAM,municipal,5234,19749,6515,1460,13634,4649,78.0,27.0,51.0,22.0,20.8,1.2,0.0
match_exacto,COCHABAMBA,Punata,Villa Rivero,villa rivero,1316,Gobierno Autónomo Municipal de Villa Rivero,Cochabamba,GAM,municipal,3330,4818,3026,1617,3689,1013,62.9,19.6,43.3,37.1,33.7,3.2,0.1
match_contiene,COCHABAMBA,Punata,San Benito,san benito,1317,Gobierno Autónomo Municipal de San Benito (Villa José Quintín Mendoza),Cochabamba,GAM,municipal,1786,7441,2930,1074,5327,1474,79.1,27.7,51.4,20.9,19.3,1.6,0.0
match_exacto,COCHABAMBA,Punata,Tacachi,tacachi,1318,Gobierno Autónomo Municipal de Tacachi,Cochabamba,GAM,municipal,438,745,465,404,367,98,70.4,28.6,41.8,29.6,27.5,2.1,0.0
match_contiene,COCHABAMBA,Punata,Villa Gualberto Villarroel,villa gualberto villarroel,1319,Gobierno Autónomo Municipal Villa Gualberto Villarroel,Cochabamba,GAM,municipal,2105,2672,1666,1818,1359,430,55.7,12.7,43.0,44.3,38.1,6.1,0.0
match_exacto,COCHABAMBA,Bolívar,Bolívar,bolivar,1340,Gobierno Autónomo Municipal de Bolivar,Cochabamba,GAM,municipal,6007,4761,6605,6329,5072,2556,14.1,2.0,12.1,85.9,63.7,21.6,0.6
match_exacto,COCHABAMBA,Tiraque,Tiraque,tiraque,1341,Gobierno Autónomo Municipal de Tiraque,Cochabamba,GAM,municipal,10798,9658,7221,7766,11161,4246,41.7,6.2,35.5,58.3,50.0,8.1,0.2
match_exacto,COCHABAMBA,Tiraque,Shinahota,shinahota,1347,Gobierno Autónomo Municipal de Shinahota,Cochabamba,GAM,municipal,7465,18593,8127,6121,12136,4041,58.9,12.7,46.2,41.1,35.5,5.5,0.1
match_exacto,ORURO,Cercado,Oruro,oruro,1401,Gobierno Autónomo Municipal de Oruro,Oruro,GAM,municipal,14163,154512,40453,4622,46240,42105,87.7,46.8,40.9,12.3,11.6,0.7,0.0
match_exacto,ORURO,Cercado,Caracollo,caracollo,1402,Gobierno Autónomo Municipal de Caracollo,Oruro,GAM,municipal,8365,14547,14041,7223,6963,4335,48.6,14.1,34.5,51.4,45.1,6.3,0.1
match_exacto,ORURO,Cercado,El Choro,el choro,1403,Gobierno Autónomo Municipal de El Choro,Oruro,GAM,municipal,7714,7353,9163,7569,3813,1325,7.0,0.9,6.1,93.0,66.9,25.1,1.0
match_manual,ORURO,Cercado,Paria,paria,1435,Gobierno Autónomo Municipal de Soracachi,Oruro,GAM,municipal,5433,10348,10996,4762,7489,3514,40.2,6.4,33.8,59.8,51.8,7.8,0.2
match_exacto,ORURO,Abaroa,Challapata,challapata,1404,Gobierno Autónomo Municipal de Challapata,Oruro,GAM,municipal,14568,21526,20629,13994,16020,8806,40.0,10.6,29.3,60.0,47.8,11.8,0.4
match_exacto,ORURO,Abaroa,Santuario de Quillacas,santuario de quillacas,1405,Gobierno Autónomo Municipal de Santuario de Quillacas,Oruro,GAM,municipal,2036,3018,3284,2180,1547,638,42.5,16.2,26.3,57.5,49.6,7.8,0.1
match_exacto,ORURO,Carangas,Corque,corque,1414,Gobierno Autónomo Municipal de Corque,Oruro,GAM,municipal,8332,12911,13841,10748,4603,2285,20.2,4.2,16.0,79.8,69.2,10.4,0.1
match_exacto,ORURO,Carangas,Choquecota,choquecota,1415,Gobierno Autónomo Municipal de Choquecota,Oruro,GAM,municipal,1189,2030,2016,1766,648,204,22.8,6.4,16.4,77.2,73.6,3.5,0.1
match_exacto,ORURO,Sajama,Curahuara de Carangas,curahuara de carangas,1416,Gobierno Autónomo Municipal de Curahuara de Carangas,Oruro,GAM,municipal,4039,4584,4713,4152,2573,1161,27.1,8.4,18.6,72.9,61.0,11.8,0.1
match_exacto,ORURO,Sajama,Turco,turco,1417,Gobierno Autónomo Municipal de Turco,Oruro,GAM,municipal,3047,4142,4074,3863,1857,856,27.0,9.1,17.9,73.0,61.5,11.3,0.1
match_exacto,ORURO,Litoral,Huachacalla,huachacalla,1418,Gobierno Autónomo Municipal de Huachacalla,Oruro,GAM,municipal,283,2675,805,189,842,622,77.8,14.3,63.4,22.2,21.5,0.8,0.0
match_exacto,ORURO,Litoral,Escara,escara,1419,Gobierno Autónomo Municipal de Escara,Oruro,GAM,municipal,1010,3477,2074,1426,685,1009,53.1,7.3,45.8,46.9,38.1,8.8,0.1
match_exacto,ORURO,Litoral,Cruz de Machacamarca,cruz de machacamarca,1420,Gobierno Autónomo Municipal de Cruz de Machacamarca,Oruro,GAM,municipal,262,1222,625,314,294,341,56.5,10.8,45.7,43.5,35.9,7.6,0.1
match_exacto,ORURO,Litoral,Yunguyo del Litoral,yunguyo de litoral,1421,Gobierno Autónomo Municipal de Yunguyo de Litoral,Oruro,GAM,municipal,142,752,94,250,240,88,72.3,8.3,64.0,27.7,26.0,1.7,0.0
match_exacto,ORURO,Litoral,Esmeralda,esmeralda,1422,Gobierno Autónomo Municipal de Esmeralda,Oruro,GAM,municipal,569,3183,1651,991,970,640,58.2,9.3,48.9,41.8,38.3,3.4,0.1
match_contiene,ORURO,Poopó,Poopó,poopo,1408,Gobierno Autónomo Municipal de Poopó (Villa Poopó),Oruro,GAM,municipal,2706,5489,3982,2475,2829,850,66.9,27.5,39.4,33.1,28.6,4.5,0.1
match_exacto,ORURO,Poopó,Pazña,pazna,1409,Gobierno Autónomo Municipal de Pazña,Oruro,GAM,municipal,1368,2240,2769,884,1504,473,56.8,18.5,38.3,43.2,39.0,4.1,0.1
match_exacto,ORURO,Poopó,Antequera,antequera,1410,Gobierno Autónomo Municipal de Antequera,Oruro,GAM,municipal,907,2021,2022,681,1098,322,65.9,30.8,35.1,34.1,30.4,3.7,0.0
match_exacto,ORURO,Pantaleón Dalence,Huanuni,huanuni,1406,Gobierno Autónomo Municipal de Huanuni,Oruro,GAM,municipal,2188,8746,5375,1324,4778,1711,86.5,50.4,36.1,13.5,12.2,1.3,0.0
match_exacto,ORURO,Pantaleón Dalence,Machacamarca,machacamarca,1407,Gobierno Autónomo Municipal de Machacamarca,Oruro,GAM,municipal,1399,3336,2538,831,1782,679,73.0,29.6,43.4,27.0,24.7,2.1,0.1
match_manual,ORURO,Ladislao Cabrera,Salinas de Garci Mendoza (Autonomía Indígena Originario Campesina de Salinas),salinas de garci mendoza autonomia indigena originario campesina de salinas,3402,Gobierno Autónomo Indígena Originario Campesino de Salinas,Oruro,GAIOC,indigena_originario_campesino,5170,10565,10546,6383,4693,2462,44.6,11.4,33.2,55.4,50.1,5.2,0.1
match_exacto,ORURO,Ladislao Cabrera,Pampa Aullagas,pampa aullagas,1427,Gobierno Autónomo Municipal de Pampa Aullagas,Oruro,GAM,municipal,975,2049,1957,1281,1401,604,41.6,10.5,31.1,58.4,51.9,6.4,0.1
match_exacto,ORURO,Sabaya,Sabaya,sabaya,1431,Gobierno Autónomo Municipal de Sabaya,Oruro,GAM,municipal,2909,11480,8962,3964,3220,3359,47.0,6.9,40.1,53.0,47.9,5.1,0.1
match_exacto,ORURO,Sabaya,Coipasa,coipasa,1432,Gobierno Autónomo Municipal de Coipasa,Oruro,GAM,municipal,171,972,759,252,166,179,60.5,14.8,45.7,39.5,38.8,0.8,0.0
match_manual,ORURO,Sabaya,Uru Chipaya (Nación Originaria Uru Chipaya),uru chipaya nacion originaria uru chipaya,3401,Gobierno Autónomo Indígena Originario Campesino de la Nación Originaria Uru,Oruro,GAIOC,indigena_originario_campesino,1268,1293,1655,1219,799,358,32.9,5.4,27.5,67.1,59.6,7.5,0.0
match_exacto,ORURO,Saucarí,Toledo,toledo,1423,Gobierno Autónomo Municipal de Toledo,Oruro,GAM,municipal,8216,9073,10200,8089,4477,1858,18.6,4.3,14.3,81.4,64.4,16.8,0.3
match_exacto,ORURO,Tomás Barrón,Eucaliptus,eucaliptus,1411,Gobierno Autónomo Municipal de Eucaliptus,Oruro,GAM,municipal,1673,3213,3256,1095,2027,793,50.3,10.6,39.7,49.7,45.1,4.6,0.0
match_manual,ORURO,Sur Carangas,Andamarca,andamarca,1424,Gobierno Autónomo Municipal de Andamarca (Santiago de Andamarca),Oruro,GAM,municipal,3443,4656,4561,4067,1968,927,30.0,9.6,20.4,70.0,58.0,11.9,0.1
match_exacto,ORURO,Sur Carangas,Belén de Andamarca,belen de andamarca,1425,Gobierno Autónomo Municipal de Belén de Andamarca,Oruro,GAM,municipal,1423,2218,1770,1576,783,320,45.2,8.6,36.7,54.8,49.5,5.3,0.0
match_exacto,ORURO,San Pedro de Totora,Totora,totora,1413,Gobierno Autónomo Municipal de Totora,Oruro,GAM,municipal,4122,4329,5351,4686,2093,1004,21.5,3.9,17.6,78.5,65.1,13.3,0.1
match_exacto,ORURO,Sebastián Pagador,Santiago de Huari,santiago de huari,1412,Gobierno Autónomo Municipal de Santiago de Huari,Oruro,GAM,municipal,5976,8780,7883,5001,5856,2170,44.4,12.6,31.8,55.6,44.4,11.0,0.2
match_exacto,ORURO,Mejillones,La Rivera,la rivera,1428,Gobierno Autónomo Municipal de La Rivera,Oruro,GAM,municipal,620,1115,764,575,312,281,36.7,9.2,27.6,63.3,53.4,9.9,0.0
match_exacto,ORURO,Mejillones,Todos Santos,todos santos,1429,Gobierno Autónomo Municipal de Todos Santos,Oruro,GAM,municipal,329,796,446,372,190,134,63.7,20.7,43.0,36.3,33.4,2.9,0.0
match_exacto,ORURO,Mejillones,Carangas,carangas,1430,Gobierno Autónomo Municipal de Carangas,Oruro,GAM,municipal,516,937,667,530,275,237,37.1,13.0,24.1,62.9,53.8,9.1,0.0
match_contiene,ORURO,Nor Carangas,Santiago de Huayllamarca,santiago de huayllamarca,1434,Gobierno Autónomo Municipal de Huayllamarca (Santiago de Huayllamarca),Oruro,GAM,municipal,3344,3829,4307,3915,1923,822,31.9,7.6,24.3,68.1,56.2,11.7,0.2
match_exacto,POTOSÍ,Tomás Frías,Potosí,potosi,1501,Gobierno Autónomo Municipal de Potosí,Potosí,GAM,municipal,18794,128780,29729,13984,47643,30560,83.2,43.3,39.9,16.8,15.1,1.6,0.0
match_exacto,POTOSÍ,Tomás Frías,Tinguipaya,tinguipaya,1502,Gobierno Autónomo Municipal de Tinguipaya,Potosí,GAM,municipal,22302,20121,24736,24068,19039,7166,9.3,1.7,7.6,90.7,68.4,21.7,0.6
match_exacto,POTOSÍ,Tomás Frías,Yocalla,yocalla,1503,Gobierno Autónomo Municipal de Yocalla,Potosí,GAM,municipal,3021,8141,6698,4528,5478,1873,49.9,11.9,38.0,50.1,45.7,4.3,0.1
match_exacto,POTOSÍ,Tomás Frías,Urmiri,urmiri,1504,Gobierno Autónomo Municipal de Urmiri,Potosí,GAM,municipal,2106,2315,2711,2209,1543,651,13.2,1.3,11.9,86.8,62.4,23.8,0.6
match_exacto,POTOSÍ,Rafael Bustillo,Uncía,uncia,1505,Gobierno Autónomo Municipal de Uncía,Potosí,GAM,municipal,8177,11760,12033,6967,9175,4308,49.0,16.8,32.2,51.0,43.0,7.8,0.2
match_exacto,POTOSÍ,Rafael Bustillo,Chayanta,chayanta,1506,Gobierno Autónomo Municipal de Chayanta,Potosí,GAM,municipal,7472,8467,9424,6450,7496,2990,42.6,13.8,28.8,57.4,49.4,7.8,0.1
match_exacto,POTOSÍ,Rafael Bustillo,Llallagua,llallagua,1507,Gobierno Autónomo Municipal de Llallagua,Potosí,GAM,municipal,7397,20321,13323,4631,11318,7701,72.6,34.5,38.1,27.4,23.6,3.6,0.1
match_exacto,POTOSÍ,Rafael Bustillo,Chuquihuta Ayllu Jucumani,chuquihuta ayllu jucumani,1540,Gobierno Autónomo Municipal de Chuquihuta Ayllu Jucumani,Potosí,GAM,municipal,3503,5355,6811,3435,4437,1775,32.2,9.8,22.4,67.8,53.6,13.6,0.6
match_exacto,POTOSÍ,Cornelio Saavedra,Betanzos,betanzos,1508,Gobierno Autónomo Municipal de Betanzos,Potosí,GAM,municipal,10666,17197,18627,15135,18841,4972,39.4,7.8,31.5,60.6,52.3,8.3,0.1
match_exacto,POTOSÍ,Cornelio Saavedra,Chaquí,chaqui,1509,Gobierno Autónomo Municipal de Chaqui,Potosí,GAM,municipal,3278,4650,5226,5129,5646,1832,40.7,8.3,32.4,59.3,49.8,9.3,0.2
match_exacto,POTOSÍ,Cornelio Saavedra,Tacobamba,tacobamba,1510,Gobierno Autónomo Municipal de Tacobamba,Potosí,GAM,municipal,10820,8985,12878,11885,9527,4690,9.5,1.7,7.9,90.5,56.4,32.1,1.9
match_exacto,POTOSÍ,Chayanta,Colquechaca,colquechaca,1511,Gobierno Autónomo Municipal de Colquechaca,Potosí,GAM,municipal,8933,8985,9939,8790,9403,3756,32.2,12.3,20.0,67.8,44.1,22.0,1.7
match_exacto,POTOSÍ,Chayanta,Ravelo,ravelo,1512,Gobierno Autónomo Municipal de Ravelo,Potosí,GAM,municipal,12932,9718,11486,13641,12221,3430,16.3,3.3,13.0,83.7,57.1,25.2,1.4
match_exacto,POTOSÍ,Chayanta,Pocoata,pocoata,1513,Gobierno Autónomo Municipal de Pocoata,Potosí,GAM,municipal,23230,19639,25463,24035,17734,6939,17.8,2.9,14.9,82.2,64.7,17.1,0.5
match_exacto,POTOSÍ,Chayanta,Ocurí,ocuri,1514,Gobierno Autónomo Municipal de Ocurí,Potosí,GAM,municipal,10965,7891,10510,10916,9368,3503,13.0,3.2,9.8,87.0,57.6,28.2,1.2
match_exacto,POTOSÍ,Chayanta,San Pedro de Macha,san pedro de macha,1541,Gobierno Autónomo Municipal de San Pedro de Macha,Potosí,GAM,municipal,13193,12682,15678,13704,13167,4447,14.3,2.3,11.9,85.7,64.3,20.7,0.8
match_manual,POTOSÍ,Charcas,San Pedro,san pedro,1515,Gobierno Autónomo Municipal de San Pedro de Buena Vista,Potosí,GAM,municipal,21922,18334,23590,22470,17369,8439,12.2,3.7,8.5,87.8,50.4,34.3,3.0
match_exacto,POTOSÍ,Charcas,Toro Toro,toro toro,1516,Gobierno Autónomo Municipal de Toro Toro,Potosí,GAM,municipal,6283,6690,7503,7537,6740,2591,23.6,6.3,17.3,76.4,51.5,23.7,1.1
match_exacto,POTOSÍ,Nor Chichas,Cotagaita,cotagaita,1517,Gobierno Autónomo Municipal de Cotagaita,Potosí,GAM,municipal,14569,15449,15461,16840,13581,2167,46.5,11.3,35.2,53.5,46.8,6.5,0.2
match_exacto,POTOSÍ,Nor Chichas,Vitichi,vitichi,1518,Gobierno Autónomo Municipal de Vitichi,Potosí,GAM,municipal,5839,3750,4626,6684,5261,899,43.0,8.1,34.9,57.0,51.3,5.6,0.1
